Name	PropCovLoci	Poly	Sample	AvCov	SDCov
3_1_12	0.58	1	4043	94.6	98.2
3_1_12	0.58	1	4167	73.0	64.0
3_1_12	0.58	1	4193	63.7	60.7
3_1_12	0.58	1	4293	46.6	37.5
3_1_12	0.58	1	6245	79.3	75.5
3_1_12	0.58	1	6417	73.1	70.7
3_1_12	0.58	1	666	81.9	78.7
3_1_12	0.58	1	759	127.2	166.2
3_1_12	0.58	1	767	107.5	133.9
3_1_12	0.67	0	1292	111.5	0
3_1_12	0.67	0	249	18.0	0
3_1_12	0.67	0	4043	32.8	0
3_1_12	0.67	0	4167	129.9	0
3_1_12	0.67	0	4193	858.5	0
3_1_12	0.67	0	4293	87.9	0
3_1_12	0.67	0	6417	29.0	0
3_1_12	0.67	0	666	15.9	0
3_1_12	0.67	1	1292	28.6	30.8
3_1_12	0.67	1	1382	63.8	60.1
3_1_12	0.67	1	249	66.7	62.8
3_1_12	0.67	1	4043	105.3	103.5
3_1_12	0.67	1	4167	81.4	70.7
3_1_12	0.67	1	4193	67.6	68.3
3_1_12	0.67	1	4293	49.1	38.4
3_1_12	0.67	1	6245	86.4	77.1
3_1_12	0.67	1	6417	78.1	72.7
3_1_12	0.67	1	666	90.7	82.4
3_1_12	0.67	1	759	125.6	126.5
3_1_12	0.67	1	767	108.8	118.0
3_1_12	0.75	0	1292	96.6	84.6
3_1_12	0.75	0	1382	48.1	0
3_1_12	0.75	0	249	372.5	462.4
3_1_12	0.75	0	4043	648.2	771.5
3_1_12	0.75	0	4167	245.3	113.0
3_1_12	0.75	0	4193	1419.1	1586.6
3_1_12	0.75	0	4293	278.2	30.8
3_1_12	0.75	0	6245	145.6	0
3_1_12	0.75	0	6417	109.7	148.1
3_1_12	0.75	0	666	255.3	19.7
3_1_12	0.75	1	1292	32.4	36.3
3_1_12	0.75	1	1382	76.7	80.0
3_1_12	0.75	1	249	78.2	76.7
3_1_12	0.75	1	4043	125.4	118.5
3_1_12	0.75	1	4167	94.7	98.1
3_1_12	0.75	1	4193	75.4	85.5
3_1_12	0.75	1	4293	55.5	45.4
3_1_12	0.75	1	6245	104.2	102.8
3_1_12	0.75	1	6417	92.1	100.7
3_1_12	0.75	1	666	108.2	142.7
3_1_12	0.75	1	759	136.2	129.4
3_1_12	0.75	1	767	120.4	156.1
3_1_12	0.83	1	1292	36.4	35.9
3_1_12	0.83	1	1382	84.7	81.1
3_1_12	0.83	1	249	89.6	102.8
3_1_12	0.83	1	4043	142.7	155.5
3_1_12	0.83	1	4167	101.9	78.1
3_1_12	0.83	1	4193	88.3	115.4
3_1_12	0.83	1	4293	59.9	50.9
3_1_12	0.83	1	6245	110.4	102.9
3_1_12	0.83	1	6417	98.0	79.4
3_1_12	0.83	1	666	115.5	104.0
3_1_12	0.83	1	759	153.1	158.0
3_1_12	0.83	1	767	133.7	162.7
3_1_12	0.92	1	1292	45.1	59.7
3_1_12	0.92	1	1382	88.9	74.5
3_1_12	0.92	1	249	104.2	97.3
3_1_12	0.92	1	4043	154.6	145.5
3_1_12	0.92	1	4167	116.9	96.1
3_1_12	0.92	1	4193	95.2	142.2
3_1_12	0.92	1	4293	63.3	52.3
3_1_12	0.92	1	6245	116.2	102.7
3_1_12	0.92	1	6417	105.8	88.9
3_1_12	0.92	1	666	122.9	100.7
3_1_12	0.92	1	759	156.6	168.2
3_1_12	0.92	1	767	140.6	176.8
3_1_12	1.0	1	1292	49.0	82.2
3_1_12	1.0	1	1382	108.6	77.7
3_1_12	1.0	1	249	103.3	82.2
3_1_12	1.0	1	4043	203.6	320.0
3_1_12	1.0	1	4167	128.6	89.0
3_1_12	1.0	1	4193	109.6	176.3
3_1_12	1.0	1	4293	74.6	64.4
3_1_12	1.0	1	6245	131.5	110.0
3_1_12	1.0	1	6417	124.0	87.3
3_1_12	1.0	1	666	143.6	119.9
3_1_12	1.0	1	759	178.5	133.7
3_1_12	1.0	1	767	167.5	173.8
3_1_10	0.08	0	1292	17.5	16.9
3_1_10	0.08	0	1382	34.5	36.2
3_1_10	0.08	0	249	23.1	30.1
3_1_10	0.08	0	4043	33.5	49.6
3_1_10	0.08	0	4167	37.4	38.3
3_1_10	0.08	0	4193	40.6	37.6
3_1_10	0.08	0	4293	34.7	26.6
3_1_10	0.08	0	6245	36.9	47.4
3_1_10	0.08	0	6417	38.2	45.1
3_1_10	0.08	0	666	32.5	40.7
3_1_10	0.08	0	759	85.7	86.7
3_1_10	0.08	0	767	73.0	74.1
3_1_10	0.08	1	1292	36.2	22.3
3_1_10	0.08	1	1382	73.7	54.5
3_1_10	0.08	1	249	30.0	25.8
3_1_10	0.08	1	4043	77.6	81.4
3_1_10	0.08	1	4167	81.0	70.2
3_1_10	0.08	1	4193	73.1	48.1
3_1_10	0.08	1	4293	72.7	45.3
3_1_10	0.08	1	6245	42.2	48.7
3_1_10	0.08	1	6417	50.0	55.3
3_1_10	0.08	1	666	42.3	51.6
3_1_10	0.08	1	759	133.6	100.5
3_1_10	0.08	1	767	109.3	85.5
3_1_10	0.17	0	1292	18.3	17.7
3_1_10	0.17	0	1382	32.4	33.2
3_1_10	0.17	0	249	33.9	37.1
3_1_10	0.17	0	4043	58.1	71.3
3_1_10	0.17	0	4167	46.2	46.5
3_1_10	0.17	0	4193	43.8	46.5
3_1_10	0.17	0	4293	38.3	33.2
3_1_10	0.17	0	6245	43.5	55.5
3_1_10	0.17	0	6417	51.7	49.7
3_1_10	0.17	0	666	43.9	47.4
3_1_10	0.17	0	759	111.0	100.7
3_1_10	0.17	0	767	98.3	99.7
3_1_10	0.17	1	1292	19.7	19.1
3_1_10	0.17	1	1382	39.4	41.3
3_1_10	0.17	1	249	30.5	36.2
3_1_10	0.17	1	4043	54.3	65.4
3_1_10	0.17	1	4167	39.3	42.4
3_1_10	0.17	1	4193	46.2	42.7
3_1_10	0.17	1	4293	37.2	29.5
3_1_10	0.17	1	6245	42.1	54.0
3_1_10	0.17	1	6417	44.0	48.6
3_1_10	0.17	1	666	38.9	47.5
3_1_10	0.17	1	759	109.8	91.9
3_1_10	0.17	1	767	95.6	81.0
3_1_10	0.25	0	1292	13.9	11.0
3_1_10	0.25	0	1382	33.7	35.3
3_1_10	0.25	0	249	40.3	47.1
3_1_10	0.25	0	4043	47.7	53.6
3_1_10	0.25	0	4167	44.3	44.8
3_1_10	0.25	0	4193	55.3	53.4
3_1_10	0.25	0	4293	48.6	35.1
3_1_10	0.25	0	6245	38.7	44.7
3_1_10	0.25	0	6417	50.3	56.5
3_1_10	0.25	0	666	60.4	61.4
3_1_10	0.25	0	759	61.2	106.5
3_1_10	0.25	0	767	79.6	102.8
3_1_10	0.25	1	1292	21.0	21.3
3_1_10	0.25	1	1382	41.5	45.2
3_1_10	0.25	1	249	37.5	42.5
3_1_10	0.25	1	4043	63.5	76.3
3_1_10	0.25	1	4167	43.4	45.3
3_1_10	0.25	1	4193	49.5	46.9
3_1_10	0.25	1	4293	38.9	31.3
3_1_10	0.25	1	6245	48.1	57.1
3_1_10	0.25	1	6417	48.4	51.9
3_1_10	0.25	1	666	47.4	54.4
3_1_10	0.25	1	759	101.9	101.0
3_1_10	0.25	1	767	87.7	87.8
3_1_10	0.33	0	1292	22.3	16.1
3_1_10	0.33	0	1382	43.3	25.0
3_1_10	0.33	0	249	56.1	50.9
3_1_10	0.33	0	4043	115.5	144.0
3_1_10	0.33	0	4167	55.2	47.6
3_1_10	0.33	0	4193	75.5	108.1
3_1_10	0.33	0	4293	40.6	34.6
3_1_10	0.33	0	6245	58.4	72.9
3_1_10	0.33	0	6417	67.9	54.1
3_1_10	0.33	0	666	59.7	57.1
3_1_10	0.33	0	759	8.5	5.0
3_1_10	0.33	1	1292	22.4	22.0
3_1_10	0.33	1	1382	45.3	50.1
3_1_10	0.33	1	249	44.0	48.9
3_1_10	0.33	1	4043	68.7	76.3
3_1_10	0.33	1	4167	49.7	51.2
3_1_10	0.33	1	4193	52.9	48.1
3_1_10	0.33	1	4293	41.2	31.5
3_1_10	0.33	1	6245	56.8	64.9
3_1_10	0.33	1	6417	54.4	58.1
3_1_10	0.33	1	666	56.5	61.9
3_1_10	0.33	1	759	108.4	109.5
3_1_10	0.33	1	767	94.0	98.7
3_1_10	0.42	0	1292	29.8	22.2
3_1_10	0.42	0	1382	67.4	78.4
3_1_10	0.42	0	249	88.9	53.1
3_1_10	0.42	0	4043	51.4	52.1
3_1_10	0.42	0	4167	72.1	73.9
3_1_10	0.42	0	4193	47.3	18.3
3_1_10	0.42	0	4293	63.2	34.6
3_1_10	0.42	0	6245	77.0	55.3
3_1_10	0.42	0	6417	73.3	49.7
3_1_10	0.42	0	666	80.4	68.9
3_1_10	0.42	0	759	363.0	0
3_1_10	0.42	0	767	642.5	0
3_1_10	0.42	1	1292	23.6	24.7
3_1_10	0.42	1	1382	48.7	51.2
3_1_10	0.42	1	249	49.3	52.9
3_1_10	0.42	1	4043	76.6	82.1
3_1_10	0.42	1	4167	56.2	56.9
3_1_10	0.42	1	4193	56.0	50.8
3_1_10	0.42	1	4293	42.5	32.9
3_1_10	0.42	1	6245	62.2	64.4
3_1_10	0.42	1	6417	57.8	58.9
3_1_10	0.42	1	666	63.7	67.6
3_1_10	0.42	1	759	111.7	117.6
3_1_10	0.42	1	767	92.0	94.1
3_1_10	0.5	0	1382	216.2	0
3_1_10	0.5	0	249	63.4	96.9
3_1_10	0.5	0	4043	34.0	0
3_1_10	0.5	0	4167	92.0	88.5
3_1_10	0.5	0	4193	34.4	41.6
3_1_10	0.5	0	4293	63.8	41.4
3_1_10	0.5	0	6245	106.9	124.0
3_1_10	0.5	0	6417	64.9	92.2
3_1_10	0.5	0	666	32.7	30.2
3_1_10	0.5	0	767	96.7	0
3_1_10	0.5	1	1292	24.7	25.6
3_1_10	0.5	1	1382	52.5	61.3
3_1_10	0.5	1	249	55.1	56.6
3_1_10	0.5	1	4043	85.9	90.2
3_1_10	0.5	1	4167	64.2	61.4
3_1_10	0.5	1	4193	58.6	56.4
3_1_10	0.5	1	4293	45.3	37.1
3_1_10	0.5	1	6245	71.1	71.1
3_1_10	0.5	1	6417	62.9	62.1
3_1_10	0.5	1	666	72.3	72.1
3_1_10	0.5	1	759	118.6	123.8
3_1_10	0.5	1	767	97.2	102.2
3_1_10	0.58	1	1292	27.1	26.2
3_1_10	0.58	1	1382	58.5	63.5
3_1_10	0.58	1	249	61.0	60.4
3_1_10	0.58	1	4043	93.8	93.8
3_1_10	0.58	1	4167	72.7	68.6
3_1_10	0.58	1	4193	63.8	60.7
3_1_10	0.58	1	4293	46.7	38.0
3_1_10	0.58	1	6245	79.3	75.9
3_1_10	0.58	1	6417	73.0	72.5
3_1_10	0.58	1	666	83.0	85.4
3_1_10	0.58	1	759	130.1	164.5
3_1_10	0.58	1	767	105.6	136.1
3_1_10	0.67	1	1292	29.4	32.2
3_1_10	0.67	1	1382	65.3	62.2
3_1_10	0.67	1	249	68.7	69.2
3_1_10	0.67	1	4043	108.7	106.3
3_1_10	0.67	1	4167	82.3	73.6
3_1_10	0.67	1	4193	70.2	78.4
3_1_10	0.67	1	4293	50.1	41.1
3_1_10	0.67	1	6245	86.0	77.5
3_1_10	0.67	1	6417	79.2	73.1
3_1_10	0.67	1	666	91.6	80.0
3_1_10	0.67	1	759	122.7	112.4
3_1_10	0.67	1	767	102.1	111.4
3_1_10	0.75	0	1292	82.1	105.0
3_1_10	0.75	0	1382	27.6	0
3_1_10	0.75	0	249	355.6	486.3
3_1_10	0.75	0	4043	615.4	816.5
3_1_10	0.75	0	4167	179.9	236.3
3_1_10	0.75	0	4193	1265.5	1751.6
3_1_10	0.75	0	4293	134.1	173.1
3_1_10	0.75	0	6245	82.1	95.5
3_1_10	0.75	0	6417	214.5	0
3_1_10	0.75	0	666	128.4	159.7
3_1_10	0.75	1	1292	31.8	34.7
3_1_10	0.75	1	1382	72.4	63.9
3_1_10	0.75	1	249	77.5	72.4
3_1_10	0.75	1	4043	123.4	113.3
3_1_10	0.75	1	4167	92.3	75.1
3_1_10	0.75	1	4193	74.5	84.8
3_1_10	0.75	1	4293	54.9	42.4
3_1_10	0.75	1	6245	98.1	82.2
3_1_10	0.75	1	6417	90.2	79.7
3_1_10	0.75	1	666	104.1	96.2
3_1_10	0.75	1	759	132.1	141.5
3_1_10	0.75	1	767	114.7	152.6
3_1_10	0.83	0	1292	121.6	0
3_1_10	0.83	0	1382	885.9	0
3_1_10	0.83	0	249	671.8	0
3_1_10	0.83	0	4043	605.5	0
3_1_10	0.83	0	4167	701.4	0
3_1_10	0.83	0	4193	339.9	0
3_1_10	0.83	0	4293	134.7	0
3_1_10	0.83	0	6245	762.5	0
3_1_10	0.83	0	6417	250.7	0
3_1_10	0.83	0	666	377.5	0
3_1_10	0.83	1	1292	36.6	41.2
3_1_10	0.83	1	1382	85.5	106.2
3_1_10	0.83	1	249	90.5	92.8
3_1_10	0.83	1	4043	140.2	129.5
3_1_10	0.83	1	4167	103.6	81.4
3_1_10	0.83	1	4193	83.2	88.0
3_1_10	0.83	1	4293	61.4	50.4
3_1_10	0.83	1	6245	113.5	115.0
3_1_10	0.83	1	6417	98.3	75.8
3_1_10	0.83	1	666	117.3	103.6
3_1_10	0.83	1	759	145.2	137.3
3_1_10	0.83	1	767	129.8	145.0
3_1_10	0.92	1	1292	41.8	52.7
3_1_10	0.92	1	1382	89.1	69.7
3_1_10	0.92	1	249	99.6	91.7
3_1_10	0.92	1	4043	163.7	209.6
3_1_10	0.92	1	4167	115.5	90.0
3_1_10	0.92	1	4193	90.2	102.0
3_1_10	0.92	1	4293	65.5	55.1
3_1_10	0.92	1	6245	113.8	97.2
3_1_10	0.92	1	6417	107.3	91.1
3_1_10	0.92	1	666	120.1	98.7
3_1_10	0.92	1	759	166.8	179.9
3_1_10	0.92	1	767	148.2	202.5
3_1_10	1.0	1	1292	51.1	68.9
3_1_10	1.0	1	1382	105.9	82.5
3_1_10	1.0	1	249	116.5	142.3
3_1_10	1.0	1	4043	201.9	278.9
3_1_10	1.0	1	4167	137.0	113.6
3_1_10	1.0	1	4193	110.3	177.0
3_1_10	1.0	1	4293	70.5	55.8
3_1_10	1.0	1	6245	141.8	133.4
3_1_10	1.0	1	6417	124.2	93.2
3_1_10	1.0	1	666	150.0	117.2
3_1_10	1.0	1	759	179.6	142.4
3_1_10	1.0	1	767	172.3	185.9
3_3_6	0.08	0	1292	17.7	17.2
3_3_6	0.08	0	1382	35.4	37.1
3_3_6	0.08	0	249	24.2	31.4
3_3_6	0.08	0	4043	35.1	51.3
3_3_6	0.08	0	4167	37.4	38.3
3_3_6	0.08	0	4193	41.5	38.6
3_3_6	0.08	0	4293	34.5	26.7
3_3_6	0.08	0	6245	38.5	49.3
3_3_6	0.08	0	6417	39.2	45.6
3_3_6	0.08	0	666	33.3	41.3
3_3_6	0.08	0	759	86.6	87.2
3_3_6	0.08	0	767	74.2	74.7
3_3_6	0.08	1	1292	35.4	21.4
3_3_6	0.08	1	1382	72.0	51.8
3_3_6	0.08	1	249	31.6	27.8
3_3_6	0.08	1	4043	78.7	78.8
3_3_6	0.08	1	4167	77.6	65.0
3_3_6	0.08	1	4193	73.2	43.0
3_3_6	0.08	1	4293	66.5	41.7
3_3_6	0.08	1	6245	44.1	51.1
3_3_6	0.08	1	6417	51.5	55.8
3_3_6	0.08	1	666	42.7	49.1
3_3_6	0.08	1	759	130.1	95.6
3_3_6	0.08	1	767	113.9	81.0
3_3_6	0.17	0	1292	19.2	18.2
3_3_6	0.17	0	1382	35.4	38.1
3_3_6	0.17	0	249	35.6	39.8
3_3_6	0.17	0	4043	58.9	72.0
3_3_6	0.17	0	4167	46.0	45.2
3_3_6	0.17	0	4193	44.6	44.0
3_3_6	0.17	0	4293	37.4	29.2
3_3_6	0.17	0	6245	44.3	56.3
3_3_6	0.17	0	6417	49.9	48.4
3_3_6	0.17	0	666	45.3	49.1
3_3_6	0.17	0	759	111.8	102.2
3_3_6	0.17	0	767	101.2	112.8
3_3_6	0.17	1	1292	19.8	19.0
3_3_6	0.17	1	1382	40.9	42.3
3_3_6	0.17	1	249	31.3	35.9
3_3_6	0.17	1	4043	59.1	70.4
3_3_6	0.17	1	4167	41.0	44.1
3_3_6	0.17	1	4193	47.5	43.3
3_3_6	0.17	1	4293	37.9	30.5
3_3_6	0.17	1	6245	44.0	55.3
3_3_6	0.17	1	6417	45.6	50.0
3_3_6	0.17	1	666	41.4	49.0
3_3_6	0.17	1	759	111.3	93.1
3_3_6	0.17	1	767	97.3	81.4
3_3_6	0.25	0	1292	17.1	15.5
3_3_6	0.25	0	1382	57.9	88.4
3_3_6	0.25	0	249	43.1	45.7
3_3_6	0.25	0	4043	45.5	47.4
3_3_6	0.25	0	4167	47.0	44.7
3_3_6	0.25	0	4193	69.1	86.2
3_3_6	0.25	0	4293	52.5	41.2
3_3_6	0.25	0	6245	36.6	38.7
3_3_6	0.25	0	6417	52.5	57.5
3_3_6	0.25	0	666	56.7	55.0
3_3_6	0.25	0	759	57.5	112.2
3_3_6	0.25	0	767	66.4	102.7
3_3_6	0.25	1	1292	21.1	20.8
3_3_6	0.25	1	1382	42.7	45.4
3_3_6	0.25	1	249	38.4	42.2
3_3_6	0.25	1	4043	68.4	79.3
3_3_6	0.25	1	4167	45.0	46.8
3_3_6	0.25	1	4193	50.4	45.1
3_3_6	0.25	1	4293	39.6	32.3
3_3_6	0.25	1	6245	49.6	57.2
3_3_6	0.25	1	6417	50.3	55.1
3_3_6	0.25	1	666	49.2	55.9
3_3_6	0.25	1	759	106.2	96.8
3_3_6	0.25	1	767	91.0	82.9
3_3_6	0.33	0	1292	17.0	13.9
3_3_6	0.33	0	1382	42.7	27.7
3_3_6	0.33	0	249	54.9	47.3
3_3_6	0.33	0	4043	77.2	41.7
3_3_6	0.33	0	4167	57.1	47.7
3_3_6	0.33	0	4193	51.9	49.1
3_3_6	0.33	0	4293	43.2	28.0
3_3_6	0.33	0	6245	36.0	43.8
3_3_6	0.33	0	6417	62.4	48.1
3_3_6	0.33	0	666	51.3	48.6
3_3_6	0.33	0	759	16.6	14.5
3_3_6	0.33	1	1292	22.3	21.8
3_3_6	0.33	1	1382	46.7	49.8
3_3_6	0.33	1	249	45.0	48.7
3_3_6	0.33	1	4043	70.0	79.4
3_3_6	0.33	1	4167	49.9	50.8
3_3_6	0.33	1	4193	54.2	51.8
3_3_6	0.33	1	4293	42.3	33.7
3_3_6	0.33	1	6245	57.1	61.5
3_3_6	0.33	1	6417	54.0	55.3
3_3_6	0.33	1	666	56.9	58.6
3_3_6	0.33	1	759	113.6	113.0
3_3_6	0.33	1	767	91.3	98.6
3_3_6	0.42	0	1292	24.4	14.0
3_3_6	0.42	0	1382	122.5	3.2
3_3_6	0.42	0	249	85.7	70.4
3_3_6	0.42	0	4043	55.0	64.2
3_3_6	0.42	0	4167	69.4	82.0
3_3_6	0.42	0	4193	39.8	19.2
3_3_6	0.42	0	4293	58.4	37.2
3_3_6	0.42	0	6245	75.9	51.3
3_3_6	0.42	0	6417	67.2	59.4
3_3_6	0.42	0	666	61.0	57.7
3_3_6	0.42	1	1292	23.2	22.0
3_3_6	0.42	1	1382	47.2	49.0
3_3_6	0.42	1	249	48.8	50.7
3_3_6	0.42	1	4043	81.0	84.3
3_3_6	0.42	1	4167	55.8	53.9
3_3_6	0.42	1	4193	56.4	50.4
3_3_6	0.42	1	4293	45.6	36.5
3_3_6	0.42	1	6245	63.3	65.4
3_3_6	0.42	1	6417	58.1	58.8
3_3_6	0.42	1	666	62.7	61.3
3_3_6	0.42	1	759	103.3	104.9
3_3_6	0.42	1	767	86.3	85.4
3_3_6	0.5	0	1382	296.9	0
3_3_6	0.5	0	249	71.7	86.2
3_3_6	0.5	0	4043	34.0	0
3_3_6	0.5	0	4167	70.8	65.8
3_3_6	0.5	0	4193	34.4	41.6
3_3_6	0.5	0	4293	51.1	39.9
3_3_6	0.5	0	6245	113.2	123.1
3_3_6	0.5	0	6417	46.5	49.1
3_3_6	0.5	0	666	45.5	41.0
3_3_6	0.5	1	1292	24.2	22.3
3_3_6	0.5	1	1382	51.3	54.6
3_3_6	0.5	1	249	53.2	53.2
3_3_6	0.5	1	4043	85.8	87.1
3_3_6	0.5	1	4167	64.7	67.2
3_3_6	0.5	1	4193	57.8	50.4
3_3_6	0.5	1	4293	48.1	38.0
3_3_6	0.5	1	6245	71.7	67.9
3_3_6	0.5	1	6417	62.7	60.6
3_3_6	0.5	1	666	72.3	68.1
3_3_6	0.5	1	759	114.0	123.8
3_3_6	0.5	1	767	94.8	99.5
3_3_6	0.58	0	1292	237.0	0
3_3_6	0.58	0	249	40.2	0
3_3_6	0.58	0	4043	194.3	0
3_3_6	0.58	0	4193	70.0	0
3_3_6	0.58	0	4293	74.1	0
3_3_6	0.58	0	6245	70.7	0
3_3_6	0.58	0	6417	108.7	0
3_3_6	0.58	1	1292	27.1	26.9
3_3_6	0.58	1	1382	54.4	55.5
3_3_6	0.58	1	249	60.3	58.4
3_3_6	0.58	1	4043	95.2	93.1
3_3_6	0.58	1	4167	70.9	61.2
3_3_6	0.58	1	4193	60.2	55.2
3_3_6	0.58	1	4293	51.2	41.5
3_3_6	0.58	1	6245	80.1	74.5
3_3_6	0.58	1	6417	72.4	67.6
3_3_6	0.58	1	666	82.9	77.1
3_3_6	0.58	1	759	112.0	109.9
3_3_6	0.58	1	767	97.8	134.8
3_3_6	0.67	0	1292	245.5	342.9
3_3_6	0.67	0	249	66.8	0
3_3_6	0.67	0	4043	296.3	350.9
3_3_6	0.67	0	4167	124.4	132.2
3_3_6	0.67	0	4193	381.3	0
3_3_6	0.67	0	4293	78.2	72.5
3_3_6	0.67	0	6245	126.8	35.6
3_3_6	0.67	0	6417	140.2	145.3
3_3_6	0.67	0	666	108.7	115.1
3_3_6	0.67	1	1292	29.0	29.0
3_3_6	0.67	1	1382	64.1	59.4
3_3_6	0.67	1	249	66.2	60.8
3_3_6	0.67	1	4043	107.7	102.6
3_3_6	0.67	1	4167	83.7	72.2
3_3_6	0.67	1	4193	67.9	64.0
3_3_6	0.67	1	4293	54.9	42.3
3_3_6	0.67	1	6245	87.4	75.6
3_3_6	0.67	1	6417	78.0	64.7
3_3_6	0.67	1	666	91.0	80.5
3_3_6	0.67	1	759	122.1	131.7
3_3_6	0.67	1	767	103.6	105.2
3_3_6	0.75	1	1292	31.2	33.8
3_3_6	0.75	1	1382	76.1	73.5
3_3_6	0.75	1	249	75.0	65.5
3_3_6	0.75	1	4043	121.4	100.9
3_3_6	0.75	1	4167	94.8	71.0
3_3_6	0.75	1	4193	74.0	80.1
3_3_6	0.75	1	4293	62.5	45.5
3_3_6	0.75	1	6245	99.9	83.3
3_3_6	0.75	1	6417	89.9	72.4
3_3_6	0.75	1	666	103.6	88.1
3_3_6	0.75	1	759	120.7	113.9
3_3_6	0.75	1	767	109.4	114.6
3_3_6	0.83	0	1292	869.3	0
3_3_6	0.83	0	1382	1025.1	0
3_3_6	0.83	0	249	183.0	0
3_3_6	0.83	0	4043	337.4	0
3_3_6	0.83	0	4167	48.2	0
3_3_6	0.83	0	4193	281.4	0
3_3_6	0.83	0	4293	820.6	0
3_3_6	0.83	0	6245	412.1	0
3_3_6	0.83	0	6417	84.8	0
3_3_6	0.83	0	666	84.8	0
3_3_6	0.83	1	1292	35.0	31.4
3_3_6	0.83	1	1382	85.0	69.2
3_3_6	0.83	1	249	85.8	72.3
3_3_6	0.83	1	4043	133.9	109.6
3_3_6	0.83	1	4167	105.0	74.9
3_3_6	0.83	1	4193	76.2	61.4
3_3_6	0.83	1	4293	68.0	48.2
3_3_6	0.83	1	6245	107.9	87.5
3_3_6	0.83	1	6417	104.1	78.6
3_3_6	0.83	1	666	114.7	86.3
3_3_6	0.83	1	759	139.8	148.1
3_3_6	0.83	1	767	116.5	123.3
3_3_6	0.92	1	1292	36.3	37.2
3_3_6	0.92	1	1382	87.8	61.4
3_3_6	0.92	1	249	86.2	72.5
3_3_6	0.92	1	4043	139.7	107.1
3_3_6	0.92	1	4167	111.6	73.2
3_3_6	0.92	1	4193	84.0	81.1
3_3_6	0.92	1	4293	69.7	47.4
3_3_6	0.92	1	6245	112.7	91.5
3_3_6	0.92	1	6417	106.1	78.2
3_3_6	0.92	1	666	114.7	93.8
3_3_6	0.92	1	759	147.4	113.9
3_3_6	0.92	1	767	130.2	108.7
3_3_6	1.0	1	1292	39.0	33.0
3_3_6	1.0	1	1382	107.3	75.6
3_3_6	1.0	1	249	99.8	103.5
3_3_6	1.0	1	4043	153.8	122.9
3_3_6	1.0	1	4167	126.4	86.7
3_3_6	1.0	1	4193	88.4	75.4
3_3_6	1.0	1	4293	79.6	58.2
3_3_6	1.0	1	6245	123.5	116.0
3_3_6	1.0	1	6417	125.0	113.5
3_3_6	1.0	1	666	140.6	143.5
3_3_6	1.0	1	759	175.7	117.9
3_3_6	1.0	1	767	151.5	107.3
3_1_6	0.08	0	1292	17.4	16.9
3_1_6	0.08	0	1382	35.1	37.3
3_1_6	0.08	0	249	23.5	30.5
3_1_6	0.08	0	4043	34.4	49.7
3_1_6	0.08	0	4167	37.3	38.2
3_1_6	0.08	0	4193	40.8	37.7
3_1_6	0.08	0	4293	34.9	26.8
3_1_6	0.08	0	6245	37.3	47.6
3_1_6	0.08	0	6417	39.0	45.1
3_1_6	0.08	0	666	32.9	40.9
3_1_6	0.08	0	759	87.4	87.3
3_1_6	0.08	0	767	74.1	75.3
3_1_6	0.08	1	1292	35.2	21.6
3_1_6	0.08	1	1382	72.5	52.7
3_1_6	0.08	1	249	29.8	25.5
3_1_6	0.08	1	4043	76.5	80.1
3_1_6	0.08	1	4167	80.2	68.0
3_1_6	0.08	1	4193	72.7	43.8
3_1_6	0.08	1	4293	71.2	45.5
3_1_6	0.08	1	6245	40.6	46.3
3_1_6	0.08	1	6417	50.0	55.1
3_1_6	0.08	1	666	43.2	53.2
3_1_6	0.08	1	759	132.2	96.3
3_1_6	0.08	1	767	111.4	77.3
3_1_6	0.17	0	1292	19.1	18.6
3_1_6	0.17	0	1382	36.2	39.7
3_1_6	0.17	0	249	34.3	37.7
3_1_6	0.17	0	4043	57.0	70.5
3_1_6	0.17	0	4167	46.2	44.7
3_1_6	0.17	0	4193	43.6	44.6
3_1_6	0.17	0	4293	37.8	29.6
3_1_6	0.17	0	6245	44.4	56.7
3_1_6	0.17	0	6417	52.0	51.8
3_1_6	0.17	0	666	44.4	47.7
3_1_6	0.17	0	759	109.6	99.7
3_1_6	0.17	0	767	96.6	83.0
3_1_6	0.17	1	1292	19.5	18.5
3_1_6	0.17	1	1382	39.7	41.8
3_1_6	0.17	1	249	31.8	37.2
3_1_6	0.17	1	4043	57.1	67.6
3_1_6	0.17	1	4167	40.5	42.8
3_1_6	0.17	1	4193	47.3	44.9
3_1_6	0.17	1	4293	37.4	29.4
3_1_6	0.17	1	6245	43.5	54.2
3_1_6	0.17	1	6417	45.2	49.8
3_1_6	0.17	1	666	41.0	48.8
3_1_6	0.17	1	759	110.6	91.9
3_1_6	0.17	1	767	98.4	83.9
3_1_6	0.25	0	1292	19.0	17.8
3_1_6	0.25	0	1382	36.1	38.2
3_1_6	0.25	0	249	41.1	44.9
3_1_6	0.25	0	4043	49.3	57.3
3_1_6	0.25	0	4167	50.5	55.1
3_1_6	0.25	0	4193	63.1	57.0
3_1_6	0.25	0	4293	48.2	44.3
3_1_6	0.25	0	6245	35.1	40.9
3_1_6	0.25	0	6417	55.7	71.4
3_1_6	0.25	0	666	59.5	63.7
3_1_6	0.25	0	759	74.1	116.8
3_1_6	0.25	0	767	78.7	103.5
3_1_6	0.25	1	1292	21.2	20.8
3_1_6	0.25	1	1382	42.6	45.1
3_1_6	0.25	1	249	38.9	43.3
