Name	PropCovLoci	NoLoci	Polymorphic	PropPolymorphic	AvSNPCount	SDSNPCount	AvSNPdensity	SDSNPdensity	AvHet	SDHet	CummNoLoci	CummPolymorphic	CummPropPolymorphic	CummAvSNPCount	CummSDSNPCount	CummAvSNPdensity	CummSDSNPdensity	CummAvHet	CummSDHet
7_10_6	0.25	9230	8972	0.97	7.6	4.4	0.03315	0.01907	0.08765	0.12025	22543	22203	0.98	9.5	4.7	0.04116	0.02056	0.08579	0.09896
7_10_6	0.17	25249	22016	0.87	4.8	3.5	0.02145	0.01561	0.0904	0.16744	47792	44219	0.93	7.2	4.8	0.03135	0.02075	0.08808	0.13741
7_10_6	0.08	105041	8041	0.08	2.4	2.5	0.01082	0.01147	1.0	0.0	152833	52260	0.34	6.4	4.8	0.02819	0.02097	0.2284	0.35248
7_3_10	1.0	93	93	1.0	16.1	4.0	0.06919	0.01767	0.05779	0.03422	93	93	1.0	16.1	4.0	0.06919	0.01767	0.05779	0.03422
7_3_10	0.92	142	142	1.0	16.0	4.0	0.06913	0.01996	0.05984	0.04023	235	235	1.0	16.0	4.0	0.06915	0.01905	0.05903	0.03791
7_3_10	0.83	397	396	1.0	15.5	4.2	0.06598	0.01826	0.07455	0.05413	632	631	1.0	15.7	4.1	0.06716	0.01861	0.06877	0.04926
7_3_10	0.75	648	646	1.0	15.0	4.6	0.06412	0.01971	0.07673	0.04683	1280	1277	1.0	15.3	4.4	0.06562	0.01922	0.0728	0.04819
7_3_10	0.67	1035	1033	1.0	14.6	4.7	0.06253	0.02044	0.07602	0.05715	2315	2310	1.0	15.0	4.5	0.06424	0.01983	0.07424	0.0524
7_3_10	0.58	1586	1585	1.0	14.0	4.8	0.06045	0.02084	0.07452	0.05998	3901	3895	1.0	14.6	4.7	0.0627	0.02033	0.07435	0.0556
7_3_10	0.5	2589	2581	1.0	13.6	4.9	0.05855	0.02117	0.07612	0.06705	6490	6476	1.0	14.2	4.8	0.06104	0.02077	0.07506	0.06043
7_3_10	0.42	3857	3844	1.0	12.2	5.1	0.0527	0.02227	0.07043	0.07146	10347	10320	1.0	13.4	5.0	0.05793	0.02172	0.07333	0.06479
7_3_10	0.33	6066	6019	0.99	10.5	5.2	0.04574	0.02283	0.07176	0.08732	16413	16339	1.0	12.4	5.3	0.05344	0.0229	0.07275	0.0739
7_3_10	0.25	10130	9893	0.98	8.5	5.0	0.03707	0.02186	0.07042	0.10826	26543	26232	0.99	10.9	5.5	0.04727	0.02387	0.07187	0.08845
7_3_10	0.17	24638	21725	0.88	5.3	4.0	0.02379	0.01768	0.07467	0.15355	51181	47957	0.94	8.4	5.6	0.03663	0.02429	0.07314	0.12231
7_3_10	0.08	93127	6190	0.07	1.8	1.6	0.00832	0.00732	1.0	0.0	144308	54147	0.38	7.6	5.7	0.0334	0.02469	0.1791	0.31659
5_12_12	1.0	94	94	1.0	15.2	4.5	0.06563	0.01971	0.06348	0.05116	94	94	1.0	15.2	4.5	0.06563	0.01971	0.06348	0.05116
5_12_12	0.92	165	165	1.0	15.6	4.5	0.06699	0.02008	0.062	0.05473	259	259	1.0	15.4	4.5	0.0665	0.01992	0.06254	0.05337
5_12_12	0.83	422	421	1.0	15.2	4.5	0.06523	0.01977	0.07641	0.05317	681	680	1.0	15.3	4.5	0.06571	0.01982	0.07112	0.05363
