Name	PropCovLoci	NoLoci	Polymorphic	PropPolymorphic	AvSNPCount	SDSNPCount	AvSNPdensity	SDSNPdenisty	CummNoLoci	CummPolymorphic	CummPropPolymorphic	CummAvSNPCount	CummSDSNPCount	CummAvSNPdensity	CummSDSNPdenisty
7_8_4	1.0	621	621	1.0	20.4	8.4	0.08652	0.03495	621	621	1.0	20.4	8.4	0.08652	0.03495
7_8_4	0.92	1011	1010	1.0	20.7	8.2	0.08776	0.03484	1632	1631	1.0	20.6	8.3	0.08729	0.03487
7_8_4	0.83	1341	1341	1.0	19.9	8.0	0.08411	0.03365	2973	2972	1.0	20.2	8.2	0.08585	0.03436
7_8_4	0.75	1599	1599	1.0	18.6	7.8	0.07892	0.03326	4572	4571	1.0	19.7	8.1	0.08343	0.03414
7_8_4	0.67	2053	2052	1.0	17.0	7.3	0.07236	0.03121	6625	6623	1.0	18.8	7.9	0.08	0.03364
7_8_4	0.58	2532	2529	1.0	15.1	7.1	0.0643	0.03012	9157	9152	1.0	17.8	7.9	0.07566	0.03345
7_8_4	0.5	3366	3358	1.0	12.9	6.4	0.05529	0.02734	12523	12510	1.0	16.5	7.8	0.07019	0.03318
7_8_4	0.42	4453	4424	0.99	11.1	6.1	0.04771	0.02632	16976	16934	1.0	15.1	7.8	0.06432	0.03304
7_8_4	0.33	6714	6586	0.98	8.9	5.4	0.03856	0.02334	23690	23520	0.99	13.4	7.7	0.05711	0.03275
7_8_4	0.25	11178	10647	0.95	6.7	4.5	0.02915	0.01948	34868	34167	0.98	11.3	7.5	0.0484	0.032
7_8_4	0.17	23621	19716	0.83	4.3	3.3	0.01923	0.01443	58489	53883	0.92	8.7	7.2	0.03772	0.03038
7_8_4	0.08	116828	8963	0.08	2.4	2.5	0.01112	0.01184	175317	62846	0.36	7.8	7.0	0.03393	0.02996
3_4_15	1.0	865	864	1.0	24.2	9.6	0.10282	0.0405	865	864	1.0	24.2	9.6	0.10282	0.0405
3_4_15	0.92	1521	1521	1.0	24.4	10.0	0.1036	0.04262	2386	2385	1.0	24.4	9.9	0.10332	0.04186
3_4_15	0.83	2105	2104	1.0	22.8	9.6	0.09699	0.04076	4491	4489	1.0	23.6	9.8	0.10035	0.04146
3_4_15	0.75	2579	2578	1.0	22.2	9.6	0.09442	0.04079	7070	7067	1.0	23.1	9.7	0.09819	0.04131
3_4_15	0.67	3110	3109	1.0	19.7	8.9	0.08412	0.03819	10180	10176	1.0	22.1	9.6	0.09389	0.0409
3_4_15	0.58	3643	3642	1.0	18.1	8.7	0.07746	0.03754	13823	13818	1.0	21.0	9.5	0.08956	0.04069
3_4_15	0.5	4468	4459	1.0	15.7	8.0	0.06737	0.03463	18291	18277	1.0	19.7	9.5	0.08415	0.04043
3_4_15	0.42	5695	5658	0.99	13.5	7.8	0.05853	0.0342	23986	23935	1.0	18.2	9.5	0.07809	0.04054
3_4_15	0.33	7895	7791	0.99	10.7	6.7	0.04696	0.02953	31881	31726	1.0	16.4	9.5	0.07045	0.04042
3_4_15	0.25	12240	11776	0.96	8.2	5.7	0.03695	0.02603	44121	43502	0.99	14.2	9.3	0.06138	0.03995
3_4_15	0.17	23651	20080	0.85	5.4	4.2	0.02502	0.02017	67772	63582	0.94	11.4	9.1	0.0499	0.03881
3_4_15	0.08	103587	5141	0.05	1.9	1.7	0.00857	0.00793	171359	68723	0.4	10.7	9.1	0.04681	0.03894
7_8_2	1.0	378	378	1.0	17.9	7.7	0.07585	0.03274	378	378	1.0	17.9	7.7	0.07585	0.03274
7_8_2	0.92	664	663	1.0	18.0	7.5	0.07599	0.03126	1042	1041	1.0	17.9	7.6	0.07594	0.03179
7_8_2	0.83	909	909	1.0	17.5	7.6	0.0739	0.03174	1951	1950	1.0	17.7	7.6	0.07499	0.03178
7_8_2	0.75	1264	1264	1.0	16.8	7.2	0.07137	0.03068	3215	3214	1.0	17.4	7.5	0.07357	0.03139
7_8_2	0.67	1615	1614	1.0	14.7	6.6	0.06239	0.028	4830	4828	1.0	16.5	7.3	0.06983	0.03075
7_8_2	0.58	2135	2133	1.0	13.4	6.5	0.05733	0.02767	6965	6961	1.0	15.5	7.2	0.066	0.03039
7_8_2	0.5	2852	2838	1.0	11.5	6.1	0.04925	0.02613	9817	9799	1.0	14.4	7.1	0.06115	0.03019
7_8_2	0.42	3945	3908	0.99	9.7	5.6	0.0414	0.02395	13762	13707	1.0	13.0	7.1	0.05552	0.02991
7_8_2	0.33	6264	6108	0.98	7.8	5.1	0.03368	0.02176	20026	19815	0.99	11.4	6.9	0.04879	0.02944
7_8_2	0.25	10984	10305	0.94	5.8	4.3	0.02539	0.01849	31010	30120	0.97	9.5	6.7	0.04078	0.02846
7_8_2	0.17	25430	20504	0.81	3.8	3.2	0.01686	0.0138	56440	50624	0.9	7.2	6.2	0.0311	0.0264
7_8_2	0.08	148917	13117	0.09	2.8	2.9	0.01289	0.01336	205357	63741	0.31	6.3	6.0	0.02735	0.02539
3_2_15	1.0	885	884	1.0	24.0	10.0	0.10156	0.04187	885	884	1.0	24.0	10.0	0.10156	0.04187
3_2_15	0.92	1589	1589	1.0	24.1	10.1	0.10242	0.04268	2474	2473	1.0	24.1	10.0	0.10211	0.04238
3_2_15	0.83	2102	2102	1.0	22.7	9.7	0.09668	0.04175	4576	4575	1.0	23.5	9.9	0.09962	0.04218
3_2_15	0.75	2683	2683	1.0	21.9	9.4	0.09319	0.04017	7259	7258	1.0	22.9	9.8	0.09724	0.04156
3_2_15	0.67	3300	3298	1.0	19.7	9.1	0.08384	0.03854	10559	10556	1.0	21.9	9.7	0.09305	0.04111
3_2_15	0.58	3803	3800	1.0	17.7	8.6	0.07588	0.03679	14362	14356	1.0	20.8	9.6	0.08851	0.04072
3_2_15	0.5	4792	4782	1.0	15.6	8.0	0.06681	0.03447	19154	19138	1.0	19.5	9.5	0.08309	0.04036
3_2_15	0.42	6055	6018	0.99	13.4	7.6	0.05806	0.03335	25209	25156	1.0	18.0	9.4	0.0771	0.04024
3_2_15	0.33	8253	8139	0.99	10.8	6.8	0.04703	0.02995	33462	33295	1.0	16.2	9.4	0.06975	0.04012
3_2_15	0.25	12717	12234	0.96	8.2	5.7	0.03684	0.02601	46179	45529	0.99	14.1	9.3	0.06091	0.03965
3_2_15	0.17	24163	20566	0.85	5.4	4.2	0.02481	0.02005	70342	66095	0.94	11.4	9.0	0.04968	0.03856
3_2_15	0.08	104795	4618	0.04	1.6	1.3	0.00737	0.00609	175137	70713	0.4	10.7	9.0	0.04691	0.03875
3_10_4	1.0	627	627	1.0	21.2	8.4	0.09016	0.03504	627	627	1.0	21.2	8.4	0.09016	0.03504
3_10_4	0.92	1146	1145	1.0	20.9	8.4	0.08867	0.03543	1773	1772	1.0	21.0	8.4	0.0892	0.03529
3_10_4	0.83	1617	1617	1.0	19.9	8.0	0.08434	0.03425	3390	3389	1.0	20.5	8.3	0.08688	0.03488
3_10_4	0.75	2063	2063	1.0	18.9	7.9	0.08024	0.03378	5453	5452	1.0	19.9	8.2	0.08437	0.03461
3_10_4	0.67	2481	2480	1.0	17.0	7.5	0.07255	0.03221	7934	7932	1.0	19.0	8.1	0.08067	0.03432
3_10_4	0.58	3046	3042	1.0	15.1	7.0	0.06456	0.0302	10980	10974	1.0	17.9	8.0	0.07621	0.034
3_10_4	0.5	3929	3917	1.0	13.0	6.7	0.05585	0.02853	14909	14891	1.0	16.6	8.0	0.07085	0.03386
3_10_4	0.42	5169	5127	0.99	10.8	6.1	0.0466	0.02627	20078	20018	1.0	15.1	8.0	0.06464	0.03378
3_10_4	0.33	7794	7654	0.98	8.7	5.3	0.03766	0.02305	27872	27672	0.99	13.3	7.9	0.05718	0.03344
3_10_4	0.25	12586	11962	0.95	6.5	4.5	0.02891	0.01969	40458	39634	0.98	11.3	7.7	0.04864	0.03265
3_10_4	0.17	27093	22370	0.83	4.2	3.2	0.01888	0.01433	67551	62004	0.92	8.7	7.3	0.03791	0.03098
3_10_4	0.08	141091	8520	0.06	2.4	2.7	0.01127	0.01284	208642	70524	0.34	8.0	7.2	0.03469	0.03065
3_1_20	1.0	958	958	1.0	24.1	10.5	0.10154	0.0441	958	958	1.0	24.1	10.5	0.10154	0.0441
3_1_20	0.92	1635	1635	1.0	24.0	10.2	0.10155	0.04343	2593	2593	1.0	24.0	10.3	0.10155	0.04367
3_1_20	0.83	2248	2248	1.0	23.2	10.3	0.09886	0.04446	4841	4841	1.0	23.6	10.3	0.1003	0.04406
3_1_20	0.75	2758	2758	1.0	21.6	9.6	0.09198	0.041	7599	7599	1.0	22.9	10.1	0.09728	0.04316
3_1_20	0.67	3378	3377	1.0	19.8	9.3	0.08457	0.03993	10977	10976	1.0	22.0	10.0	0.09337	0.0426
3_1_20	0.58	3965	3964	1.0	17.7	8.8	0.07585	0.03789	14942	14940	1.0	20.8	9.9	0.08872	0.04211
3_1_20	0.5	5061	5052	1.0	15.7	8.3	0.0675	0.03597	20003	19992	1.0	19.5	9.8	0.08336	0.04168
3_1_20	0.42	6310	6274	0.99	13.4	7.8	0.05806	0.03419	26313	26266	1.0	18.1	9.7	0.07731	0.04145
3_1_20	0.33	8533	8417	0.99	10.8	6.8	0.04712	0.03022	34846	34683	1.0	16.3	9.6	0.06999	0.04111
3_1_20	0.25	12962	12476	0.96	8.3	5.8	0.03712	0.02687	47808	47159	0.99	14.2	9.5	0.06129	0.04055
3_1_20	0.17	24642	20935	0.85	5.4	4.3	0.02496	0.02069	72450	68094	0.94	11.5	9.2	0.05012	0.03939
3_1_20	0.08	105944	4053	0.04	1.5	1.3	0.00663	0.00579	178394	72147	0.4	10.9	9.2	0.04768	0.03958
3_3_20	1.0	907	906	1.0	24.5	9.9	0.10386	0.04209	907	906	1.0	24.5	9.9	0.10386	0.04209
3_3_20	0.92	1600	1600	1.0	24.7	10.4	0.10476	0.04446	2507	2506	1.0	24.6	10.3	0.10444	0.04361
3_3_20	0.83	2187	2187	1.0	23.4	10.0	0.09984	0.043	4694	4693	1.0	24.1	10.2	0.10229	0.04338
3_3_20	0.75	2623	2623	1.0	22.3	9.6	0.09467	0.0409	7317	7316	1.0	23.4	10.0	0.09956	0.04266
3_3_20	0.67	3192	3190	1.0	19.9	9.2	0.0849	0.03945	10509	10506	1.0	22.3	9.9	0.09511	0.04225
3_3_20	0.58	3695	3693	1.0	18.1	8.8	0.07758	0.03768	14204	14199	1.0	21.2	9.8	0.09055	0.04183
3_3_20	0.5	4600	4590	1.0	15.8	8.2	0.06782	0.03537	18804	18789	1.0	19.9	9.7	0.085	0.04151
3_3_20	0.42	5794	5760	0.99	13.5	7.9	0.05855	0.03472	24598	24549	1.0	18.4	9.7	0.07879	0.04156
3_3_20	0.33	7944	7835	0.99	10.8	6.9	0.04739	0.03035	32542	32384	1.0	16.6	9.7	0.0712	0.04139
3_3_20	0.25	12308	11849	0.96	8.3	5.8	0.03738	0.02695	44850	44233	0.99	14.4	9.5	0.06214	0.0409
3_3_20	0.17	23714	20150	0.85	5.4	4.4	0.02525	0.02094	68564	64383	0.94	11.6	9.2	0.05059	0.03974
3_3_20	0.08	103344	4945	0.05	1.7	1.5	0.00799	0.00694	171908	69328	0.4	10.9	9.3	0.04755	0.03988
7_3_3	1.0	452	452	1.0	17.7	7.2	0.0756	0.03087	452	452	1.0	17.7	7.2	0.0756	0.03087
7_3_3	0.92	843	842	1.0	18.0	7.1	0.0763	0.02982	1295	1294	1.0	17.9	7.1	0.07605	0.03018
7_3_3	0.83	1099	1099	1.0	17.0	6.8	0.07235	0.02873	2394	2393	1.0	17.5	7.0	0.07435	0.02957
7_3_3	0.75	1470	1470	1.0	15.9	6.7	0.06762	0.02846	3864	3863	1.0	16.9	6.9	0.07179	0.02934
7_3_3	0.67	2004	2002	1.0	14.5	6.6	0.06157	0.0276	5868	5865	1.0	16.1	6.9	0.0683	0.02916
7_3_3	0.58	2587	2583	1.0	12.8	6.1	0.05469	0.02589	8455	8448	1.0	15.1	6.8	0.06414	0.02889
7_3_3	0.5	3584	3575	1.0	11.2	5.5	0.04781	0.0237	12039	12023	1.0	13.9	6.7	0.05928	0.02844
7_3_3	0.42	5079	5043	0.99	9.5	5.1	0.04065	0.02188	17118	17066	1.0	12.6	6.6	0.05378	0.02799
7_3_3	0.33	7779	7621	0.98	7.8	4.7	0.03362	0.02039	24897	24687	0.99	11.1	6.5	0.04756	0.02751
7_3_3	0.25	13249	12514	0.94	5.8	3.9	0.02528	0.01666	38146	37201	0.98	9.3	6.3	0.04006	0.02658
7_3_3	0.17	28403	23338	0.82	3.8	2.8	0.01691	0.0122	66549	60539	0.91	7.2	5.9	0.03114	0.02487
7_3_3	0.08	142164	9713	0.07	1.9	1.6	0.00862	0.00737	208713	70252	0.34	6.5	5.8	0.02802	0.02451
3_4_20	1.0	895	894	1.0	24.7	10.2	0.10491	0.04282	895	894	1.0	24.7	10.2	0.10491	0.04282
3_4_20	0.92	1551	1551	1.0	24.9	10.5	0.10561	0.04447	2446	2445	1.0	24.8	10.4	0.10535	0.04386
3_4_20	0.83	2169	2169	1.0	23.4	10.0	0.09926	0.04268	4615	4614	1.0	24.1	10.2	0.10249	0.04342
3_4_20	0.75	2556	2555	1.0	22.2	9.6	0.09463	0.04108	7171	7169	1.0	23.5	10.0	0.09969	0.04276
3_4_20	0.67	3125	3124	1.0	20.0	9.2	0.08536	0.0394	10296	10293	1.0	22.4	9.9	0.09534	0.04228
3_4_20	0.58	3646	3645	1.0	18.2	8.8	0.07773	0.03777	13942	13938	1.0	21.3	9.8	0.09074	0.04187
3_4_20	0.5	4445	4434	1.0	15.9	8.4	0.06857	0.03651	18387	18372	1.0	20.0	9.8	0.08539	0.04173
3_4_20	0.42	5630	5593	0.99	13.5	7.8	0.05855	0.03418	24017	23965	1.0	18.5	9.7	0.07912	0.04167
3_4_20	0.33	7796	7691	0.99	10.8	6.8	0.04729	0.03013	31813	31656	1.0	16.6	9.7	0.07139	0.04149
3_4_20	0.25	12165	11708	0.96	8.3	5.8	0.03739	0.02683	43978	43364	0.99	14.4	9.6	0.06221	0.04098
3_4_20	0.17	23560	20019	0.85	5.5	4.4	0.02541	0.02103	67538	63383	0.94	11.6	9.3	0.05059	0.03976
3_4_20	0.08	102861	5108	0.05	1.9	1.7	0.00858	0.00822	170399	68491	0.4	10.8	9.3	0.04745	0.03987
3_8_8	1.0	814	814	1.0	23.0	9.2	0.09744	0.03853	814	814	1.0	23.0	9.2	0.09744	0.03853
3_8_8	0.92	1428	1428	1.0	22.9	9.3	0.09723	0.03927	2242	2242	1.0	23.0	9.3	0.09731	0.039
3_8_8	0.83	1982	1982	1.0	21.9	9.0	0.09298	0.03814	4224	4224	1.0	22.4	9.1	0.09528	0.03865
3_8_8	0.75	2454	2454	1.0	20.7	8.5	0.08803	0.03644	6678	6678	1.0	21.8	8.9	0.09261	0.03801
3_8_8	0.67	2920	2919	1.0	18.5	8.2	0.07908	0.03475	9598	9597	1.0	20.8	8.8	0.0885	0.03757
3_8_8	0.58	3470	3466	1.0	16.7	7.7	0.07124	0.03295	13068	13063	1.0	19.7	8.7	0.08392	0.03719
3_8_8	0.5	4270	4254	1.0	14.6	7.3	0.06254	0.03142	17338	17317	1.0	18.4	8.7	0.07867	0.03702
3_8_8	0.42	5538	5495	0.99	12.3	6.8	0.05303	0.02938	22876	22812	1.0	17.0	8.7	0.07249	0.03699
3_8_8	0.33	7850	7735	0.99	9.9	6.0	0.0431	0.02624	30726	30547	0.99	15.2	8.7	0.06505	0.03687
3_8_8	0.25	12358	11827	0.96	7.5	5.0	0.03332	0.02211	43084	42374	0.98	13.0	8.5	0.05619	0.03632
3_8_8	0.17	24873	20962	0.84	4.9	3.7	0.02221	0.0169	67957	63336	0.93	10.3	8.3	0.04495	0.03511
3_8_8	0.08	115055	6199	0.05	2.1	2.1	0.00987	0.01043	183012	69535	0.38	9.6	8.2	0.04182	0.03511
7_4_3	1.0	487	487	1.0	18.2	7.4	0.07742	0.03167	487	487	1.0	18.2	7.4	0.07742	0.03167
7_4_3	0.92	846	846	1.0	18.4	7.2	0.07804	0.03033	1333	1333	1.0	18.3	7.3	0.07781	0.03081
7_4_3	0.83	1133	1133	1.0	17.6	7.0	0.07468	0.0298	2466	2466	1.0	18.0	7.2	0.07637	0.03039
7_4_3	0.75	1465	1465	1.0	16.3	6.9	0.06934	0.02933	3931	3931	1.0	17.4	7.1	0.07375	0.03019
7_4_3	0.67	1992	1990	1.0	14.9	6.6	0.06321	0.02795	5923	5921	1.0	16.5	7.1	0.07021	0.02987
7_4_3	0.58	2506	2504	1.0	13.1	6.2	0.0558	0.02629	8429	8425	1.0	15.5	7.0	0.06593	0.02959
7_4_3	0.5	3441	3429	1.0	11.5	5.7	0.04913	0.0244	11870	11854	1.0	14.3	6.9	0.06107	0.0292
7_4_3	0.42	4791	4759	0.99	9.7	5.3	0.0417	0.02258	16661	16613	1.0	13.0	6.8	0.05552	0.02883
7_4_3	0.33	7379	7225	0.98	7.9	4.8	0.03414	0.02061	24040	23838	0.99	11.5	6.7	0.04904	0.02836
7_4_3	0.25	12608	11931	0.95	5.9	3.9	0.0258	0.01706	36648	35769	0.98	9.6	6.5	0.04129	0.02745
7_4_3	0.17	27136	22329	0.82	3.9	2.9	0.01716	0.01261	63784	58098	0.91	7.4	6.1	0.03201	0.02574
7_4_3	0.08	138344	10017	0.07	2.1	1.9	0.00942	0.00845	202128	68115	0.34	6.6	6.0	0.02869	0.02529
3_6_6	1.0	727	727	1.0	22.0	8.9	0.09329	0.03724	727	727	1.0	22.0	8.9	0.09329	0.03724
3_6_6	0.92	1341	1341	1.0	21.9	8.7	0.09299	0.0365	2068	2068	1.0	22.0	8.7	0.0931	0.03676
3_6_6	0.83	1885	1885	1.0	20.6	8.3	0.08767	0.03509	3953	3953	1.0	21.3	8.5	0.09051	0.03607
3_6_6	0.75	2352	2352	1.0	19.5	7.9	0.08317	0.03379	6305	6305	1.0	20.7	8.4	0.08777	0.03541
3_6_6	0.67	2907	2905	1.0	17.5	7.7	0.07471	0.03269	9212	9210	1.0	19.7	8.3	0.08365	0.0351
3_6_6	0.58	3493	3491	1.0	16.0	7.3	0.06824	0.03112	12705	12701	1.0	18.7	8.2	0.07942	0.03474
3_6_6	0.5	4404	4388	1.0	13.7	6.8	0.0588	0.02927	17109	17089	1.0	17.4	8.1	0.07412	0.03461
3_6_6	0.42	5788	5742	0.99	11.6	6.3	0.05015	0.02715	22897	22831	1.0	15.9	8.1	0.06809	0.0345
3_6_6	0.33	8190	8066	0.98	9.3	5.6	0.04047	0.02418	31087	30897	0.99	14.2	8.1	0.06088	0.03434
3_6_6	0.25	13110	12517	0.95	7.0	4.6	0.03124	0.02025	44197	43414	0.98	12.1	8.0	0.05233	0.03373
3_6_6	0.17	26687	22389	0.84	4.6	3.4	0.02073	0.01531	70884	65803	0.93	9.6	7.7	0.04158	0.03248
3_6_6	0.08	126057	6774	0.05	2.0	1.9	0.00942	0.00925	196941	72577	0.37	8.9	7.6	0.03858	0.03243
5_1_8	1.0	797	793	0.99	21.7	9.1	0.09178	0.03863	797	793	0.99	21.7	9.1	0.09178	0.03863
5_1_8	0.92	1308	1308	1.0	21.9	9.1	0.09264	0.03805	2105	2101	1.0	21.8	9.1	0.09232	0.03826
5_1_8	0.83	1759	1759	1.0	21.2	8.7	0.08976	0.03673	3864	3860	1.0	21.5	8.9	0.09115	0.03759
5_1_8	0.75	2310	2310	1.0	20.0	8.6	0.08486	0.03636	6174	6170	1.0	21.0	8.8	0.0888	0.03726
5_1_8	0.67	2866	2865	1.0	18.6	8.1	0.0791	0.03449	9040	9035	1.0	20.2	8.7	0.08572	0.03668
5_1_8	0.58	3602	3598	1.0	16.4	7.7	0.07014	0.03276	12642	12633	1.0	19.1	8.6	0.08128	0.03629
5_1_8	0.5	4557	4550	1.0	14.4	7.2	0.06179	0.03109	17199	17183	1.0	17.9	8.5	0.07612	0.03603
5_1_8	0.42	6126	6094	0.99	12.6	6.8	0.05427	0.0295	23325	23277	1.0	16.5	8.4	0.0704	0.03576
5_1_8	0.33	8409	8302	0.99	9.9	6.0	0.04305	0.02571	31734	31579	1.0	14.8	8.4	0.06321	0.03551
5_1_8	0.25	12899	12390	0.96	7.5	4.9	0.03343	0.02158	44633	43969	0.99	12.7	8.2	0.05482	0.03488
5_1_8	0.17	24912	21227	0.85	4.9	3.7	0.02227	0.01673	69545	65196	0.94	10.2	8.0	0.04422	0.03383
5_1_8	0.08	108175	4900	0.05	1.5	1.2	0.00662	0.00544	177720	70096	0.39	9.6	8.0	0.04159	0.03403
3_6_10	1.0	826	826	1.0	23.4	9.6	0.09929	0.04037	826	826	1.0	23.4	9.6	0.09929	0.04037
3_6_10	0.92	1497	1497	1.0	23.7	9.6	0.10059	0.04046	2323	2323	1.0	23.6	9.6	0.10013	0.04042
3_6_10	0.83	2061	2061	1.0	22.4	9.4	0.09535	0.03988	4384	4384	1.0	23.1	9.5	0.09788	0.04024
3_6_10	0.75	2485	2485	1.0	21.3	8.7	0.09056	0.03738	6869	6869	1.0	22.4	9.3	0.09523	0.03938
3_6_10	0.67	3050	3048	1.0	19.0	8.4	0.081	0.03595	9919	9917	1.0	21.4	9.2	0.09086	0.03892
3_6_10	0.58	3582	3579	1.0	17.4	8.0	0.07439	0.03435	13501	13496	1.0	20.3	9.0	0.08649	0.03845
3_6_10	0.5	4377	4366	1.0	15.1	7.6	0.06468	0.03274	17878	17862	1.0	19.0	9.0	0.08116	0.0383
3_6_10	0.42	5644	5604	0.99	12.8	7.1	0.05517	0.03072	23522	23466	1.0	17.5	9.0	0.07495	0.03827
3_6_10	0.33	7848	7732	0.99	10.3	6.3	0.04493	0.02761	31370	31198	0.99	15.7	9.0	0.06751	0.03819
3_6_10	0.25	12368	11868	0.96	7.8	5.2	0.03486	0.0233	43738	43066	0.98	13.5	8.9	0.05851	0.03767
3_6_10	0.17	24332	20594	0.85	5.1	3.9	0.02338	0.01795	68070	63660	0.94	10.8	8.6	0.04715	0.03653
3_6_10	0.08	109713	5715	0.05	2.0	1.9	0.00918	0.00897	177783	69375	0.39	10.1	8.6	0.04402	0.03661
7_6_2	1.0	364	364	1.0	17.8	7.4	0.07578	0.03205	364	364	1.0	17.8	7.4	0.07578	0.03205
7_6_2	0.92	684	684	1.0	17.6	7.3	0.07417	0.03036	1048	1048	1.0	17.6	7.4	0.07473	0.03095
7_6_2	0.83	900	900	1.0	17.0	7.1	0.07181	0.02968	1948	1948	1.0	17.3	7.3	0.07338	0.0304
7_6_2	0.75	1264	1264	1.0	16.2	6.9	0.06872	0.02913	3212	3212	1.0	16.9	7.1	0.07154	0.02999
7_6_2	0.67	1666	1664	1.0	14.5	6.5	0.06145	0.02745	4878	4876	1.0	16.0	7.0	0.0681	0.02953
7_6_2	0.58	2145	2140	1.0	12.9	6.1	0.05497	0.026	7023	7016	1.0	15.1	6.9	0.06409	0.02913
7_6_2	0.5	2979	2964	0.99	11.2	6.0	0.04792	0.02532	10002	9980	1.0	13.9	6.9	0.05929	0.02901
7_6_2	0.42	4053	4014	0.99	9.3	5.2	0.03995	0.02255	14055	13994	1.0	12.6	6.8	0.05374	0.02868
7_6_2	0.33	6475	6310	0.97	7.6	4.8	0.03279	0.02067	20530	20304	0.99	11.1	6.6	0.04723	0.02817
7_6_2	0.25	11483	10765	0.94	5.6	4.0	0.02447	0.01733	32013	31069	0.97	9.2	6.4	0.03935	0.0272
7_6_2	0.17	26432	21253	0.8	3.7	3.0	0.01635	0.01301	58445	52322	0.9	7.0	5.9	0.03001	0.02521
7_6_2	0.08	152645	12862	0.08	2.6	2.5	0.01165	0.01148	211090	65184	0.31	6.1	5.7	0.02638	0.02428
3_10_8	1.0	832	832	1.0	23.2	9.4	0.09844	0.03925	832	832	1.0	23.2	9.4	0.09844	0.03925
3_10_8	0.92	1421	1420	1.0	23.2	9.4	0.09809	0.03971	2253	2252	1.0	23.2	9.4	0.09822	0.03953
3_10_8	0.83	1940	1940	1.0	21.9	8.9	0.09295	0.03791	4193	4192	1.0	22.6	9.2	0.09578	0.03887
3_10_8	0.75	2385	2383	1.0	20.7	8.6	0.08805	0.03684	6578	6575	1.0	21.9	9.0	0.09298	0.03833
3_10_8	0.67	2827	2824	1.0	18.7	8.3	0.07959	0.03511	9405	9399	1.0	20.9	8.9	0.08896	0.03789
3_10_8	0.58	3376	3374	1.0	16.8	7.8	0.07178	0.03325	12781	12773	1.0	19.8	8.8	0.08442	0.03749
3_10_8	0.5	4181	4168	1.0	14.6	7.3	0.06253	0.03137	16962	16941	1.0	18.5	8.8	0.07904	0.03729
3_10_8	0.42	5373	5338	0.99	12.3	6.9	0.05321	0.0295	22335	22279	1.0	17.0	8.8	0.07285	0.03725
3_10_8	0.33	7696	7579	0.98	9.9	6.0	0.043	0.02621	30031	29858	0.99	15.2	8.7	0.06527	0.03713
3_10_8	0.25	12176	11651	0.96	7.5	5.0	0.03344	0.02239	42207	41509	0.98	13.1	8.6	0.05634	0.03656
3_10_8	0.17	24573	20704	0.84	4.9	3.8	0.02231	0.01709	66780	62213	0.93	10.3	8.3	0.04501	0.0353
3_10_8	0.08	114788	6331	0.06	2.2	2.3	0.01041	0.0119	181568	68544	0.38	9.6	8.3	0.04182	0.03528
7_4_4	1.0	596	596	1.0	19.7	8.0	0.0836	0.03382	596	596	1.0	19.7	8.0	0.0836	0.03382
7_4_4	0.92	955	955	1.0	19.4	7.6	0.08258	0.03172	1551	1551	1.0	19.5	7.7	0.08297	0.03254
7_4_4	0.83	1309	1308	1.0	18.6	7.4	0.07915	0.0313	2860	2859	1.0	19.1	7.6	0.08122	0.03203
7_4_4	0.75	1630	1630	1.0	17.3	7.4	0.07356	0.03128	4490	4489	1.0	18.5	7.6	0.07844	0.03197
7_4_4	0.67	2184	2183	1.0	15.9	6.9	0.06768	0.02918	6674	6672	1.0	17.6	7.4	0.07492	0.03149
7_4_4	0.58	2726	2724	1.0	14.2	6.7	0.06034	0.02846	9400	9396	1.0	16.6	7.4	0.07069	0.03135
7_4_4	0.5	3694	3683	1.0	12.4	6.1	0.05299	0.02607	13094	13079	1.0	15.4	7.3	0.06571	0.03099
7_4_4	0.42	4990	4962	0.99	10.5	5.6	0.04496	0.02403	18084	18041	1.0	14.1	7.2	0.06	0.03068
7_4_4	0.33	7533	7392	0.98	8.6	5.0	0.03709	0.0217	25617	25433	0.99	12.5	7.1	0.05334	0.03021
7_4_4	0.25	12509	11908	0.95	6.4	4.2	0.02786	0.01806	38126	37341	0.98	10.5	6.9	0.04521	0.02944
7_4_4	0.17	26009	21713	0.83	4.2	3.1	0.01865	0.01351	64135	59054	0.92	8.2	6.6	0.03545	0.02792
7_4_4	0.08	123316	8614	0.07	2.0	1.8	0.00918	0.00823	187451	67668	0.36	7.4	6.5	0.0321	0.02766
5_8_4	1.0	601	600	1.0	20.5	8.3	0.08714	0.03493	601	600	1.0	20.5	8.3	0.08714	0.03493
5_8_4	0.92	1058	1058	1.0	20.8	8.2	0.08838	0.03444	1659	1658	1.0	20.7	8.2	0.08793	0.03461
5_8_4	0.83	1435	1435	1.0	19.8	8.0	0.08411	0.03416	3094	3093	1.0	20.3	8.2	0.08616	0.03445
5_8_4	0.75	1826	1826	1.0	18.5	7.8	0.07846	0.03297	4920	4919	1.0	19.6	8.1	0.0833	0.03411
5_8_4	0.67	2188	2186	1.0	17.0	7.3	0.07248	0.03118	7108	7105	1.0	18.8	7.9	0.07997	0.03361
5_8_4	0.58	2852	2848	1.0	15.0	7.1	0.06399	0.03029	9960	9953	1.0	17.7	7.9	0.0754	0.03348
5_8_4	0.5	3571	3563	1.0	12.9	6.3	0.05544	0.02718	13531	13516	1.0	16.5	7.8	0.07014	0.03313
