Name	PropCovLoci	NoLoci	Polymorphic	PropPolymorphic	AvSNPCount	SDSNPCount	AvSNPdensity	SDSNPdenisty	CummNoLoci	CummPolymorphic	CummPropPolymorphic	CummAvSNPCount	CummSDSNPCount	CummAvSNPdensity	CummSDSNPdenisty
7_6_15	1.0	815	815	1.0	23.6	9.7	0.10003	0.04101	815	815	1.0	23.6	9.7	0.10003	0.04101
7_6_15	0.92	1268	1268	1.0	23.8	9.8	0.10129	0.04172	2083	2083	1.0	23.7	9.8	0.1008	0.04144
7_6_15	0.83	1670	1670	1.0	23.4	9.9	0.09923	0.04191	3753	3753	1.0	23.6	9.8	0.1001	0.04165
7_6_15	0.75	1912	1910	1.0	21.9	9.4	0.09283	0.03989	5665	5663	1.0	23.0	9.7	0.09765	0.04121
7_6_15	0.67	2358	2356	1.0	20.1	9.3	0.08571	0.04001	8023	8019	1.0	22.2	9.7	0.09414	0.04122
7_6_15	0.58	2892	2888	1.0	18.1	8.8	0.07722	0.03782	10915	10907	1.0	21.1	9.6	0.08966	0.04103
7_6_15	0.5	3620	3610	1.0	15.8	8.1	0.06761	0.035	14535	14517	1.0	19.8	9.6	0.08418	0.04074
7_6_15	0.42	4774	4753	1.0	13.7	7.7	0.05911	0.03335	19309	19270	1.0	18.3	9.5	0.078	0.04052
7_6_15	0.33	6627	6532	0.99	11.1	6.8	0.04816	0.03001	25936	25802	0.99	16.4	9.4	0.07044	0.04028
7_6_15	0.25	10578	10206	0.96	8.4	5.7	0.03707	0.02582	36514	36008	0.99	14.2	9.3	0.06098	0.03972
7_6_15	0.17	20257	17365	0.86	5.5	4.3	0.02515	0.02018	56771	53373	0.94	11.3	9.0	0.04932	0.03845
7_6_15	0.08	85327	5839	0.07	2.1	2.0	0.00971	0.00966	142098	59212	0.42	10.4	9.0	0.04542	0.03849
7_8_15	1.0	793	793	1.0	23.4	9.8	0.09954	0.04168	793	793	1.0	23.4	9.8	0.09954	0.04168
7_8_15	0.92	1248	1247	1.0	23.7	9.7	0.10053	0.04119	2041	2040	1.0	23.6	9.7	0.10014	0.04137
7_8_15	0.83	1605	1605	1.0	23.5	9.8	0.09964	0.04181	3646	3645	1.0	23.5	9.8	0.09992	0.04156
7_8_15	0.75	1897	1897	1.0	21.9	9.2	0.09286	0.03914	5543	5542	1.0	23.0	9.6	0.09751	0.04088
7_8_15	0.67	2286	2285	1.0	19.9	9.1	0.08472	0.03888	7829	7827	1.0	22.1	9.6	0.09377	0.04072
7_8_15	0.58	2805	2803	1.0	18.0	8.6	0.07685	0.03688	10634	10630	1.0	21.0	9.5	0.08931	0.04044
7_8_15	0.5	3510	3503	1.0	15.7	8.0	0.06749	0.03456	14144	14133	1.0	19.7	9.4	0.0839	0.04018
7_8_15	0.42	4635	4614	1.0	13.7	7.7	0.05896	0.03336	18779	18747	1.0	18.2	9.4	0.07776	0.04008
7_8_15	0.33	6572	6473	0.98	11.1	6.9	0.04822	0.03068	25351	25220	0.99	16.4	9.4	0.07018	0.04003
7_8_15	0.25	10396	10015	0.96	8.3	5.7	0.03687	0.02548	35747	35235	0.99	14.1	9.2	0.06071	0.03946
7_8_15	0.17	20172	17291	0.86	5.5	4.3	0.02516	0.0202	55919	52526	0.94	11.3	8.9	0.04901	0.03818
7_8_15	0.08	85172	5913	0.07	2.2	2.2	0.01013	0.01062	141091	58439	0.41	10.3	8.9	0.04508	0.0382
7_15_10	1.0	756	756	1.0	23.1	9.5	0.09797	0.04005	756	756	1.0	23.1	9.5	0.09797	0.04005
7_15_10	0.92	1196	1195	1.0	23.0	9.5	0.09775	0.04013	1952	1951	1.0	23.1	9.5	0.09784	0.04009
7_15_10	0.83	1489	1489	1.0	22.9	9.4	0.09702	0.03977	3441	3440	1.0	23.0	9.4	0.09748	0.03995
7_15_10	0.75	1746	1746	1.0	21.0	8.8	0.08911	0.03729	5187	5186	1.0	22.3	9.3	0.09467	0.03927
7_15_10	0.67	2167	2166	1.0	19.2	8.6	0.08175	0.03658	7354	7352	1.0	21.4	9.2	0.09086	0.03894
7_15_10	0.58	2658	2655	1.0	17.5	8.1	0.07462	0.03476	10012	10007	1.0	20.4	9.1	0.08655	0.03855
7_15_10	0.5	3361	3352	1.0	15.2	7.7	0.06497	0.03318	13373	13359	1.0	19.0	9.0	0.08114	0.03843
7_15_10	0.42	4587	4567	1.0	13.2	7.3	0.0567	0.03168	17960	17926	1.0	17.6	9.0	0.07491	0.03833
7_15_10	0.33	6471	6371	0.98	10.6	6.6	0.04611	0.02867	24431	24297	0.99	15.7	9.0	0.06736	0.03821
7_15_10	0.25	10486	10084	0.96	7.9	5.4	0.03509	0.02382	34917	34381	0.98	13.5	8.8	0.05789	0.03761
7_15_10	0.17	20605	17577	0.85	5.3	4.1	0.02382	0.01872	55522	51958	0.94	10.7	8.5	0.04637	0.03625
7_15_10	0.08	90193	6627	0.07	2.5	2.7	0.01166	0.01458	145715	58585	0.4	9.8	8.5	0.04244	0.0362
7_2_20	1.0	840	839	1.0	23.3	10.2	0.09857	0.0431	840	839	1.0	23.3	10.2	0.09857	0.0431
7_2_20	0.92	1320	1320	1.0	23.7	10.3	0.10056	0.04344	2160	2159	1.0	23.6	10.3	0.09979	0.04331
7_2_20	0.83	1700	1700	1.0	23.4	10.0	0.0995	0.04294	3860	3859	1.0	23.5	10.2	0.09966	0.04314
7_2_20	0.75	2099	2099	1.0	21.7	9.5	0.09221	0.04039	5959	5958	1.0	22.9	10.0	0.09704	0.04234
7_2_20	0.67	2582	2581	1.0	20.1	9.4	0.08584	0.03979	8541	8539	1.0	22.0	9.9	0.09365	0.0419
7_2_20	0.58	3137	3129	1.0	18.2	9.2	0.07794	0.03912	11678	11668	1.0	21.0	9.8	0.08944	0.04175
7_2_20	0.5	3993	3983	1.0	15.6	8.2	0.06713	0.03526	15671	15651	1.0	19.7	9.7	0.08376	0.04136
7_2_20	0.42	5118	5096	1.0	13.8	7.8	0.05945	0.03369	20789	20747	1.0	18.2	9.6	0.07779	0.04097
7_2_20	0.33	7146	7051	0.99	11.1	7.0	0.04826	0.03077	27935	27798	1.0	16.4	9.5	0.0703	0.04072
7_2_20	0.25	11173	10781	0.96	8.4	5.8	0.03727	0.02626	39108	38579	0.99	14.2	9.4	0.06107	0.04009
7_2_20	0.17	20953	17967	0.86	5.5	4.5	0.02533	0.0211	60061	56546	0.94	11.4	9.1	0.04971	0.03892
7_2_20	0.08	86153	5049	0.06	1.7	1.4	0.00767	0.00655	146214	61595	0.42	10.6	9.1	0.04627	0.03908
5_15_20	1.0	785	784	1.0	23.6	9.8	0.10018	0.04169	785	784	1.0	23.6	9.8	0.10018	0.04169
5_15_20	0.92	1271	1270	1.0	23.9	10.0	0.10115	0.04221	2056	2054	1.0	23.8	9.9	0.10078	0.042
5_15_20	0.83	1640	1640	1.0	23.0	9.7	0.09785	0.04155	3696	3694	1.0	23.4	9.9	0.09948	0.04182
5_15_20	0.75	2004	2003	1.0	21.6	9.2	0.09205	0.03935	5700	5697	1.0	22.8	9.7	0.09687	0.04112
5_15_20	0.67	2336	2335	1.0	20.0	9.2	0.08529	0.03932	8036	8032	1.0	22.0	9.6	0.0935	0.04094
5_15_20	0.58	2950	2945	1.0	18.0	8.6	0.07682	0.03666	10986	10977	1.0	20.9	9.5	0.08903	0.04052
5_15_20	0.5	3651	3640	1.0	15.9	8.3	0.06823	0.03584	14637	14617	1.0	19.7	9.5	0.08385	0.04042
5_15_20	0.42	4823	4799	1.0	13.5	7.7	0.05836	0.03336	19460	19416	1.0	18.1	9.5	0.07755	0.04032
5_15_20	0.33	6774	6682	0.99	10.9	6.9	0.04719	0.03024	26234	26098	0.99	16.3	9.4	0.06978	0.04024
5_15_20	0.25	10834	10437	0.96	8.4	5.9	0.03721	0.02664	37068	36535	0.99	14.0	9.3	0.06047	0.0397
5_15_20	0.17	21518	18372	0.85	5.5	4.5	0.02539	0.02103	58586	54907	0.94	11.2	8.9	0.04874	0.03835
5_15_20	0.08	93776	6165	0.07	2.3	2.6	0.01103	0.01348	152362	61072	0.4	10.3	8.9	0.04493	0.03833
7_10_15	1.0	791	791	1.0	23.4	9.8	0.09912	0.04138	791	791	1.0	23.4	9.8	0.09912	0.04138
7_10_15	0.92	1227	1227	1.0	23.5	9.6	0.09957	0.04057	2018	2018	1.0	23.4	9.7	0.0994	0.04088
7_10_15	0.83	1556	1556	1.0	23.3	9.8	0.09866	0.04171	3574	3574	1.0	23.4	9.7	0.09908	0.04124
7_10_15	0.75	1879	1879	1.0	21.9	9.2	0.09296	0.03908	5453	5453	1.0	22.8	9.6	0.09697	0.04061
7_10_15	0.67	2202	2200	1.0	19.7	9.0	0.0841	0.03844	7655	7653	1.0	21.9	9.5	0.09327	0.04042
7_10_15	0.58	2738	2735	1.0	18.0	8.6	0.07677	0.03678	10393	10388	1.0	20.9	9.4	0.08893	0.04015
7_10_15	0.5	3460	3452	1.0	15.6	8.0	0.067	0.03454	13853	13840	1.0	19.6	9.4	0.08346	0.03997
7_10_15	0.42	4581	4563	1.0	13.7	7.7	0.05884	0.03342	18434	18403	1.0	18.1	9.4	0.07736	0.03989
7_10_15	0.33	6532	6439	0.99	11.1	6.9	0.04815	0.03073	24966	24842	1.0	16.3	9.3	0.06979	0.03984
7_10_15	0.25	10360	9977	0.96	8.3	5.7	0.03663	0.02524	35326	34819	0.99	14.0	9.2	0.06029	0.03924
7_10_15	0.17	20104	17196	0.86	5.5	4.3	0.02501	0.02016	55430	52015	0.94	11.2	8.9	0.04863	0.03795
7_10_15	0.08	85382	6052	0.07	2.3	2.3	0.01058	0.0119	140812	58067	0.41	10.3	8.9	0.04466	0.03795
7_15_20	1.0	764	764	1.0	23.4	9.9	0.09938	0.04204	764	764	1.0	23.4	9.9	0.09938	0.04204
7_15_20	0.92	1206	1204	1.0	23.4	9.7	0.09917	0.04088	1970	1968	1.0	23.4	9.8	0.09925	0.04132
7_15_20	0.83	1474	1474	1.0	23.3	9.7	0.09894	0.04146	3444	3442	1.0	23.4	9.7	0.09912	0.04137
7_15_20	0.75	1780	1780	1.0	21.6	9.2	0.09185	0.03914	5224	5222	1.0	22.8	9.6	0.09664	0.04077
7_15_20	0.67	2108	2107	1.0	19.8	9.4	0.08434	0.04035	7332	7329	1.0	21.9	9.6	0.0931	0.04103
7_15_20	0.58	2638	2634	1.0	18.1	8.7	0.07745	0.03728	9970	9963	1.0	20.9	9.5	0.08896	0.04066
7_15_20	0.5	3338	3327	1.0	15.8	8.2	0.0676	0.03527	13308	13290	1.0	19.6	9.5	0.08362	0.04045
7_15_20	0.42	4493	4472	1.0	13.6	7.7	0.05865	0.03352	17801	17762	1.0	18.1	9.4	0.07733	0.04031
7_15_20	0.33	6387	6290	0.98	11.1	7.0	0.04836	0.03081	24188	24052	0.99	16.3	9.4	0.06975	0.04012
7_15_20	0.25	10344	9965	0.96	8.4	5.9	0.03723	0.02661	34532	34017	0.99	14.0	9.2	0.06023	0.03956
7_15_20	0.17	20056	17137	0.85	5.6	4.5	0.02541	0.02069	54588	51154	0.94	11.2	8.9	0.04856	0.03813
7_15_20	0.08	85417	6264	0.07	2.4	2.7	0.0114	0.01413	140005	57418	0.41	10.2	8.9	0.04451	0.0381
7_2_15	1.0	798	798	1.0	22.6	9.7	0.0959	0.04124	798	798	1.0	22.6	9.7	0.0959	0.04124
7_2_15	0.92	1300	1300	1.0	23.4	10.1	0.09895	0.04238	2098	2098	1.0	23.1	9.9	0.09779	0.04196
7_2_15	0.83	1688	1688	1.0	22.9	9.6	0.09735	0.04122	3786	3786	1.0	23.0	9.8	0.09759	0.04163
7_2_15	0.75	2086	2086	1.0	21.7	9.5	0.09188	0.04015	5872	5872	1.0	22.5	9.7	0.09556	0.0412
7_2_15	0.67	2542	2541	1.0	19.8	9.1	0.08457	0.03878	8414	8413	1.0	21.7	9.6	0.09224	0.04079
7_2_15	0.58	3138	3132	1.0	17.9	8.9	0.07655	0.03798	11552	11545	1.0	20.7	9.6	0.08798	0.04065
7_2_15	0.5	4007	3999	1.0	15.6	8.1	0.06716	0.03512	15559	15544	1.0	19.4	9.5	0.08263	0.04034
7_2_15	0.42	5184	5160	1.0	13.7	7.6	0.05899	0.03308	20743	20704	1.0	18.0	9.4	0.07674	0.03999
7_2_15	0.33	7239	7144	0.99	11.0	6.8	0.04795	0.02989	27982	27848	1.0	16.2	9.3	0.06935	0.0397
7_2_15	0.25	11307	10912	0.97	8.3	5.6	0.03683	0.02526	39289	38760	0.99	14.0	9.1	0.0602	0.03906
7_2_15	0.17	21050	18095	0.86	5.5	4.3	0.02499	0.02021	60339	56855	0.94	11.3	8.9	0.04899	0.03793
7_2_15	0.08	86786	5064	0.06	1.7	1.5	0.00772	0.00687	147125	61919	0.42	10.5	8.9	0.04562	0.03812
7_10_20	1.0	792	792	1.0	23.6	10.0	0.10028	0.04241	792	792	1.0	23.6	10.0	0.10028	0.04241
7_10_20	0.92	1239	1239	1.0	23.5	9.8	0.09998	0.04166	2031	2031	1.0	23.6	9.9	0.1001	0.04194
7_10_20	0.83	1545	1545	1.0	23.5	9.8	0.0996	0.04199	3576	3576	1.0	23.5	9.9	0.09988	0.04196
7_10_20	0.75	1855	1855	1.0	22.0	9.3	0.09355	0.0395	5431	5431	1.0	23.0	9.7	0.09772	0.04124
7_10_20	0.67	2219	2217	1.0	20.1	9.3	0.08572	0.03983	7650	7648	1.0	22.2	9.7	0.09424	0.04119
7_10_20	0.58	2728	2725	1.0	18.2	8.9	0.07754	0.0382	10378	10373	1.0	21.1	9.6	0.08985	0.04109
7_10_20	0.5	3452	3444	1.0	15.8	8.3	0.06775	0.03555	13830	13817	1.0	19.8	9.6	0.08434	0.04091
7_10_20	0.42	4548	4528	1.0	13.8	7.9	0.05937	0.03423	18378	18345	1.0	18.3	9.6	0.07818	0.04081
7_10_20	0.33	6445	6347	0.98	11.1	7.1	0.04844	0.03122	24823	24692	0.99	16.5	9.5	0.07054	0.04071
7_10_20	0.25	10302	9915	0.96	8.4	5.9	0.03741	0.02674	35125	34607	0.99	14.2	9.4	0.06105	0.04014
7_10_20	0.17	19905	17028	0.86	5.6	4.5	0.0256	0.02108	55030	51635	0.94	11.3	9.0	0.04936	0.03879
7_10_20	0.08	84590	6032	0.07	2.3	2.4	0.01056	0.01188	139620	57667	0.41	10.4	9.0	0.0453	0.03876
7_4_10	1.0	778	778	1.0	22.4	9.2	0.09501	0.03894	778	778	1.0	22.4	9.2	0.09501	0.03894
7_4_10	0.92	1245	1244	1.0	23.1	9.6	0.09815	0.04079	2023	2022	1.0	22.8	9.5	0.09694	0.04011
7_4_10	0.83	1671	1670	1.0	22.3	9.0	0.09457	0.03841	3694	3692	1.0	22.6	9.3	0.09587	0.03936
7_4_10	0.75	1988	1987	1.0	21.1	8.9	0.08984	0.03786	5682	5679	1.0	22.1	9.2	0.09376	0.03895
7_4_10	0.67	2434	2432	1.0	19.1	8.5	0.0812	0.03612	8116	8111	1.0	21.2	9.1	0.08999	0.03855
7_4_10	0.58	3014	3011	1.0	17.3	8.1	0.07407	0.03446	11130	11122	1.0	20.1	9.0	0.08568	0.03815
7_4_10	0.5	3794	3782	1.0	15.2	7.6	0.06512	0.03259	14924	14904	1.0	18.9	8.9	0.08047	0.03789
7_4_10	0.42	4997	4976	1.0	13.1	7.1	0.05642	0.03071	19921	19880	1.0	17.4	8.9	0.07445	0.03769
7_4_10	0.33	7089	6997	0.99	10.6	6.3	0.04584	0.02761	27010	26877	1.0	15.6	8.8	0.067	0.03751
7_4_10	0.25	11145	10730	0.96	7.9	5.3	0.03503	0.02327	38155	37607	0.99	13.4	8.7	0.05788	0.03699
7_4_10	0.17	21396	18329	0.86	5.2	4.0	0.02373	0.01809	59551	55936	0.94	10.7	8.4	0.04669	0.03583
7_4_10	0.08	90719	5926	0.07	1.9	1.7	0.00885	0.00787	150270	61862	0.41	9.9	8.4	0.04307	0.03593
7_8_10	1.0	783	783	1.0	22.7	9.2	0.09649	0.03924	783	783	1.0	22.7	9.2	0.09649	0.03924
7_8_10	0.92	1239	1238	1.0	23.0	9.5	0.09774	0.04001	2022	2021	1.0	22.9	9.4	0.09725	0.03971
7_8_10	0.83	1611	1611	1.0	22.7	9.5	0.09614	0.04018	3633	3632	1.0	22.8	9.4	0.09676	0.03992
7_8_10	0.75	1879	1879	1.0	21.1	8.6	0.08957	0.03666	5512	5511	1.0	22.2	9.2	0.09431	0.03898
7_8_10	0.67	2263	2262	1.0	19.1	8.5	0.08129	0.03591	7775	7773	1.0	21.3	9.1	0.09052	0.03857
7_8_10	0.58	2850	2847	1.0	17.3	8.2	0.07399	0.03489	10625	10620	1.0	20.2	9.0	0.08609	0.03832
7_8_10	0.5	3569	3562	1.0	15.1	7.6	0.06494	0.0326	14194	14182	1.0	19.0	9.0	0.08078	0.03809
7_8_10	0.42	4710	4688	1.0	13.1	7.2	0.05631	0.03097	18904	18870	1.0	17.5	8.9	0.0747	0.03795
7_8_10	0.33	6752	6651	0.99	10.6	6.5	0.04586	0.02803	25656	25521	0.99	15.7	8.9	0.06718	0.03781
7_8_10	0.25	10710	10294	0.96	7.9	5.3	0.03503	0.02342	36366	35815	0.98	13.5	8.8	0.05794	0.03726
7_8_10	0.17	20874	17824	0.85	5.2	4.0	0.0238	0.01822	57240	53639	0.94	10.7	8.5	0.0466	0.036
7_8_10	0.08	90223	6279	0.07	2.2	2.2	0.01017	0.01061	147463	59918	0.41	9.8	8.5	0.04278	0.03601
7_15_6	1.0	694	694	1.0	22.2	9.1	0.09417	0.03842	694	694	1.0	22.2	9.1	0.09417	0.03842
7_15_6	0.92	1132	1131	1.0	22.4	9.0	0.09471	0.03789	1826	1825	1.0	22.3	9.0	0.09451	0.03808
7_15_6	0.83	1426	1426	1.0	22.0	8.9	0.09324	0.03774	3252	3251	1.0	22.1	9.0	0.09395	0.03793
7_15_6	0.75	1644	1644	1.0	19.9	8.2	0.08478	0.03492	4896	4895	1.0	21.4	8.8	0.09087	0.0372
7_15_6	0.67	2097	2094	1.0	18.3	8.1	0.07812	0.0346	6993	6989	1.0	20.5	8.7	0.08705	0.0369
7_15_6	0.58	2542	2540	1.0	16.7	7.8	0.07131	0.03353	9535	9529	1.0	19.5	8.6	0.08286	0.0367
7_15_6	0.5	3281	3271	1.0	14.2	7.1	0.06081	0.03057	12816	12800	1.0	18.1	8.6	0.07722	0.03652
7_15_6	0.42	4486	4464	1.0	12.3	6.8	0.0527	0.02924	17302	17264	1.0	16.6	8.5	0.07088	0.0364
7_15_6	0.33	6616	6503	0.98	10.0	6.2	0.04321	0.02678	23918	23767	0.99	14.8	8.5	0.06331	0.03621
7_15_6	0.25	10688	10245	0.96	7.4	5.0	0.03251	0.02198	34606	34012	0.98	12.6	8.3	0.05403	0.03552
7_15_6	0.17	21714	18385	0.85	4.8	3.8	0.02173	0.01694	56320	52397	0.93	9.8	8.0	0.0427	0.03402
7_15_6	0.08	100975	7721	0.08	2.6	3.0	0.01241	0.01553	157295	60118	0.38	8.9	7.9	0.03881	0.0338
5_3_15	1.0	836	834	1.0	23.7	10.1	0.10039	0.04232	836	834	1.0	23.7	10.1	0.10039	0.04232
5_3_15	0.92	1416	1416	1.0	24.1	9.9	0.10252	0.04212	2252	2250	1.0	24.0	10.0	0.10173	0.0422
5_3_15	0.83	1786	1786	1.0	23.2	9.8	0.09813	0.04147	4038	4036	1.0	23.6	9.9	0.10014	0.04191
5_3_15	0.75	2271	2271	1.0	21.9	9.7	0.09328	0.04154	6309	6307	1.0	23.0	9.9	0.09767	0.0419
5_3_15	0.67	2799	2798	1.0	20.1	9.3	0.08578	0.03968	9108	9105	1.0	22.1	9.8	0.09401	0.04159
5_3_15	0.58	3321	3319	1.0	17.8	8.6	0.07592	0.0368	12429	12424	1.0	21.0	9.7	0.08918	0.04115
5_3_15	0.5	4173	4164	1.0	15.7	8.1	0.06753	0.03504	16602	16588	1.0	19.6	9.6	0.08375	0.0408
5_3_15	0.42	5439	5414	1.0	13.6	7.7	0.05876	0.03332	22041	22002	1.0	18.2	9.5	0.0776	0.04055
5_3_15	0.33	7425	7332	0.99	10.9	6.7	0.04737	0.0296	29466	29334	1.0	16.3	9.4	0.07004	0.04029
5_3_15	0.25	11561	11144	0.96	8.3	5.7	0.03702	0.02592	41027	40478	0.99	14.1	9.3	0.06095	0.03973
5_3_15	0.17	22190	19002	0.86	5.4	4.3	0.02496	0.02005	63217	59480	0.94	11.3	9.0	0.04945	0.03853
5_3_15	0.08	94240	5251	0.06	1.8	1.6	0.00827	0.00713	157457	64731	0.41	10.6	9.0	0.04611	0.03866
7_3_20	1.0	847	846	1.0	23.7	10.4	0.10028	0.04386	847	846	1.0	23.7	10.4	0.10028	0.04386
7_3_20	0.92	1319	1318	1.0	23.8	10.2	0.10132	0.04318	2166	2164	1.0	23.8	10.2	0.10091	0.04344
7_3_20	0.83	1683	1683	1.0	23.6	10.0	0.10005	0.04278	3849	3847	1.0	23.7	10.1	0.10054	0.04315
7_3_20	0.75	2033	2033	1.0	21.9	9.6	0.09308	0.04089	5882	5880	1.0	23.1	10.0	0.09796	0.04252
7_3_20	0.67	2526	2525	1.0	20.2	9.5	0.0862	0.04053	8408	8405	1.0	22.2	9.9	0.09443	0.04228
7_3_20	0.58	3048	3044	1.0	18.2	9.0	0.07773	0.03845	11456	11449	1.0	21.1	9.8	0.08999	0.04195
7_3_20	0.5	3820	3811	1.0	15.9	8.4	0.06817	0.03595	15276	15260	1.0	19.8	9.8	0.08454	0.04162
7_3_20	0.42	4989	4973	1.0	13.8	7.9	0.05944	0.03412	20265	20233	1.0	18.4	9.7	0.07837	0.04134
7_3_20	0.33	6938	6844	0.99	11.1	6.9	0.04834	0.03038	27203	27077	1.0	16.5	9.6	0.07078	0.041
7_3_20	0.25	10929	10548	0.97	8.4	5.8	0.03743	0.02648	38132	37625	0.99	14.3	9.4	0.06143	0.04038
7_3_20	0.17	20650	17722	0.86	5.6	4.5	0.02545	0.02113	58782	55347	0.94	11.5	9.1	0.04991	0.03916
7_3_20	0.08	85422	5410	0.06	1.8	1.7	0.00838	0.00755	144204	60757	0.42	10.6	9.2	0.04621	0.03926
7_15_8	1.0	733	733	1.0	22.5	9.2	0.09572	0.03927	733	733	1.0	22.5	9.2	0.09572	0.03927
7_15_8	0.92	1190	1189	1.0	22.8	9.2	0.09668	0.03903	1923	1922	1.0	22.7	9.2	0.09632	0.03911
7_15_8	0.83	1476	1476	1.0	22.5	9.1	0.09553	0.0385	3399	3398	1.0	22.6	9.2	0.09597	0.03885
7_15_8	0.75	1736	1736	1.0	20.7	8.5	0.08778	0.03618	5135	5134	1.0	22.0	9.0	0.0932	0.03816
7_15_8	0.67	2119	2118	1.0	18.8	8.4	0.08001	0.03577	7254	7252	1.0	21.0	8.9	0.08935	0.03795
7_15_8	0.58	2607	2605	1.0	17.1	7.9	0.07314	0.03384	9861	9857	1.0	20.0	8.8	0.08507	0.03759
7_15_8	0.5	3336	3325	1.0	14.9	7.6	0.06367	0.03255	13197	13182	1.0	18.7	8.8	0.07967	0.03755
7_15_8	0.42	4569	4548	1.0	12.9	7.1	0.05534	0.03067	17766	17730	1.0	17.2	8.8	0.07343	0.03745
7_15_8	0.33	6574	6474	0.98	10.4	6.4	0.04513	0.02776	24340	24204	0.99	15.4	8.8	0.06586	0.03729
7_15_8	0.25	10587	10174	0.96	7.8	5.2	0.03413	0.0231	34927	34378	0.98	13.1	8.6	0.05647	0.0367
7_15_8	0.17	20901	17773	0.85	5.1	4.0	0.02302	0.01808	55828	52151	0.93	10.4	8.3	0.04507	0.03536
7_15_8	0.08	94082	6986	0.07	2.5	2.8	0.01191	0.01497	149910	59137	0.39	9.5	8.3	0.04115	0.03527
7_15_15	1.0	774	774	1.0	23.3	9.6	0.09889	0.04112	774	774	1.0	23.3	9.6	0.09889	0.04112
7_15_15	0.92	1186	1185	1.0	23.2	9.6	0.09848	0.04063	1960	1959	1.0	23.3	9.6	0.09864	0.04081
7_15_15	0.83	1489	1489	1.0	23.2	9.6	0.0986	0.04074	3449	3448	1.0	23.2	9.6	0.09862	0.04078
7_15_15	0.75	1768	1768	1.0	21.5	9.1	0.09135	0.03886	5217	5216	1.0	22.6	9.5	0.09616	0.04028
7_15_15	0.67	2128	2127	1.0	19.4	8.9	0.08289	0.03819	7345	7343	1.0	21.7	9.4	0.09231	0.04014
7_15_15	0.58	2651	2647	1.0	18.0	8.5	0.07692	0.03647	9996	9990	1.0	20.7	9.3	0.08823	0.03978
7_15_15	0.5	3374	3363	1.0	15.6	8.1	0.06684	0.03474	13370	13353	1.0	19.4	9.3	0.08285	0.03967
7_15_15	0.42	4531	4508	0.99	13.5	7.6	0.05802	0.0329	17901	17861	1.0	17.9	9.3	0.07658	0.03957
7_15_15	0.33	6463	6364	0.98	11.0	6.9	0.04789	0.03039	24364	24225	0.99	16.1	9.2	0.06904	0.03946
7_15_15	0.25	10368	9987	0.96	8.3	5.7	0.03657	0.02541	34732	34212	0.99	13.8	9.1	0.05956	0.03884
7_15_15	0.17	20194	17272	0.86	5.5	4.4	0.02501	0.02005	54926	51484	0.94	11.0	8.8	0.04797	0.03746
7_15_15	0.08	86223	6296	0.07	2.4	2.7	0.01143	0.01423	141149	57780	0.41	10.1	8.7	0.04399	0.03745
5_10_10	1.0	781	780	1.0	23.1	9.4	0.09806	0.03937	781	780	1.0	23.1	9.4	0.09806	0.03937
5_10_10	0.92	1310	1310	1.0	23.6	9.6	0.09993	0.04053	2091	2090	1.0	23.4	9.5	0.09923	0.0401
5_10_10	0.83	1721	1721	1.0	22.4	9.4	0.09511	0.03985	3812	3811	1.0	22.9	9.5	0.09737	0.04004
5_10_10	0.75	2095	2095	1.0	21.1	8.8	0.08965	0.0375	5907	5906	1.0	22.3	9.3	0.09463	0.03932
5_10_10	0.67	2426	2424	1.0	19.4	8.7	0.08258	0.03721	8333	8330	1.0	21.4	9.2	0.09112	0.0391
5_10_10	0.58	3038	3036	1.0	17.1	8.0	0.07295	0.03406	11371	11366	1.0	20.3	9.1	0.08627	0.03866
5_10_10	0.5	3811	3800	1.0	15.2	7.7	0.06519	0.0332	15182	15166	1.0	19.0	9.0	0.08099	0.03847
5_10_10	0.42	5036	5012	1.0	13.0	7.2	0.05596	0.03113	20218	20178	1.0	17.5	9.0	0.07477	0.03834
5_10_10	0.33	7020	6917	0.99	10.4	6.4	0.04497	0.02774	27238	27095	0.99	15.7	9.0	0.06716	0.03821
5_10_10	0.25	11115	10673	0.96	7.9	5.3	0.03499	0.0236	38353	37768	0.98	13.5	8.8	0.05807	0.03761
5_10_10	0.17	22233	18961	0.85	5.2	4.0	0.02361	0.01833	60586	56729	0.94	10.7	8.5	0.04655	0.03631
5_10_10	0.08	99015	6334	0.06	2.2	2.3	0.01047	0.01171	159601	63063	0.4	9.8	8.5	0.04293	0.0363
5_15_10	1.0	781	780	1.0	23.2	9.3	0.09862	0.03948	781	780	1.0	23.2	9.3	0.09862	0.03948
5_15_10	0.92	1283	1283	1.0	23.5	9.6	0.09956	0.04029	2064	2063	1.0	23.4	9.5	0.0992	0.03998
5_15_10	0.83	1637	1637	1.0	22.5	9.5	0.0955	0.04029	3701	3700	1.0	23.0	9.5	0.09756	0.04016
5_15_10	0.75	1997	1995	1.0	21.1	8.8	0.08987	0.03747	5698	5695	1.0	22.3	9.3	0.09487	0.03941
5_15_10	0.67	2370	2369	1.0	19.4	8.6	0.08261	0.03645	8068	8064	1.0	21.5	9.2	0.09127	0.03896
5_15_10	0.58	2927	2923	1.0	17.2	7.9	0.07363	0.03401	10995	10987	1.0	20.3	9.1	0.08657	0.0385
5_15_10	0.5	3648	3637	1.0	15.2	7.8	0.0651	0.03367	14643	14624	1.0	19.1	9.1	0.08123	0.0385
