Name	PropCovLoci	NoLoci	Polymorphic	PropPolymorphic	AvSNPCount	SDSNPCount	AvSNPdensity	SDSNPdenisty	CummNoLoci	CummPolymorphic	CummPropPolymorphic	CummAvSNPCount	CummSDSNPCount	CummAvSNPdensity	CummSDSNPdenisty
7_15_15	1.0	2046	2044	1.0	16.5	8.3	0.07018	0.03534	2046	2044	1.0	16.5	8.3	0.07018	0.03534
7_15_15	0.92	2008	2006	1.0	16.7	8.3	0.07102	0.03511	4054	4050	1.0	16.6	8.3	0.07059	0.03522
7_15_15	0.83	2043	2043	1.0	15.9	8.5	0.06775	0.03624	6097	6093	1.0	16.4	8.3	0.06964	0.03559
7_15_15	0.75	2217	2207	1.0	14.7	8.3	0.06275	0.03545	8314	8300	1.0	15.9	8.4	0.06781	0.03568
7_15_15	0.67	2567	2548	0.99	14.1	8.4	0.0603	0.03604	10881	10848	1.0	15.5	8.4	0.06604	0.03591
7_15_15	0.58	3112	3077	0.99	12.7	7.9	0.05467	0.03412	13993	13925	1.0	14.9	8.4	0.06353	0.03583
7_15_15	0.5	4080	4008	0.98	11.3	7.6	0.04888	0.03283	18073	17933	0.99	14.1	8.3	0.06026	0.03571
7_15_15	0.42	5369	5161	0.96	9.7	6.9	0.04215	0.03008	23442	23094	0.99	13.1	8.3	0.05621	0.03534
7_15_15	0.33	7495	6794	0.91	8.1	6.1	0.03549	0.02713	30937	29888	0.97	12.0	8.1	0.0515	0.03475
7_15_15	0.25	11334	9386	0.83	6.4	5.2	0.02913	0.02428	42271	39274	0.93	10.6	7.9	0.04615	0.03393
7_15_15	0.17	20154	13628	0.68	4.7	4.1	0.02216	0.01991	62425	52902	0.85	9.1	7.6	0.03997	0.03266
7_15_15	0.08	66101	3626	0.05	2.4	2.8	0.01214	0.01698	128526	56528	0.44	8.7	7.5	0.03819	0.03261
7_10_15	1.0	2109	2107	1.0	16.7	8.3	0.07114	0.03549	2109	2107	1.0	16.7	8.3	0.07114	0.03549
7_10_15	0.92	2111	2109	1.0	16.6	8.3	0.07064	0.03507	4220	4216	1.0	16.7	8.3	0.07089	0.03528
7_10_15	0.83	2139	2138	1.0	15.9	8.5	0.06791	0.03605	6359	6354	1.0	16.4	8.4	0.06988	0.03556
7_10_15	0.75	2325	2313	0.99	15.0	8.6	0.0641	0.03666	8684	8667	1.0	16.0	8.4	0.06834	0.03595
7_10_15	0.67	2641	2626	0.99	14.2	8.5	0.06059	0.03626	11325	11293	1.0	15.6	8.5	0.06654	0.03617
7_10_15	0.58	3167	3129	0.99	12.7	7.9	0.05453	0.0338	14492	14422	1.0	15.0	8.4	0.06393	0.03601
7_10_15	0.5	4185	4104	0.98	11.4	7.6	0.04929	0.033	18677	18526	0.99	14.2	8.4	0.06069	0.03588
7_10_15	0.42	5375	5168	0.96	9.8	7.0	0.04234	0.03032	24052	23694	0.99	13.2	8.3	0.05669	0.03556
7_10_15	0.33	7457	6770	0.91	8.2	6.3	0.0363	0.02816	31509	30464	0.97	12.1	8.2	0.05216	0.03509
7_10_15	0.25	11268	9282	0.82	6.4	5.2	0.02921	0.02428	42777	39746	0.93	10.8	8.0	0.0468	0.03429
7_10_15	0.17	19973	13548	0.68	4.6	4.1	0.0222	0.01996	62750	53294	0.85	9.2	7.7	0.04054	0.03306
7_10_15	0.08	65375	3395	0.05	2.2	2.4	0.01087	0.01342	128125	56689	0.44	8.8	7.6	0.03877	0.03298
7_15_10	1.0	2052	2050	1.0	16.4	8.2	0.0696	0.03479	2052	2050	1.0	16.4	8.2	0.0696	0.03479
7_15_10	0.92	2009	2006	1.0	16.5	8.2	0.07041	0.0348	4061	4056	1.0	16.5	8.2	0.07	0.03479
7_15_10	0.83	2023	2023	1.0	15.6	8.3	0.06635	0.0352	6084	6079	1.0	16.2	8.2	0.06878	0.03497
7_15_10	0.75	2188	2178	1.0	14.4	8.0	0.06152	0.03398	8272	8257	1.0	15.7	8.2	0.06687	0.03485
7_15_10	0.67	2558	2540	0.99	13.7	8.0	0.05862	0.03421	10830	10797	1.0	15.2	8.2	0.06493	0.03488
7_15_10	0.58	3078	3044	0.99	12.4	7.7	0.05338	0.03291	13908	13841	1.0	14.6	8.2	0.06239	0.03479
7_15_10	0.5	4062	3984	0.98	11.0	7.3	0.04732	0.03137	17970	17825	0.99	13.8	8.1	0.05902	0.03463
7_15_10	0.42	5440	5231	0.96	9.4	6.6	0.04077	0.02863	23410	23056	0.98	12.8	8.0	0.05488	0.03422
7_15_10	0.33	7514	6792	0.9	7.8	5.8	0.03441	0.02568	30924	29848	0.97	11.7	7.9	0.05022	0.03359
7_15_10	0.25	11527	9508	0.82	6.1	4.9	0.02795	0.02271	42451	39356	0.93	10.3	7.6	0.04484	0.03273
7_15_10	0.17	20612	13832	0.67	4.4	3.8	0.02111	0.01855	63063	53188	0.84	8.8	7.3	0.03867	0.03147
7_15_10	0.08	68943	3864	0.06	2.4	2.9	0.01231	0.01708	132006	57052	0.43	8.4	7.3	0.03688	0.03142
7_10_20	1.0	2108	2106	1.0	16.8	8.5	0.07149	0.03637	2108	2106	1.0	16.8	8.5	0.07149	0.03637
7_10_20	0.92	2144	2141	1.0	17.0	8.6	0.07229	0.03657	4252	4247	1.0	16.9	8.6	0.07189	0.03647
7_10_20	0.83	2138	2138	1.0	16.1	8.7	0.06879	0.03727	6390	6385	1.0	16.6	8.6	0.07085	0.03676
7_10_20	0.75	2346	2334	0.99	15.3	8.9	0.06523	0.03801	8736	8719	1.0	16.3	8.7	0.06935	0.03718
7_10_20	0.67	2644	2628	0.99	14.2	8.5	0.06081	0.03646	11380	11347	1.0	15.8	8.7	0.06737	0.03719
7_10_20	0.58	3165	3126	0.99	12.9	8.1	0.05546	0.03489	14545	14473	1.0	15.2	8.7	0.0648	0.03703
7_10_20	0.5	4111	4036	0.98	11.6	7.8	0.04997	0.03397	18656	18509	0.99	14.4	8.6	0.06156	0.0369
7_10_20	0.42	5347	5144	0.96	10.0	7.3	0.04347	0.03204	24003	23653	0.99	13.4	8.5	0.05763	0.03666
7_10_20	0.33	7364	6666	0.91	8.3	6.4	0.03663	0.029	31367	30319	0.97	12.3	8.4	0.05301	0.03618
7_10_20	0.25	11218	9274	0.83	6.6	5.5	0.02999	0.02576	42585	39593	0.93	11.0	8.2	0.04762	0.0354
7_10_20	0.17	19850	13483	0.68	4.7	4.2	0.02272	0.02108	62435	53076	0.85	9.4	7.9	0.04129	0.03413
7_10_20	0.08	64664	3336	0.05	2.1	2.4	0.01068	0.01315	127099	56412	0.44	9.0	7.8	0.03948	0.03404
5_15_15	1.0	2037	2035	1.0	16.6	8.2	0.07055	0.03486	2037	2035	1.0	16.6	8.2	0.07055	0.03486
5_15_15	0.92	2249	2245	1.0	16.6	8.3	0.07081	0.0353	4286	4280	1.0	16.6	8.2	0.07069	0.03509
5_15_15	0.83	2274	2272	1.0	16.1	8.6	0.06892	0.0368	6560	6552	1.0	16.4	8.4	0.07007	0.0357
5_15_15	0.75	2461	2450	1.0	15.0	8.6	0.06379	0.0368	9021	9002	1.0	16.0	8.5	0.06836	0.03611
5_15_15	0.67	2845	2827	0.99	13.7	8.3	0.0587	0.03567	11866	11829	1.0	15.5	8.5	0.06605	0.03624
5_15_15	0.58	3461	3418	0.99	12.6	7.7	0.05421	0.03282	15327	15247	0.99	14.9	8.4	0.0634	0.03584
5_15_15	0.5	4465	4387	0.98	11.2	7.6	0.04845	0.03282	19792	19634	0.99	14.0	8.4	0.06006	0.03573
5_15_15	0.42	5694	5453	0.96	9.7	6.9	0.0421	0.03042	25486	25087	0.98	13.1	8.3	0.05615	0.03543
5_15_15	0.33	7823	7072	0.9	7.9	6.0	0.03517	0.02715	33309	32159	0.97	12.0	8.1	0.05154	0.03488
5_15_15	0.25	12275	10101	0.82	6.3	5.1	0.02921	0.02438	45584	42260	0.93	10.6	7.9	0.0462	0.03404
5_15_15	0.17	21400	14429	0.67	4.6	4.0	0.022	0.0198	66984	56689	0.85	9.1	7.6	0.04004	0.03278
5_15_15	0.08	72499	3561	0.05	2.2	2.7	0.01142	0.01572	139483	60250	0.43	8.7	7.6	0.03835	0.03273
7_15_20	1.0	2045	2043	1.0	16.6	8.4	0.07045	0.03587	2045	2043	1.0	16.6	8.4	0.07045	0.03587
7_15_20	0.92	2013	2011	1.0	16.8	8.4	0.07141	0.0358	4058	4054	1.0	16.7	8.4	0.07093	0.03583
7_15_20	0.83	2073	2073	1.0	16.1	8.8	0.06881	0.03793	6131	6127	1.0	16.5	8.6	0.07021	0.03657
7_15_20	0.75	2189	2179	1.0	15.1	8.7	0.06427	0.03736	8320	8306	1.0	16.1	8.6	0.06865	0.03687
7_15_20	0.67	2567	2551	0.99	14.2	8.6	0.06075	0.03681	10887	10857	1.0	15.7	8.7	0.0668	0.03701
7_15_20	0.58	3089	3054	0.99	12.8	8.1	0.05491	0.0348	13976	13911	1.0	15.0	8.6	0.06419	0.03686
7_15_20	0.5	4066	3988	0.98	11.4	7.7	0.04932	0.03351	18042	17899	0.99	14.2	8.6	0.06087	0.03667
7_15_20	0.42	5389	5182	0.96	9.9	7.2	0.04312	0.0314	23431	23081	0.99	13.3	8.5	0.05689	0.03631
7_15_20	0.33	7442	6753	0.91	8.2	6.3	0.03602	0.02801	30873	29834	0.97	12.1	8.3	0.05217	0.03569
7_15_20	0.25	11288	9340	0.83	6.6	5.4	0.02999	0.02561	42161	39174	0.93	10.8	8.1	0.04688	0.03487
7_15_20	0.17	20140	13650	0.68	4.7	4.2	0.02253	0.02074	62301	52824	0.85	9.2	7.7	0.04058	0.03356
7_15_20	0.08	65454	3593	0.05	2.3	2.8	0.01183	0.01626	127755	56417	0.44	8.8	7.7	0.03875	0.03348
7_15_8	1.0	2021	2017	1.0	16.2	8.1	0.06906	0.0344	2021	2017	1.0	16.2	8.1	0.06906	0.0344
7_15_8	0.92	1994	1989	1.0	16.3	8.0	0.06968	0.03419	4015	4006	1.0	16.3	8.1	0.06937	0.03429
7_15_8	0.83	2029	2029	1.0	15.5	8.2	0.06616	0.03507	6044	6035	1.0	16.0	8.1	0.06829	0.03459
7_15_8	0.75	2182	2169	0.99	14.2	7.9	0.06071	0.03354	8226	8204	1.0	15.6	8.1	0.06629	0.03447
7_15_8	0.67	2527	2508	0.99	13.4	7.7	0.05718	0.03293	10753	10712	1.0	15.1	8.1	0.06415	0.03434
7_15_8	0.58	3089	3052	0.99	12.2	7.4	0.05245	0.03202	13842	13764	0.99	14.4	8.0	0.06156	0.03418
7_15_8	0.5	4090	4012	0.98	10.7	7.0	0.04601	0.03018	17932	17776	0.99	13.6	8.0	0.05805	0.03395
7_15_8	0.42	5455	5233	0.96	9.2	6.5	0.04004	0.02826	23387	23009	0.98	12.6	7.9	0.05395	0.0336
7_15_8	0.33	7583	6846	0.9	7.6	5.7	0.03351	0.02504	30970	29855	0.96	11.5	7.7	0.04927	0.03298
7_15_8	0.25	11638	9557	0.82	6.0	4.8	0.02721	0.02207	42608	39412	0.92	10.1	7.5	0.04392	0.03211
7_15_8	0.17	21030	14045	0.67	4.3	3.7	0.02029	0.01778	63638	53457	0.84	8.6	7.2	0.03771	0.03085
7_15_8	0.08	71600	4040	0.06	2.4	3.0	0.01249	0.01739	135238	57497	0.43	8.2	7.1	0.03594	0.03078
5_10_15	1.0	2051	2051	1.0	17.0	8.6	0.07216	0.03655	2051	2051	1.0	17.0	8.6	0.07216	0.03655
5_10_15	0.92	2389	2385	1.0	16.6	8.3	0.07077	0.03546	4440	4436	1.0	16.8	8.4	0.07141	0.03597
5_10_15	0.83	2397	2395	1.0	16.2	8.4	0.06909	0.0357	6837	6831	1.0	16.6	8.4	0.0706	0.03589
5_10_15	0.75	2595	2584	1.0	15.1	8.8	0.06449	0.03741	9432	9415	1.0	16.2	8.5	0.06892	0.03641
5_10_15	0.67	2937	2920	0.99	13.8	8.2	0.05907	0.03504	12369	12335	1.0	15.6	8.5	0.06659	0.03634
5_10_15	0.58	3473	3432	0.99	12.6	7.7	0.05384	0.03314	15842	15767	1.0	15.0	8.5	0.06382	0.03605
5_10_15	0.5	4473	4397	0.98	11.4	7.7	0.04904	0.03348	20315	20164	0.99	14.2	8.4	0.06059	0.03603
5_10_15	0.42	5681	5433	0.96	9.6	6.9	0.04199	0.03037	25996	25597	0.98	13.2	8.3	0.05664	0.03572
5_10_15	0.33	7836	7095	0.91	8.1	6.2	0.03603	0.02802	33832	32692	0.97	12.1	8.2	0.05217	0.03524
5_10_15	0.25	12162	10005	0.82	6.3	5.1	0.02909	0.02417	45994	42697	0.93	10.7	8.0	0.04676	0.0344
5_10_15	0.17	21129	14265	0.68	4.6	4.0	0.02215	0.01991	67123	56962	0.85	9.2	7.7	0.0406	0.03316
5_10_15	0.08	71539	3342	0.05	2.1	2.4	0.01049	0.01313	138662	60304	0.43	8.8	7.6	0.03893	0.03311
7_10_10	1.0	2110	2107	1.0	16.3	8.0	0.06951	0.03406	2110	2107	1.0	16.3	8.0	0.06951	0.03406
7_10_10	0.92	2138	2135	1.0	16.4	8.0	0.06969	0.03406	4248	4242	1.0	16.4	8.0	0.0696	0.03406
7_10_10	0.83	2138	2138	1.0	15.4	8.1	0.06545	0.03445	6386	6380	1.0	16.0	8.0	0.06821	0.03424
7_10_10	0.75	2320	2310	1.0	14.4	8.1	0.06127	0.03438	8706	8690	1.0	15.6	8.1	0.06637	0.03441
7_10_10	0.67	2627	2611	0.99	13.4	7.7	0.05722	0.03284	11333	11301	1.0	15.1	8.0	0.06425	0.03427
7_10_10	0.58	3208	3171	0.99	12.3	7.5	0.05285	0.03197	14541	14472	1.0	14.5	8.0	0.06175	0.03411
7_10_10	0.5	4165	4079	0.98	10.9	7.2	0.047	0.03104	18706	18551	0.99	13.7	8.0	0.05851	0.03401
7_10_10	0.42	5508	5286	0.96	9.4	6.5	0.04069	0.02845	24214	23837	0.98	12.7	7.9	0.05456	0.03368
7_10_10	0.33	7566	6844	0.9	7.8	5.8	0.03427	0.02568	31780	30681	0.97	11.6	7.7	0.05003	0.03317
7_10_10	0.25	11598	9544	0.82	6.1	4.9	0.0279	0.02265	43378	40225	0.93	10.3	7.5	0.04478	0.03239
7_10_10	0.17	20719	13950	0.67	4.4	3.8	0.02089	0.018	64097	54175	0.85	8.8	7.3	0.03863	0.03117
7_10_10	0.08	68767	3590	0.05	2.1	2.4	0.01084	0.01366	132864	57765	0.43	8.4	7.2	0.0369	0.03111
5_15_8	1.0	2029	2025	1.0	16.4	8.1	0.06948	0.03445	2029	2025	1.0	16.4	8.1	0.06948	0.03445
5_15_8	0.92	2206	2201	1.0	16.3	8.0	0.06924	0.03426	4235	4226	1.0	16.3	8.1	0.06936	0.03435
5_15_8	0.83	2261	2258	1.0	15.7	8.2	0.06689	0.03516	6496	6484	1.0	16.1	8.1	0.0685	0.03465
5_15_8	0.75	2443	2433	1.0	14.2	7.8	0.06084	0.03338	8939	8917	1.0	15.6	8.1	0.06641	0.03448
5_15_8	0.67	2823	2804	0.99	13.3	7.8	0.0568	0.03332	11762	11721	1.0	15.0	8.1	0.06411	0.03445
5_15_8	0.58	3401	3358	0.99	12.1	7.4	0.05203	0.03147	15163	15079	0.99	14.4	8.0	0.06142	0.03418
5_15_8	0.5	4417	4334	0.98	10.5	7.0	0.04522	0.02988	19580	19413	0.99	13.5	8.0	0.0578	0.03394
5_15_8	0.42	5800	5548	0.96	9.1	6.4	0.03966	0.02818	25380	24961	0.98	12.5	7.9	0.05377	0.0336
5_15_8	0.33	8017	7224	0.9	7.6	5.7	0.03348	0.02513	33397	32185	0.96	11.4	7.7	0.04922	0.033
5_15_8	0.25	12492	10201	0.82	5.9	4.7	0.027	0.02199	45889	42386	0.92	10.1	7.5	0.04387	0.03215
5_15_8	0.17	22317	14890	0.67	4.2	3.7	0.02023	0.01769	68206	57276	0.84	8.6	7.2	0.03772	0.03088
5_15_8	0.08	78305	3900	0.05	2.3	2.9	0.01181	0.0164	146511	61176	0.42	8.2	7.2	0.03607	0.03083
5_15_10	1.0	2032	2028	1.0	16.5	8.1	0.06996	0.03458	2032	2028	1.0	16.5	8.1	0.06996	0.03458
5_15_10	0.92	2212	2208	1.0	16.4	8.1	0.06971	0.03464	4244	4236	1.0	16.4	8.1	0.06983	0.03461
5_15_10	0.83	2269	2266	1.0	15.8	8.3	0.06748	0.03537	6513	6502	1.0	16.2	8.2	0.06901	0.03489
5_15_10	0.75	2453	2443	1.0	14.5	8.1	0.0619	0.03455	8966	8945	1.0	15.7	8.2	0.06707	0.03494
5_15_10	0.67	2858	2840	0.99	13.5	8.1	0.05766	0.03468	11824	11785	1.0	15.2	8.2	0.0648	0.03511
5_15_10	0.58	3421	3377	0.99	12.4	7.5	0.05318	0.03223	15245	15162	0.99	14.6	8.1	0.06221	0.03482
5_15_10	0.5	4432	4352	0.98	10.8	7.2	0.04645	0.03098	19677	19514	0.99	13.7	8.1	0.0587	0.03463
5_15_10	0.42	5757	5512	0.96	9.2	6.5	0.04018	0.02818	25434	25026	0.98	12.7	8.0	0.05462	0.03419
5_15_10	0.33	7963	7194	0.9	7.8	5.8	0.03432	0.02569	33397	32220	0.96	11.6	7.8	0.05009	0.03357
5_15_10	0.25	12390	10175	0.82	6.0	4.9	0.02789	0.02284	45787	42395	0.93	10.3	7.6	0.04476	0.03273
5_15_10	0.17	21884	14683	0.67	4.4	3.8	0.02092	0.01828	67671	57078	0.84	8.8	7.3	0.03863	0.03147
5_15_10	0.08	75579	3769	0.05	2.3	2.8	0.01159	0.01617	143250	60847	0.42	8.4	7.3	0.03695	0.03143
7_10_8	1.0	2071	2068	1.0	16.1	7.9	0.06863	0.03357	2071	2068	1.0	16.1	7.9	0.06863	0.03357
7_10_8	0.92	2131	2127	1.0	16.2	8.0	0.06893	0.03384	4202	4195	1.0	16.2	7.9	0.06879	0.03371
7_10_8	0.83	2131	2131	1.0	15.2	7.9	0.06468	0.03378	6333	6326	1.0	15.8	7.9	0.0674	0.03378
7_10_8	0.75	2308	2297	1.0	14.0	7.9	0.05993	0.03352	8641	8623	1.0	15.4	8.0	0.06541	0.03387
7_10_8	0.67	2603	2588	0.99	13.2	7.6	0.05637	0.03226	11244	11211	1.0	14.9	7.9	0.06332	0.03372
7_10_8	0.58	3192	3152	0.99	12.0	7.2	0.05137	0.03089	14436	14363	0.99	14.2	7.9	0.0607	0.03349
7_10_8	0.5	4113	4030	0.98	10.6	6.9	0.04537	0.02938	18549	18393	0.99	13.4	7.8	0.05734	0.03324
7_10_8	0.42	5519	5292	0.96	9.1	6.3	0.03943	0.02742	24068	23685	0.98	12.5	7.7	0.05334	0.03289
7_10_8	0.33	7639	6897	0.9	7.6	5.6	0.03319	0.02456	31707	30582	0.96	11.4	7.6	0.04879	0.03232
7_10_8	0.25	11732	9583	0.82	5.9	4.7	0.0267	0.02123	43439	40165	0.92	10.0	7.4	0.04352	0.03149
7_10_8	0.17	21249	14228	0.67	4.2	3.6	0.02004	0.01694	64688	54393	0.84	8.5	7.1	0.03738	0.03023
7_10_8	0.08	71494	3766	0.05	2.2	2.5	0.01107	0.01399	136182	58159	0.43	8.1	7.0	0.03568	0.03015
5_10_10	1.0	2040	2039	1.0	16.4	8.1	0.06993	0.03443	2040	2039	1.0	16.4	8.1	0.06993	0.03443
5_10_10	0.92	2396	2392	1.0	16.3	8.0	0.06937	0.03409	4436	4431	1.0	16.4	8.1	0.06963	0.03425
5_10_10	0.83	2400	2398	1.0	15.6	8.2	0.06666	0.03486	6836	6829	1.0	16.1	8.1	0.06859	0.03449
5_10_10	0.75	2561	2551	1.0	14.3	7.9	0.0612	0.03376	9397	9380	1.0	15.6	8.1	0.06658	0.03445
5_10_10	0.67	2905	2889	0.99	13.3	7.8	0.05671	0.03319	12302	12269	1.0	15.1	8.1	0.06425	0.03441
5_10_10	0.58	3528	3484	0.99	12.2	7.4	0.05244	0.03182	15830	15753	1.0	14.4	8.0	0.06164	0.03421
5_10_10	0.5	4485	4395	0.98	10.8	7.2	0.04649	0.03109	20315	20148	0.99	13.7	8.0	0.05834	0.03413
5_10_10	0.42	5861	5599	0.96	9.2	6.4	0.03997	0.02784	26176	25747	0.98	12.7	7.9	0.05434	0.03373
5_10_10	0.33	7935	7153	0.9	7.7	5.7	0.03394	0.02529	34111	32900	0.96	11.6	7.7	0.04991	0.03317
5_10_10	0.25	12497	10247	0.82	6.0	4.7	0.02752	0.02213	46608	43147	0.93	10.3	7.5	0.04459	0.03234
5_10_10	0.17	21893	14688	0.67	4.3	3.7	0.02084	0.01788	68501	57835	0.84	8.7	7.2	0.03856	0.03112
5_10_10	0.08	75335	3553	0.05	2.1	2.4	0.01053	0.01326	143836	61388	0.43	8.4	7.2	0.03693	0.03107
7_15_6	1.0	1977	1974	1.0	16.0	7.9	0.06777	0.03351	1977	1974	1.0	16.0	7.9	0.06777	0.03351
7_15_6	0.92	1959	1956	1.0	16.2	7.8	0.06878	0.03339	3936	3930	1.0	16.1	7.9	0.06827	0.03345
7_15_6	0.83	1995	1994	1.0	15.0	7.8	0.06403	0.03355	5931	5924	1.0	15.7	7.9	0.06684	0.03354
7_15_6	0.75	2160	2147	0.99	13.9	7.8	0.05951	0.03307	8091	8071	1.0	15.2	7.9	0.06489	0.03357
7_15_6	0.67	2502	2484	0.99	13.0	7.5	0.05557	0.03205	10593	10555	1.0	14.7	7.9	0.0627	0.03345
7_15_6	0.58	3040	3003	0.99	11.8	7.1	0.05065	0.03053	13633	13558	0.99	14.1	7.8	0.06003	0.03321
7_15_6	0.5	3986	3906	0.98	10.3	6.8	0.04423	0.02907	17619	17464	0.99	13.2	7.7	0.0565	0.03299
7_15_6	0.42	5503	5267	0.96	8.9	6.3	0.03868	0.02705	23122	22731	0.98	12.2	7.6	0.05237	0.03259
7_15_6	0.33	7636	6865	0.9	7.3	5.4	0.0321	0.02398	30758	29596	0.96	11.1	7.5	0.04767	0.03197
7_15_6	0.25	11795	9599	0.81	5.7	4.6	0.02589	0.02087	42553	39195	0.92	9.8	7.3	0.04233	0.03109
7_15_6	0.17	21791	14398	0.66	4.1	3.5	0.01922	0.01684	64344	53593	0.83	8.2	6.9	0.03612	0.0298
7_15_6	0.08	76207	4415	0.06	2.5	3.1	0.01293	0.01786	140551	58008	0.41	7.8	6.9	0.03436	0.0297
7_10_4	1.0	1902	1900	1.0	15.2	7.4	0.06484	0.03149	1902	1900	1.0	15.2	7.4	0.06484	0.03149
7_10_4	0.92	1950	1948	1.0	15.2	7.4	0.06468	0.03149	3852	3848	1.0	15.2	7.4	0.06476	0.03149
7_10_4	0.83	2002	2001	1.0	14.1	7.3	0.06024	0.03124	5854	5849	1.0	14.8	7.4	0.06321	0.03147
7_10_4	0.75	2145	2132	0.99	13.0	7.2	0.05554	0.03064	7999	7981	1.0	14.4	7.4	0.06116	0.03143
7_10_4	0.67	2485	2468	0.99	12.2	7.1	0.05215	0.03037	10484	10449	1.0	13.9	7.4	0.05903	0.03142
7_10_4	0.58	3030	2988	0.99	10.9	6.5	0.04647	0.02766	13514	13437	0.99	13.2	7.3	0.05624	0.03106
7_10_4	0.5	3945	3854	0.98	9.5	6.3	0.04071	0.0271	17459	17291	0.99	12.4	7.3	0.05278	0.03091
7_10_4	0.42	5482	5209	0.95	8.2	5.6	0.03525	0.02439	22941	22500	0.98	11.4	7.1	0.04872	0.03044
7_10_4	0.33	7763	6914	0.89	6.7	5.0	0.02926	0.0221	30704	29414	0.96	10.3	7.0	0.04415	0.02986
7_10_4	0.25	12306	9910	0.81	5.2	4.2	0.02335	0.01843	43010	39324	0.91	9.0	6.8	0.03891	0.02888
7_10_4	0.17	23235	15005	0.65	3.7	3.1	0.01721	0.0145	66245	54329	0.82	7.5	6.4	0.03291	0.02749
7_10_4	0.08	85190	4865	0.06	2.4	2.9	0.01211	0.01505	151435	59194	0.39	7.1	6.4	0.0312	0.02729
7_15_4	1.0	1873	1869	1.0	15.4	7.5	0.06529	0.03201	1873	1869	1.0	15.4	7.5	0.06529	0.03201
7_15_4	0.92	1840	1838	1.0	15.5	7.6	0.0659	0.03232	3713	3707	1.0	15.4	7.6	0.06559	0.03216
7_15_4	0.83	1903	1902	1.0	14.3	7.6	0.06105	0.03233	5616	5609	1.0	15.0	7.6	0.06405	0.03229
7_15_4	0.75	2079	2068	0.99	13.4	7.5	0.05707	0.03201	7695	7677	1.0	14.6	7.6	0.06217	0.03236
7_15_4	0.67	2381	2363	0.99	12.5	7.5	0.05338	0.03194	10076	10040	1.0	14.1	7.6	0.0601	0.03248
7_15_4	0.58	2950	2909	0.99	11.1	6.7	0.04753	0.02878	13026	12949	0.99	13.4	7.5	0.05728	0.03211
7_15_4	0.5	3966	3879	0.98	9.8	6.6	0.04221	0.02829	16992	16828	0.99	12.6	7.5	0.0538	0.03191
7_15_4	0.42	5447	5190	0.95	8.4	5.9	0.0362	0.02562	22439	22018	0.98	11.6	7.4	0.04965	0.03144
7_15_4	0.33	7704	6862	0.89	6.8	5.1	0.02983	0.02265	30143	28880	0.96	10.5	7.2	0.04494	0.03077
7_15_4	0.25	12168	9822	0.81	5.3	4.4	0.02391	0.01948	42311	38702	0.91	9.2	7.0	0.03961	0.02978
7_15_4	0.17	23271	15061	0.65	3.8	3.4	0.01778	0.01598	65582	53763	0.82	7.7	6.6	0.03349	0.02839
7_15_4	0.08	85118	5216	0.06	2.7	3.3	0.01363	0.01822	150700	58979	0.39	7.2	6.6	0.03174	0.02821
5_10_6	1.0	1955	1954	1.0	16.0	7.8	0.06794	0.03331	1955	1954	1.0	16.0	7.8	0.06794	0.03331
5_10_6	0.92	2331	2325	1.0	15.8	7.6	0.06719	0.03254	4286	4279	1.0	15.9	7.7	0.06753	0.03289
5_10_6	0.83	2348	2346	1.0	15.0	7.6	0.06398	0.03256	6634	6625	1.0	15.6	7.7	0.06627	0.03281
5_10_6	0.75	2490	2476	0.99	13.6	7.5	0.058	0.03202	9124	9101	1.0	15.0	7.7	0.06402	0.03281
5_10_6	0.67	2853	2836	0.99	12.6	7.2	0.05373	0.03088	11977	11937	1.0	14.4	7.7	0.06158	0.03265
5_10_6	0.58	3464	3416	0.99	11.5	7.0	0.04929	0.02969	15441	15353	0.99	13.8	7.6	0.05884	0.03242
5_10_6	0.5	4340	4247	0.98	9.9	6.5	0.04238	0.02781	19781	19600	0.99	12.9	7.5	0.05528	0.0322
5_10_6	0.42	5922	5643	0.95	8.6	6.0	0.03746	0.02585	25703	25243	0.98	12.0	7.4	0.05129	0.03177
5_10_6	0.33	8088	7249	0.9	7.1	5.2	0.03123	0.02297	33791	32492	0.96	10.9	7.3	0.04682	0.03117
5_10_6	0.25	12915	10459	0.81	5.5	4.3	0.0251	0.01954	46706	42951	0.92	9.6	7.1	0.04153	0.03025
5_10_6	0.17	23289	15337	0.66	3.9	3.3	0.01869	0.01556	69995	58288	0.83	8.1	6.8	0.03552	0.02897
5_10_6	0.08	83451	4049	0.05	2.2	2.5	0.0109	0.0138	153446	62337	0.41	7.7	6.7	0.03392	0.02888
7_10_6	1.0	2045	2043	1.0	15.9	7.8	0.06775	0.03311	2045	2043	1.0	15.9	7.8	0.06775	0.03311
7_10_6	0.92	2068	2066	1.0	15.8	7.7	0.06738	0.03263	4113	4109	1.0	15.9	7.7	0.06756	0.03287
7_10_6	0.83	2090	2089	1.0	14.7	7.5	0.06262	0.0321	6203	6198	1.0	15.5	7.7	0.0659	0.03269
7_10_6	0.75	2257	2246	1.0	13.7	7.7	0.05863	0.03262	8460	8444	1.0	15.0	7.7	0.06397	0.03283
7_10_6	0.67	2596	2579	0.99	12.7	7.3	0.05452	0.03111	11056	11023	1.0	14.5	7.7	0.06176	0.03268
7_10_6	0.58	3118	3077	0.99	11.6	6.9	0.04969	0.02949	14174	14100	0.99	13.9	7.6	0.05912	0.0324
