Name	PropCovLoci	NoLoci	Polymorphic	PropPolymorphic	AvSNPCount	SDSNPCount	AvSNPdensity	SDSNPdensity	AvHet	SDHet	CummNoLoci	CummPolymorphic	CummPropPolymorphic	CummAvSNPCount	CummSDSNPCount	CummAvSNPdensity	CummSDSNPdensity	CummAvHet	CummSDHet
3_7_20	1.0	39	39	1.0	11.6	2.7	0.04946	0.01152	0.06183	0.03952	39	39	1.0	11.6	2.7	0.04946	0.01152	0.06183	0.03952
3_7_20	0.92	52	52	1.0	12.2	2.7	0.05294	0.01264	0.05198	0.02702	91	91	1.0	11.9	2.7	0.05145	0.01223	0.0562	0.03312
3_7_20	0.83	192	192	1.0	11.6	3.1	0.04957	0.01333	0.07357	0.05165	283	283	1.0	11.7	2.9	0.05018	0.01299	0.06798	0.04715
3_7_20	0.75	362	361	1.0	11.3	3.1	0.04835	0.01347	0.08066	0.04929	645	644	1.0	11.5	3.0	0.04915	0.01329	0.07509	0.04873
3_7_20	0.67	628	628	1.0	10.8	3.5	0.04632	0.0152	0.08162	0.06268	1273	1272	1.0	11.1	3.3	0.04776	0.01433	0.07831	0.05613
3_7_20	0.58	1008	1008	1.0	10.8	3.2	0.04668	0.01441	0.0764	0.06064	2281	2280	1.0	11.0	3.3	0.04728	0.01437	0.07747	0.05816
3_7_20	0.5	1682	1676	1.0	10.1	3.6	0.04349	0.01556	0.07739	0.07087	3963	3956	1.0	10.6	3.4	0.04568	0.015	0.07743	0.06384
3_7_20	0.42	2859	2842	0.99	9.5	3.7	0.04122	0.01633	0.07429	0.0762	6822	6798	1.0	10.2	3.6	0.04381	0.01572	0.07612	0.06929
3_7_20	0.33	4827	4768	0.99	8.6	3.9	0.03748	0.01744	0.06997	0.0898	11649	11566	0.99	9.5	3.8	0.0412	0.01674	0.07359	0.07846
3_7_20	0.25	9541	9255	0.97	7.3	4.0	0.03235	0.01793	0.07073	0.11186	21190	20821	0.98	8.5	4.1	0.03727	0.01783	0.07231	0.09478
3_7_20	0.17	26518	23250	0.88	5.2	3.7	0.02334	0.01719	0.07304	0.15635	47708	44071	0.92	6.8	4.2	0.02992	0.01883	0.0727	0.13092
3_7_20	0.08	113556	6125	0.05	2.0	1.9	0.0092	0.00919	1.0	0.0	161264	50196	0.31	6.2	4.3	0.02739	0.01917	0.18585	0.32737
3_10_20	1.0	43	43	1.0	11.7	2.6	0.04931	0.01114	0.05755	0.04116	43	43	1.0	11.7	2.6	0.04931	0.01114	0.05755	0.04116
3_10_20	0.92	61	61	1.0	12.0	3.0	0.05226	0.01318	0.06136	0.04355	104	104	1.0	11.9	2.8	0.05104	0.01241	0.05978	0.04242
3_10_20	0.83	192	192	1.0	11.5	3.0	0.049	0.0132	0.07578	0.0543	296	296	1.0	11.6	3.0	0.04972	0.01294	0.07016	0.05095
3_10_20	0.75	351	349	0.99	11.3	3.1	0.04842	0.01333	0.0797	0.04646	647	645	1.0	11.5	3.0	0.04902	0.01316	0.07533	0.04877
3_10_20	0.67	598	597	1.0	10.9	3.4	0.04665	0.0149	0.08131	0.06415	1245	1242	1.0	11.2	3.2	0.04788	0.01406	0.0782	0.05674
3_10_20	0.58	979	979	1.0	10.8	3.2	0.04642	0.01422	0.07711	0.06354	2224	2221	1.0	11.0	3.2	0.04723	0.01415	0.07772	0.05982
3_10_20	0.5	1650	1647	1.0	10.1	3.6	0.04334	0.01558	0.07761	0.06958	3874	3868	1.0	10.6	3.4	0.04558	0.0149	0.07768	0.06415
3_10_20	0.42	2827	2811	0.99	9.5	3.7	0.04112	0.01645	0.07474	0.07813	6701	6679	1.0	10.2	3.6	0.0437	0.01573	0.07644	0.07038
3_10_20	0.33	4785	4726	0.99	8.6	3.9	0.0374	0.01744	0.07145	0.09081	11486	11405	0.99	9.5	3.8	0.04109	0.01675	0.07437	0.07952
3_10_20	0.25	9500	9214	0.97	7.3	4.0	0.03239	0.01809	0.07237	0.11365	20986	20619	0.98	8.5	4.1	0.0372	0.01789	0.07348	0.09628
3_10_20	0.17	26238	22939	0.87	5.1	3.7	0.02329	0.01718	0.07585	0.1588	47224	43558	0.92	6.7	4.2	0.02987	0.01885	0.07473	0.13293
3_10_20	0.08	114321	6307	0.06	2.1	2.1	0.00963	0.01038	1.0	0.0	161545	49865	0.31	6.2	4.3	0.02731	0.01922	0.19176	0.3317
3_12_16	1.0	41	41	1.0	11.5	2.7	0.04906	0.01178	0.06461	0.06623	41	41	1.0	11.5	2.7	0.04906	0.01178	0.06461	0.06623
3_12_16	0.92	60	60	1.0	12.2	2.6	0.05331	0.01192	0.05284	0.02863	101	101	1.0	12.0	2.7	0.05158	0.01199	0.05762	0.04766
3_12_16	0.83	189	188	0.99	11.6	3.1	0.04951	0.01368	0.07184	0.04287	290	289	1.0	11.7	3.0	0.05023	0.01313	0.06687	0.04504
3_12_16	0.75	354	354	1.0	11.4	3.0	0.04878	0.0132	0.08016	0.04778	644	643	1.0	11.5	3.0	0.04943	0.01318	0.07419	0.047
3_12_16	0.67	597	596	1.0	10.8	3.4	0.04643	0.01495	0.08041	0.06228	1241	1239	1.0	11.2	3.2	0.04799	0.01413	0.07718	0.05495
3_12_16	0.58	997	997	1.0	10.8	3.3	0.04625	0.01451	0.07765	0.06169	2238	2236	1.0	11.0	3.3	0.04721	0.01433	0.07739	0.05804
3_12_16	0.5	1683	1679	1.0	10.0	3.6	0.04309	0.01572	0.07798	0.07398	3921	3915	1.0	10.6	3.5	0.04545	0.01508	0.07765	0.06535
3_12_16	0.42	2820	2804	0.99	9.5	3.7	0.04121	0.01643	0.07486	0.07509	6741	6719	1.0	10.2	3.6	0.04368	0.01579	0.07648	0.06959
3_12_16	0.33	4763	4707	0.99	8.6	3.9	0.03754	0.01746	0.07093	0.08818	11504	11426	0.99	9.5	3.8	0.04115	0.01677	0.0742	0.07783
3_12_16	0.25	9649	9350	0.97	7.4	4.0	0.03253	0.01805	0.07263	0.11269	21153	20776	0.98	8.5	4.1	0.03727	0.01788	0.07349	0.09511
3_12_16	0.17	26603	23282	0.88	5.2	3.7	0.02328	0.01709	0.07766	0.1608	47756	44058	0.92	6.8	4.2	0.02988	0.01881	0.07569	0.13392
3_12_16	0.08	115249	6418	0.06	2.1	2.2	0.01	0.01147	1.0	0.0	163005	50476	0.31	6.2	4.3	0.02735	0.01922	0.19322	0.33237
3_8_20	1.0	44	44	1.0	11.5	2.8	0.04874	0.01209	0.06269	0.04224	44	44	1.0	11.5	2.8	0.04874	0.01209	0.06269	0.04224
3_8_20	0.92	56	56	1.0	12.0	2.8	0.05168	0.01332	0.05301	0.02973	100	100	1.0	11.8	2.8	0.05039	0.01281	0.05727	0.03591
3_8_20	0.83	195	195	1.0	11.7	3.0	0.04998	0.01297	0.07535	0.05472	295	295	1.0	11.7	2.9	0.05012	0.0129	0.06922	0.04984
3_8_20	0.75	356	356	1.0	11.3	3.1	0.04811	0.01351	0.08053	0.0487	651	651	1.0	11.5	3.0	0.04902	0.01327	0.0754	0.0495
3_8_20	0.67	610	609	1.0	10.8	3.5	0.04646	0.01517	0.07958	0.06048	1261	1260	1.0	11.2	3.3	0.04778	0.01427	0.07742	0.0551
3_8_20	0.58	1004	1004	1.0	10.8	3.2	0.04645	0.01403	0.07532	0.05978	2265	2264	1.0	11.0	3.2	0.04719	0.01418	0.07649	0.05722
3_8_20	0.5	1704	1700	1.0	10.1	3.6	0.04337	0.01556	0.07712	0.06821	3969	3964	1.0	10.6	3.4	0.04555	0.0149	0.07676	0.06216
3_8_20	0.42	2810	2790	0.99	9.6	3.7	0.04127	0.0164	0.0736	0.07876	6779	6754	1.0	10.2	3.6	0.04379	0.01568	0.07546	0.06951
3_8_20	0.33	4812	4760	0.99	8.6	3.9	0.03754	0.01757	0.07032	0.09113	11591	11514	0.99	9.5	3.8	0.0412	0.01677	0.07333	0.07921
3_8_20	0.25	9512	9231	0.97	7.3	4.0	0.03237	0.018	0.07193	0.11323	21103	20745	0.98	8.5	4.1	0.03727	0.01787	0.07271	0.09585
3_8_20	0.17	26388	23101	0.88	5.1	3.7	0.02321	0.01714	0.07409	0.15761	47491	43846	0.92	6.7	4.2	0.02986	0.01885	0.07344	0.13204
3_8_20	0.08	113759	6188	0.05	2.0	1.9	0.00934	0.00959	1.0	0.0	161250	50034	0.31	6.2	4.3	0.02733	0.01919	0.18803	0.32913
3_7_15	1.0	38	38	1.0	11.6	2.7	0.04939	0.01168	0.06352	0.03874	38	38	1.0	11.6	2.7	0.04939	0.01168	0.06352	0.03874
3_7_15	0.92	52	52	1.0	12.2	2.7	0.05287	0.01236	0.0535	0.03327	90	90	1.0	11.9	2.7	0.0514	0.01213	0.05773	0.03582
3_7_15	0.83	194	194	1.0	11.6	3.0	0.04956	0.01319	0.07419	0.05033	284	284	1.0	11.7	2.9	0.05014	0.01287	0.06897	0.04679
3_7_15	0.75	361	361	1.0	11.3	3.1	0.04837	0.01362	0.08139	0.05198	645	645	1.0	11.5	3.0	0.04915	0.01332	0.07593	0.05011
3_7_15	0.67	643	643	1.0	10.8	3.5	0.04636	0.01503	0.08132	0.06145	1288	1288	1.0	11.2	3.3	0.04776	0.01426	0.07862	0.0561
3_7_15	0.58	1019	1019	1.0	10.8	3.2	0.04669	0.01427	0.07678	0.06219	2307	2307	1.0	11.0	3.3	0.04729	0.01427	0.0778	0.05886
3_7_15	0.5	1715	1709	1.0	10.1	3.6	0.04347	0.0156	0.07662	0.0706	4022	4016	1.0	10.6	3.4	0.04566	0.01497	0.0773	0.06411
3_7_15	0.42	2884	2867	0.99	9.5	3.7	0.04121	0.01642	0.0732	0.07642	6906	6883	1.0	10.2	3.6	0.04381	0.01574	0.07559	0.06953
3_7_15	0.33	4928	4869	0.99	8.7	3.9	0.03775	0.01752	0.06991	0.0891	11834	11752	0.99	9.5	3.8	0.0413	0.01677	0.07324	0.07828
3_7_15	0.25	9764	9471	0.97	7.4	4.0	0.03257	0.01809	0.07029	0.11133	21598	21223	0.98	8.6	4.1	0.0374	0.01791	0.07192	0.09448
3_7_15	0.17	26894	23573	0.88	5.2	3.7	0.02342	0.01715	0.07318	0.15743	48492	44796	0.92	6.8	4.2	0.03005	0.01885	0.07259	0.13142
3_7_15	0.08	114768	6195	0.05	2.0	1.9	0.00923	0.00932	1.0	0.0	163260	50991	0.31	6.2	4.3	0.02752	0.01921	0.18526	0.32707
3_15_20	1.0	49	49	1.0	11.8	2.5	0.05022	0.011	0.05765	0.04102	49	49	1.0	11.8	2.5	0.05022	0.011	0.05765	0.04102
3_15_20	0.92	56	56	1.0	12.0	3.0	0.05219	0.01353	0.06079	0.03303	105	105	1.0	11.9	2.7	0.05127	0.0124	0.05932	0.03683
3_15_20	0.83	187	186	0.99	11.3	3.5	0.04835	0.015	0.07618	0.05309	292	291	1.0	11.5	3.2	0.0494	0.01416	0.0701	0.04848
3_15_20	0.75	345	345	1.0	11.2	3.1	0.04799	0.01349	0.07961	0.05072	637	636	1.0	11.4	3.2	0.04864	0.01381	0.07526	0.04989
3_15_20	0.67	589	588	1.0	10.9	3.4	0.04668	0.01484	0.08087	0.06361	1226	1224	1.0	11.1	3.3	0.0477	0.01434	0.07795	0.05694
3_15_20	0.58	974	974	1.0	10.7	3.3	0.04614	0.01488	0.07806	0.06499	2200	2198	1.0	11.0	3.3	0.04701	0.0146	0.078	0.06063
3_15_20	0.5	1634	1627	1.0	10.1	3.6	0.04323	0.01565	0.08018	0.07406	3834	3825	1.0	10.6	3.5	0.0454	0.01517	0.07893	0.06667
3_15_20	0.42	2804	2784	0.99	9.6	3.7	0.04138	0.01637	0.07399	0.07443	6638	6609	1.0	10.2	3.6	0.04371	0.01581	0.07685	0.07008
3_15_20	0.33	4756	4701	0.99	8.6	3.9	0.03733	0.0175	0.07249	0.09226	11394	11310	0.99	9.5	3.8	0.04106	0.01683	0.07503	0.08007
3_15_20	0.25	9617	9320	0.97	7.3	4.0	0.03219	0.01804	0.07398	0.11594	21011	20630	0.98	8.5	4.1	0.03705	0.01794	0.07456	0.09792
3_15_20	0.17	26429	23129	0.88	5.1	3.7	0.02316	0.01698	0.07789	0.1607	47440	43759	0.92	6.7	4.2	0.02971	0.01876	0.07632	0.1348
3_15_20	0.08	115712	6526	0.06	2.2	2.3	0.01017	0.01194	1.0	0.0	163152	50285	0.31	6.1	4.3	0.02717	0.01918	0.1962	0.33492
3_10_16	1.0	43	43	1.0	11.5	2.7	0.04846	0.01177	0.05948	0.03969	43	43	1.0	11.5	2.7	0.04846	0.01177	0.05948	0.03969
3_10_16	0.92	55	55	1.0	12.2	2.8	0.05311	0.01256	0.05992	0.04117	98	98	1.0	11.9	2.8	0.05107	0.01238	0.05973	0.04032
3_10_16	0.83	190	190	1.0	11.6	3.0	0.04944	0.01292	0.07596	0.05389	288	288	1.0	11.7	2.9	0.04999	0.01274	0.07044	0.05021
3_10_16	0.75	360	359	1.0	11.3	3.1	0.04847	0.01336	0.08007	0.04752	648	647	1.0	11.5	3.0	0.04915	0.0131	0.07578	0.04893
3_10_16	0.67	606	605	1.0	10.9	3.4	0.04665	0.01477	0.0818	0.06323	1254	1252	1.0	11.2	3.2	0.04794	0.01398	0.07869	0.05635
3_10_16	0.58	987	987	1.0	10.8	3.2	0.04648	0.01428	0.07806	0.06473	2241	2239	1.0	11.0	3.2	0.0473	0.01413	0.07841	0.06018
3_10_16	0.5	1667	1664	1.0	10.1	3.6	0.04348	0.01571	0.07802	0.07027	3908	3903	1.0	10.6	3.4	0.04567	0.01494	0.07825	0.06466
3_10_16	0.42	2828	2810	0.99	9.5	3.7	0.04112	0.01637	0.07408	0.07661	6736	6713	1.0	10.2	3.6	0.04376	0.01572	0.0765	0.06994
3_10_16	0.33	4828	4771	0.99	8.6	4.0	0.03743	0.0175	0.07085	0.0905	11564	11484	0.99	9.5	3.8	0.04113	0.01678	0.07415	0.07918
3_10_16	0.25	9584	9291	0.97	7.3	4.0	0.03243	0.01807	0.07223	0.1129	21148	20775	0.98	8.5	4.1	0.03724	0.0179	0.07329	0.09574
3_10_16	0.17	26512	23183	0.87	5.1	3.7	0.02327	0.01714	0.07532	0.15852	47660	43958	0.92	6.7	4.2	0.02987	0.01884	0.07436	0.13261
3_10_16	0.08	115016	6362	0.06	2.1	2.1	0.00965	0.01038	1.0	0.0	162676	50320	0.31	6.2	4.3	0.02731	0.01921	0.19139	0.33165
3_2_20	1.0	47	47	1.0	12.3	2.9	0.05267	0.01279	0.05549	0.03874	47	47	1.0	12.3	2.9	0.05267	0.01279	0.05549	0.03874
3_2_20	0.92	87	87	1.0	12.9	2.9	0.05539	0.01307	0.06133	0.03711	134	134	1.0	12.7	2.9	0.05444	0.01299	0.05928	0.03765
3_2_20	0.83	243	243	1.0	12.0	3.5	0.05171	0.01524	0.07817	0.07056	377	377	1.0	12.3	3.3	0.05268	0.01452	0.07146	0.06155
3_2_20	0.75	445	444	1.0	12.0	3.3	0.05137	0.01416	0.07824	0.05015	822	821	1.0	12.1	3.3	0.05197	0.01433	0.07513	0.05574
3_2_20	0.67	819	818	1.0	11.6	3.6	0.04993	0.01627	0.07407	0.05603	1641	1639	1.0	11.9	3.5	0.05095	0.01536	0.0746	0.05587
3_2_20	0.58	1310	1310	1.0	11.4	3.5	0.04894	0.01536	0.07053	0.05814	2951	2949	1.0	11.7	3.5	0.05006	0.01539	0.07279	0.05692
3_2_20	0.5	2195	2192	1.0	10.6	3.8	0.04559	0.01651	0.07132	0.06656	5146	5141	1.0	11.2	3.7	0.04815	0.01603	0.07216	0.06121
3_2_20	0.42	3501	3486	1.0	10.0	4.0	0.04337	0.01748	0.06707	0.07333	8647	8627	1.0	10.7	3.8	0.04622	0.01679	0.07011	0.06642
3_2_20	0.33	5783	5728	0.99	9.0	4.1	0.03923	0.01838	0.06185	0.08103	14430	14355	0.99	10.0	4.0	0.04343	0.01777	0.06681	0.07271
3_2_20	0.25	10709	10408	0.97	7.6	4.2	0.03354	0.01896	0.06237	0.10446	25139	24763	0.99	9.0	4.3	0.03928	0.01892	0.06494	0.0875
3_2_20	0.17	27684	24331	0.88	5.2	3.8	0.02367	0.01772	0.06347	0.14607	52823	49094	0.93	7.1	4.5	0.03154	0.01993	0.06421	0.12015
3_2_20	0.08	115230	5213	0.05	1.6	1.3	0.00716	0.0058	1.0	0.0	168053	54307	0.32	6.6	4.6	0.0292	0.02034	0.15404	0.2984
3_12_12	1.0	37	37	1.0	11.2	2.5	0.04786	0.01071	0.0675	0.06889	37	37	1.0	11.2	2.5	0.04786	0.01071	0.0675	0.06889
3_12_12	0.92	49	49	1.0	11.5	2.5	0.04953	0.01159	0.05075	0.03415	86	86	1.0	11.4	2.5	0.04881	0.01119	0.05796	0.05233
3_12_12	0.83	155	155	1.0	10.7	3.0	0.0455	0.01308	0.07602	0.05762	241	241	1.0	10.9	2.8	0.04668	0.01252	0.06958	0.05635
3_12_12	0.75	306	306	1.0	10.8	2.9	0.04593	0.0127	0.08381	0.05307	547	547	1.0	10.8	2.9	0.04626	0.01261	0.07754	0.05495
3_12_12	0.67	553	552	1.0	10.3	3.2	0.04406	0.01406	0.08366	0.06645	1100	1099	1.0	10.6	3.1	0.04516	0.0134	0.08062	0.06104
3_12_12	0.58	898	896	1.0	10.2	3.0	0.04364	0.01316	0.07919	0.06963	1998	1995	1.0	10.4	3.0	0.04448	0.01331	0.07998	0.06503
3_12_12	0.5	1547	1542	1.0	9.5	3.4	0.04074	0.01447	0.07869	0.07488	3545	3537	1.0	10.0	3.2	0.04285	0.01395	0.07942	0.06949
3_12_12	0.42	2626	2610	0.99	9.0	3.5	0.03901	0.01538	0.07431	0.07521	6171	6147	1.0	9.6	3.4	0.04122	0.0147	0.07725	0.07201
3_12_12	0.33	4616	4557	0.99	8.2	3.7	0.03557	0.01631	0.07247	0.09012	10787	10704	0.99	9.0	3.6	0.03881	0.01565	0.07521	0.08025
3_12_12	0.25	9611	9311	0.97	7.1	3.8	0.03123	0.01692	0.07316	0.11278	20398	20015	0.98	8.1	3.8	0.03529	0.01669	0.07426	0.09676
3_12_12	0.17	26960	23525	0.87	5.0	3.5	0.02237	0.01591	0.07751	0.16062	47358	43540	0.92	6.4	3.9	0.0283	0.0175	0.07602	0.13508
3_12_12	0.08	118929	6636	0.06	2.1	2.1	0.00991	0.01118	1.0	0.0	166287	50176	0.3	5.8	4.0	0.02587	0.01792	0.19822	0.33736
3_10_15	1.0	40	40	1.0	11.8	2.5	0.04967	0.0109	0.05891	0.03948	40	40	1.0	11.8	2.5	0.04967	0.0109	0.05891	0.03948
3_10_15	0.92	59	59	1.0	12.2	2.9	0.05278	0.01281	0.06147	0.04393	99	99	1.0	12.0	2.7	0.05153	0.01212	0.06044	0.042
3_10_15	0.83	191	191	1.0	11.5	3.1	0.04904	0.01343	0.07511	0.0533	290	290	1.0	11.7	3.0	0.04989	0.01303	0.0701	0.05015
3_10_15	0.75	356	354	0.99	11.2	3.1	0.04804	0.01351	0.07977	0.04756	646	644	1.0	11.4	3.1	0.04887	0.01332	0.07542	0.04894
3_10_15	0.67	612	611	1.0	10.9	3.4	0.04669	0.01478	0.0828	0.06364	1258	1255	1.0	11.2	3.2	0.04781	0.01409	0.07901	0.05667
3_10_15	0.58	1010	1010	1.0	10.7	3.2	0.04622	0.01435	0.07884	0.06581	2268	2265	1.0	11.0	3.2	0.0471	0.01422	0.07893	0.0609
3_10_15	0.5	1673	1670	1.0	10.1	3.6	0.04342	0.01574	0.07764	0.07001	3941	3935	1.0	10.6	3.4	0.04554	0.015	0.07839	0.06492
3_10_15	0.42	2830	2814	0.99	9.5	3.7	0.04115	0.01639	0.07351	0.07544	6771	6749	1.0	10.2	3.6	0.04371	0.01574	0.07635	0.06953
3_10_15	0.33	4857	4797	0.99	8.6	3.9	0.03725	0.01737	0.0712	0.09138	11628	11546	0.99	9.5	3.8	0.04102	0.01674	0.07421	0.07938
3_10_15	0.25	9676	9380	0.97	7.3	4.0	0.03252	0.01814	0.0721	0.11259	21304	20926	0.98	8.5	4.1	0.03721	0.01789	0.07327	0.09571
3_10_15	0.17	26715	23361	0.87	5.2	3.7	0.0233	0.01717	0.07591	0.15895	48019	44287	0.92	6.7	4.2	0.02987	0.01884	0.07466	0.13287
3_10_15	0.08	115454	6378	0.06	2.1	2.0	0.00965	0.01043	1.0	0.0	163473	50665	0.31	6.2	4.3	0.02733	0.01921	0.19115	0.33114
3_5_20	1.0	41	41	1.0	11.6	2.7	0.04929	0.01177	0.06092	0.03527	41	41	1.0	11.6	2.7	0.04929	0.01177	0.06092	0.03527
3_5_20	0.92	48	48	1.0	11.8	2.8	0.05131	0.01325	0.05729	0.03302	89	89	1.0	11.7	2.7	0.05038	0.01256	0.05896	0.03393
3_5_20	0.83	196	196	1.0	11.7	3.0	0.04986	0.01292	0.07798	0.05743	285	285	1.0	11.7	2.9	0.05002	0.01279	0.07204	0.05195
3_5_20	0.75	366	366	1.0	11.3	3.2	0.04829	0.01375	0.07811	0.0473	651	651	1.0	11.5	3.1	0.04905	0.01335	0.07545	0.04944
3_5_20	0.67	620	620	1.0	10.8	3.4	0.04609	0.01487	0.08002	0.05946	1271	1271	1.0	11.1	3.3	0.04761	0.01418	0.07768	0.05459
3_5_20	0.58	1013	1013	1.0	10.8	3.3	0.04662	0.01447	0.07533	0.06053	2284	2284	1.0	11.0	3.3	0.04717	0.01432	0.07664	0.0573
3_5_20	0.5	1768	1765	1.0	10.1	3.5	0.0435	0.01537	0.07539	0.06696	4052	4049	1.0	10.6	3.4	0.04557	0.01489	0.07609	0.06169
3_5_20	0.42	2915	2899	0.99	9.6	3.7	0.04157	0.01635	0.07204	0.07482	6967	6948	1.0	10.2	3.6	0.0439	0.01564	0.0744	0.0675
3_5_20	0.33	5008	4958	0.99	8.6	3.9	0.03768	0.01755	0.06727	0.08716	11975	11906	0.99	9.5	3.8	0.04131	0.01675	0.07143	0.07639
3_5_20	0.25	9801	9518	0.97	7.4	4.0	0.03253	0.01802	0.0693	0.11059	21776	21424	0.98	8.6	4.1	0.03741	0.01787	0.07049	0.09315
3_5_20	0.17	26558	23286	0.88	5.1	3.7	0.02333	0.01721	0.07106	0.15455	48334	44710	0.93	6.8	4.2	0.03007	0.01888	0.07079	0.12883
3_5_20	0.08	113694	5934	0.05	1.9	1.7	0.00869	0.0081	1.0	0.0	162028	50644	0.31	6.2	4.3	0.02757	0.01923	0.17966	0.32244
3_8_15	1.0	40	40	1.0	11.6	2.7	0.04904	0.01183	0.06382	0.04845	40	40	1.0	11.6	2.7	0.04904	0.01183	0.06382	0.04845
3_8_15	0.92	53	53	1.0	12.2	2.8	0.05253	0.01263	0.05664	0.03286	93	93	1.0	11.9	2.7	0.05103	0.01235	0.05973	0.04023
3_8_15	0.83	190	190	1.0	11.6	3.1	0.04961	0.01336	0.07383	0.05117	283	283	1.0	11.7	3.0	0.05008	0.01303	0.0692	0.04824
3_8_15	0.75	357	357	1.0	11.3	3.1	0.04824	0.01338	0.08046	0.04788	640	640	1.0	11.5	3.0	0.04905	0.01325	0.07548	0.04833
3_8_15	0.67	635	635	1.0	10.8	3.5	0.04638	0.01503	0.08124	0.06078	1275	1275	1.0	11.2	3.3	0.04772	0.01422	0.07835	0.05494
3_8_15	0.58	1019	1019	1.0	10.9	3.2	0.04674	0.01393	0.07684	0.06157	2294	2294	1.0	11.0	3.2	0.04729	0.0141	0.07768	0.05797
3_8_15	0.5	1723	1718	1.0	10.1	3.6	0.04349	0.01564	0.0774	0.06815	4017	4012	1.0	10.6	3.4	0.04566	0.0149	0.07756	0.06252
3_8_15	0.42	2845	2825	0.99	9.6	3.7	0.04127	0.01643	0.0724	0.07716	6862	6837	1.0	10.2	3.6	0.04385	0.0157	0.07543	0.06899
3_8_15	0.33	4853	4797	0.99	8.6	3.9	0.0375	0.01759	0.06973	0.08934	11715	11634	0.99	9.5	3.8	0.04123	0.0168	0.07308	0.07807
3_8_15	0.25	9721	9426	0.97	7.4	4.0	0.03251	0.01804	0.07195	0.113	21436	21060	0.98	8.6	4.1	0.03733	0.0179	0.07257	0.0953
3_8_15	0.17	26766	23442	0.88	5.2	3.7	0.02331	0.01711	0.0732	0.15632	48202	44502	0.92	6.8	4.2	0.02994	0.01883	0.0729	0.13103
3_8_15	0.08	114996	6278	0.05	2.0	2.0	0.0094	0.00966	1.0	0.0	163198	50780	0.31	6.2	4.3	0.0274	0.01919	0.18752	0.3289
3_12_10	1.0	39	39	1.0	11.3	2.4	0.04808	0.01022	0.07065	0.07212	39	39	1.0	11.3	2.4	0.04808	0.01022	0.07065	0.07212
3_12_10	0.92	48	48	1.0	11.7	2.3	0.05069	0.01101	0.05367	0.02965	87	87	1.0	11.5	2.4	0.04952	0.01068	0.06128	0.05339
3_12_10	0.83	160	160	1.0	10.5	3.1	0.04487	0.01355	0.08265	0.0666	247	247	1.0	10.9	2.9	0.04651	0.01278	0.07512	0.06299
3_12_10	0.75	306	306	1.0	10.8	2.9	0.04608	0.01264	0.08333	0.05033	553	553	1.0	10.8	2.9	0.04627	0.01269	0.07967	0.05643
3_12_10	0.67	561	560	1.0	10.3	3.2	0.04393	0.01403	0.08335	0.0646	1114	1113	1.0	10.5	3.1	0.04509	0.01343	0.08152	0.06068
3_12_10	0.58	894	893	1.0	10.1	3.0	0.04326	0.01339	0.07816	0.06349	2008	2006	1.0	10.3	3.1	0.04428	0.01344	0.08003	0.06195
3_12_10	0.5	1590	1585	1.0	9.5	3.3	0.04098	0.01443	0.07843	0.0737	3598	3591	1.0	10.0	3.2	0.04282	0.01398	0.07932	0.06739
3_12_10	0.42	2720	2703	0.99	9.0	3.5	0.03885	0.01526	0.07438	0.07503	6318	6294	1.0	9.6	3.4	0.04112	0.01468	0.0772	0.0708
3_12_10	0.33	4705	4651	0.99	8.1	3.7	0.03532	0.01628	0.07258	0.08995	11023	10945	0.99	8.9	3.6	0.03866	0.01564	0.07524	0.07953
3_12_10	0.25	9743	9437	0.97	7.0	3.7	0.03078	0.01665	0.07519	0.11461	20766	20382	0.98	8.0	3.8	0.03501	0.01659	0.07522	0.09736
3_12_10	0.17	27511	23999	0.87	4.8	3.4	0.02182	0.01539	0.07902	0.16273	48277	44381	0.92	6.3	3.9	0.02787	0.01726	0.07727	0.13666
3_12_10	0.08	122490	6928	0.06	2.1	2.1	0.00995	0.01126	1.0	0.0	170767	51309	0.3	5.7	4.0	0.02545	0.01767	0.20187	0.34
3_10_10	1.0	37	37	1.0	11.4	2.4	0.04812	0.00999	0.06269	0.04108	37	37	1.0	11.4	2.4	0.04812	0.00999	0.06269	0.04108
3_10_10	0.92	46	46	1.0	11.2	2.8	0.04882	0.01259	0.05747	0.04316	83	83	1.0	11.3	2.6	0.0485	0.01144	0.0598	0.04207
3_10_10	0.83	163	163	1.0	10.8	2.8	0.04602	0.01236	0.07916	0.05866	246	246	1.0	11.0	2.8	0.04686	0.01209	0.07263	0.05433
3_10_10	0.75	309	308	1.0	10.7	2.9	0.04568	0.0127	0.08251	0.04943	555	554	1.0	10.8	2.8	0.0462	0.01244	0.07812	0.05185
3_10_10	0.67	568	567	1.0	10.2	3.1	0.04387	0.01368	0.08364	0.06394	1123	1121	1.0	10.5	3.0	0.04502	0.01313	0.08091	0.05832
3_10_10	0.58	928	927	1.0	10.2	3.0	0.04363	0.0132	0.07754	0.06512	2051	2048	1.0	10.4	3.0	0.04439	0.01318	0.07939	0.0615
3_10_10	0.5	1629	1624	1.0	9.6	3.4	0.04108	0.01455	0.07696	0.06959	3680	3672	1.0	10.0	3.2	0.04293	0.0139	0.07832	0.0652
3_10_10	0.42	2745	2727	0.99	9.0	3.5	0.03896	0.01524	0.07466	0.07673	6425	6399	1.0	9.6	3.4	0.04124	0.01461	0.07676	0.07036
