Name	PropCovLoci	NoLoci	Polymorphic	PropPolymorphic	AvSNPCount	SDSNPCount	AvSNPdensity	SDSNPdensity	AvHet	SDHet	CummNoLoci	CummPolymorphic	CummPropPolymorphic	CummAvSNPCount	CummSDSNPCount	CummAvSNPdensity	CummSDSNPdensity	CummAvHet	CummSDHet
5_6_20	0.58	898	897	1.0	10.6	3.4	0.04559	0.01481	0.07862	0.06239	2008	2006	1.0	10.9	3.3	0.04666	0.01438	0.07986	0.06075
5_6_20	0.5	1491	1483	0.99	10.2	3.5	0.04383	0.01542	0.08049	0.06892	3499	3489	1.0	10.6	3.4	0.04545	0.0149	0.08013	0.06434
5_6_20	0.42	2613	2602	1.0	9.6	3.7	0.04128	0.01618	0.07663	0.0766	6112	6091	1.0	10.2	3.6	0.04367	0.0156	0.07863	0.06986
5_6_20	0.33	4526	4475	0.99	8.6	3.9	0.03736	0.01728	0.074	0.09062	10638	10566	0.99	9.5	3.8	0.041	0.01662	0.07667	0.07935
5_6_20	0.25	8803	8558	0.97	7.4	4.0	0.03269	0.01798	0.07411	0.11406	19441	19124	0.98	8.6	4.0	0.03728	0.01773	0.07552	0.09645
5_6_20	0.17	24357	21395	0.88	5.2	3.7	0.02344	0.01719	0.07632	0.15633	43798	40519	0.93	6.8	4.2	0.02997	0.01877	0.07595	0.13151
5_6_20	0.08	101939	6413	0.06	2.0	1.9	0.00916	0.00873	1.0	0.0	145737	46932	0.32	6.1	4.3	0.02713	0.01912	0.20221	0.3401
5_8_20	1.0	36	36	1.0	11.4	2.5	0.04874	0.01115	0.05914	0.03695	36	36	1.0	11.4	2.5	0.04874	0.01115	0.05914	0.03695
5_8_20	0.92	56	56	1.0	12.1	3.0	0.05176	0.01292	0.05859	0.03134	92	92	1.0	11.8	2.8	0.05058	0.01229	0.0588	0.03345
5_8_20	0.83	179	178	0.99	11.5	3.0	0.04894	0.01313	0.07686	0.05616	271	270	1.0	11.6	2.9	0.0495	0.01285	0.0707	0.05027
5_8_20	0.75	301	301	1.0	11.2	3.3	0.04793	0.01406	0.07951	0.04698	572	571	1.0	11.4	3.1	0.04867	0.01351	0.07535	0.04872
5_8_20	0.67	519	519	1.0	11.0	3.2	0.04719	0.01422	0.08273	0.05859	1091	1090	1.0	11.2	3.2	0.04797	0.01387	0.07886	0.05375
5_8_20	0.58	908	908	1.0	10.7	3.4	0.04582	0.01456	0.08126	0.06461	1999	1998	1.0	11.0	3.3	0.04699	0.01422	0.07995	0.05893
5_8_20	0.5	1465	1459	1.0	10.2	3.6	0.04366	0.01544	0.08143	0.07034	3464	3457	1.0	10.6	3.4	0.04558	0.01484	0.08058	0.06399
5_8_20	0.42	2558	2548	1.0	9.6	3.7	0.04121	0.01614	0.07803	0.07618	6022	6005	1.0	10.2	3.6	0.04373	0.01555	0.0795	0.06943
5_8_20	0.33	4370	4319	0.99	8.6	3.9	0.0373	0.01733	0.07556	0.09101	10392	10324	0.99	9.5	3.8	0.04104	0.01662	0.07785	0.0792
5_8_20	0.25	8695	8439	0.97	7.5	4.0	0.03281	0.01809	0.07571	0.11442	19087	18763	0.98	8.6	4.0	0.03734	0.01778	0.07689	0.09664
5_8_20	0.17	24142	21212	0.88	5.2	3.7	0.02333	0.01708	0.07784	0.15757	43229	39975	0.92	6.8	4.2	0.0299	0.01876	0.07739	0.13251
5_8_20	0.08	101971	6534	0.06	2.1	2.0	0.00969	0.00986	1.0	0.0	145200	46509	0.32	6.1	4.3	0.02706	0.01912	0.20701	0.34333
5_15_15	1.0	37	37	1.0	10.8	2.4	0.04573	0.01136	0.05845	0.05963	37	37	1.0	10.8	2.4	0.04573	0.01136	0.05845	0.05963
5_15_15	0.92	43	42	0.98	10.9	3.1	0.04729	0.01276	0.05794	0.0364	80	79	0.99	10.9	2.8	0.04656	0.01208	0.05818	0.04835
5_15_15	0.83	136	135	0.99	10.7	3.1	0.04543	0.01331	0.07419	0.05777	216	214	0.99	10.7	3.0	0.04584	0.01285	0.06828	0.05492
5_15_15	0.75	253	253	1.0	10.4	3.2	0.04474	0.0136	0.08683	0.05813	469	467	1.0	10.6	3.1	0.04525	0.01326	0.07833	0.05737
5_15_15	0.67	442	442	1.0	10.4	3.1	0.04436	0.01353	0.08519	0.06347	911	909	1.0	10.5	3.1	0.04482	0.01339	0.08167	0.06048
5_15_15	0.58	774	772	1.0	10.0	3.1	0.04299	0.01361	0.08324	0.07117	1685	1681	1.0	10.3	3.1	0.04398	0.01352	0.08239	0.06559
5_15_15	0.5	1313	1307	1.0	9.6	3.3	0.04109	0.0143	0.08318	0.07097	2998	2988	1.0	10.0	3.2	0.04271	0.01394	0.08273	0.06798
5_15_15	0.42	2315	2299	0.99	9.0	3.4	0.03884	0.01491	0.07851	0.07855	5313	5287	1.0	9.6	3.3	0.04103	0.0145	0.0809	0.07279
5_15_15	0.33	4086	4035	0.99	8.1	3.7	0.03521	0.01613	0.0763	0.09213	9399	9322	0.99	8.9	3.6	0.03851	0.0155	0.07891	0.08175
5_15_15	0.25	8478	8225	0.97	7.1	3.8	0.03106	0.01685	0.07954	0.11777	17877	17547	0.98	8.1	3.8	0.03502	0.01657	0.07921	0.10026
5_15_15	0.17	24258	21257	0.88	5.0	3.5	0.02267	0.01622	0.08168	0.16073	42135	38804	0.92	6.4	3.9	0.02826	0.01749	0.08056	0.13674
5_15_15	0.08	103905	6901	0.07	2.2	2.3	0.01042	0.01206	1.0	0.0	146040	45705	0.31	5.8	4.0	0.02556	0.01796	0.21939	0.35249
5_12_12	1.0	33	33	1.0	11.0	2.4	0.04715	0.01037	0.05193	0.02947	33	33	1.0	11.0	2.4	0.04715	0.01037	0.05193	0.02947
5_12_12	0.92	35	35	1.0	11.3	2.9	0.04843	0.01234	0.06036	0.02719	68	68	1.0	11.1	2.6	0.04781	0.01136	0.05627	0.02843
5_12_12	0.83	147	146	0.99	10.6	3.0	0.04529	0.01315	0.07341	0.05395	215	214	1.0	10.8	2.9	0.04609	0.01263	0.06797	0.04795
5_12_12	0.75	267	267	1.0	10.5	3.2	0.04497	0.01367	0.08375	0.05572	482	481	1.0	10.6	3.0	0.04547	0.01322	0.07673	0.05294
5_12_12	0.67	467	467	1.0	10.4	3.1	0.04434	0.01361	0.08281	0.06049	949	948	1.0	10.5	3.1	0.04491	0.01342	0.07972	0.05684
5_12_12	0.58	780	780	1.0	10.1	3.1	0.04333	0.01361	0.08331	0.07	1729	1728	1.0	10.3	3.1	0.0442	0.01352	0.08134	0.06313
5_12_12	0.5	1361	1353	0.99	9.6	3.3	0.04122	0.01425	0.08228	0.07101	3090	3081	1.0	10.0	3.2	0.04289	0.01393	0.08175	0.06669
5_12_12	0.42	2388	2376	0.99	9.0	3.5	0.03867	0.01502	0.07967	0.07971	5478	5457	1.0	9.6	3.4	0.04105	0.01456	0.08084	0.07265
5_12_12	0.33	4206	4152	0.99	8.2	3.7	0.0354	0.01619	0.0768	0.09043	9684	9609	0.99	9.0	3.6	0.03861	0.01554	0.0791	0.08083
5_12_12	0.25	8696	8437	0.97	7.1	3.8	0.03105	0.0168	0.07844	0.11737	18380	18046	0.98	8.1	3.8	0.03507	0.01658	0.07879	0.0996
5_12_12	0.17	24567	21498	0.88	5.0	3.5	0.02249	0.01588	0.08007	0.1591	42947	39544	0.92	6.4	3.9	0.02823	0.01737	0.07949	0.13523
5_12_12	0.08	106132	6987	0.07	2.2	2.2	0.01027	0.01157	1.0	0.0	149079	46531	0.31	5.8	4.0	0.02553	0.01783	0.21771	0.35167
5_2_20	1.0	44	44	1.0	11.1	2.9	0.04751	0.01299	0.0602	0.04998	44	44	1.0	11.1	2.9	0.04751	0.01299	0.0602	0.04998
5_2_20	0.92	60	59	0.98	12.1	2.9	0.05178	0.01284	0.06184	0.03635	104	103	0.99	11.7	2.9	0.04995	0.01301	0.06114	0.04249
5_2_20	0.83	187	185	0.99	11.5	3.0	0.04928	0.01352	0.07634	0.056	291	288	0.99	11.6	3.0	0.04952	0.01332	0.07091	0.05201
5_2_20	0.75	324	324	1.0	11.3	3.2	0.04843	0.01381	0.07902	0.05138	615	612	1.0	11.5	3.1	0.04894	0.01358	0.0752	0.0518
5_2_20	0.67	577	576	1.0	10.9	3.3	0.0466	0.0149	0.07682	0.05911	1192	1188	1.0	11.2	3.2	0.04781	0.01428	0.07599	0.05545
5_2_20	0.58	1047	1046	1.0	10.7	3.4	0.04578	0.01471	0.07638	0.06511	2239	2234	1.0	10.9	3.3	0.04686	0.01451	0.07617	0.06015
5_2_20	0.5	1664	1659	1.0	10.1	3.5	0.04368	0.01549	0.0746	0.06668	3903	3893	1.0	10.6	3.4	0.0455	0.01502	0.0755	0.06302
5_2_20	0.42	2939	2930	1.0	9.5	3.8	0.04089	0.01639	0.07105	0.07386	6842	6823	1.0	10.1	3.6	0.04352	0.01578	0.07359	0.06792
5_2_20	0.33	5013	4963	0.99	8.6	3.9	0.03745	0.01732	0.06624	0.08395	11855	11786	0.99	9.5	3.8	0.04097	0.01672	0.07049	0.07517
5_2_20	0.25	9620	9359	0.97	7.4	4.0	0.03264	0.01781	0.06635	0.10888	21475	21145	0.98	8.6	4.0	0.03728	0.0177	0.06866	0.09165
5_2_20	0.17	25220	22240	0.88	5.2	3.6	0.02327	0.01696	0.06624	0.14507	46695	43385	0.93	6.8	4.2	0.0301	0.01869	0.06742	0.122
5_2_20	0.08	103976	5599	0.05	1.6	1.4	0.00741	0.00634	1.0	0.0	150671	48984	0.33	6.2	4.3	0.02751	0.01913	0.17401	0.31817
5_2_3	1.0	5	5	1.0	6.0	1.2	0.02597	0.00548	0.11417	0.1026	5	5	1.0	6.0	1.2	0.02597	0.00548	0.11417	0.1026
5_2_3	0.92	6	6	1.0	6.0	1.1	0.02599	0.00473	0.08256	0.01663	11	11	1.0	6.0	1.1	0.02598	0.00482	0.09693	0.06798
5_2_3	0.83	41	41	1.0	5.6	1.6	0.02406	0.00702	0.13365	0.16552	52	52	1.0	5.7	1.5	0.02447	0.00662	0.12588	0.15041
5_2_3	0.75	68	68	1.0	5.2	1.7	0.02252	0.00729	0.09935	0.07797	120	120	1.0	5.4	1.6	0.02337	0.00704	0.11085	0.11529
5_2_3	0.67	141	140	0.99	5.1	1.8	0.02189	0.00792	0.09511	0.08977	261	260	1.0	5.3	1.8	0.02257	0.00755	0.10237	0.10244
5_2_3	0.58	335	334	1.0	5.3	1.6	0.02266	0.00689	0.09621	0.08376	596	594	1.0	5.3	1.7	0.02262	0.00718	0.09891	0.09237
5_2_3	0.5	708	703	0.99	5.2	1.6	0.02256	0.00741	0.08842	0.08596	1304	1297	0.99	5.2	1.7	0.02259	0.0073	0.09323	0.08907
5_2_3	0.42	1664	1650	0.99	5.0	1.7	0.02147	0.00763	0.07669	0.08244	2968	2947	0.99	5.1	1.7	0.02197	0.00751	0.08397	0.0858
5_2_3	0.33	3785	3698	0.98	4.6	1.8	0.02003	0.00796	0.07607	0.09367	6753	6645	0.98	4.8	1.8	0.02089	0.00782	0.07957	0.09034
5_2_3	0.25	9257	8774	0.95	4.0	1.9	0.0177	0.00826	0.07754	0.11879	16010	15419	0.96	4.4	1.9	0.01908	0.00823	0.07842	0.10746
5_2_3	0.17	32556	27294	0.84	3.1	1.8	0.01365	0.00779	0.08039	0.16052	48566	42713	0.88	3.6	1.9	0.01561	0.00836	0.07968	0.14365
5_2_3	0.08	176275	10273	0.06	1.6	1.1	0.00718	0.00488	1.0	0.0	224841	52986	0.24	3.2	1.9	0.01397	0.00849	0.25811	0.38602
5_7_10	1.0	31	31	1.0	10.9	2.3	0.04691	0.01027	0.05948	0.03603	31	31	1.0	10.9	2.3	0.04691	0.01027	0.05948	0.03603
5_7_10	0.92	38	38	1.0	11.2	2.9	0.0473	0.0126	0.06222	0.03183	69	69	1.0	11.1	2.6	0.04713	0.01153	0.06099	0.03356
5_7_10	0.83	154	154	1.0	10.9	2.7	0.04638	0.012	0.07855	0.06022	223	223	1.0	10.9	2.7	0.04661	0.01184	0.07312	0.05395
5_7_10	0.75	276	276	1.0	10.6	3.0	0.04529	0.01293	0.08135	0.04954	499	499	1.0	10.7	2.9	0.04588	0.01246	0.07767	0.05167
5_7_10	0.67	509	509	1.0	10.5	3.0	0.04471	0.01311	0.08404	0.06141	1008	1008	1.0	10.6	2.9	0.04529	0.0128	0.08089	0.05686
5_7_10	0.58	860	859	1.0	10.0	3.1	0.04311	0.01374	0.08298	0.06709	1868	1867	1.0	10.3	3.0	0.04429	0.01328	0.08185	0.06177
5_7_10	0.5	1444	1437	1.0	9.7	3.3	0.0414	0.01414	0.0803	0.07123	3312	3304	1.0	10.0	3.2	0.04303	0.01373	0.08117	0.06605
5_7_10	0.42	2541	2529	1.0	9.1	3.5	0.03906	0.01503	0.07709	0.07795	5853	5833	1.0	9.6	3.3	0.04131	0.01444	0.0794	0.07147
5_7_10	0.33	4509	4460	0.99	8.1	3.7	0.03539	0.01617	0.07612	0.09138	10362	10293	0.99	9.0	3.6	0.03874	0.0155	0.07798	0.08072
5_7_10	0.25	9169	8905	0.97	7.1	3.7	0.03114	0.01682	0.07589	0.11463	19531	19198	0.98	8.1	3.8	0.03522	0.01656	0.07701	0.09792
5_7_10	0.17	25650	22458	0.88	4.9	3.4	0.02208	0.01549	0.07884	0.15908	45181	41656	0.92	6.4	3.9	0.02814	0.01728	0.078	0.1344
5_7_10	0.08	109718	7005	0.06	2.1	2.0	0.00955	0.00946	1.0	0.0	154899	48661	0.31	5.8	4.0	0.02546	0.01764	0.21073	0.34673
5_4_20	1.0	46	46	1.0	12.2	2.9	0.05238	0.0124	0.06208	0.03038	46	46	1.0	12.2	2.9	0.05238	0.0124	0.06208	0.03038
5_4_20	0.92	72	71	0.99	12.9	3.3	0.0552	0.01484	0.0639	0.03891	118	117	0.99	12.6	3.2	0.05409	0.01395	0.06319	0.03567
5_4_20	0.83	210	209	1.0	12.4	3.2	0.05269	0.01391	0.07638	0.05271	328	326	0.99	12.5	3.2	0.05319	0.01392	0.07165	0.04767
5_4_20	0.75	375	374	1.0	12.0	3.4	0.05119	0.0146	0.08187	0.05035	703	700	1.0	12.2	3.3	0.05212	0.01431	0.07711	0.04935
5_4_20	0.67	607	607	1.0	11.7	3.5	0.04998	0.01579	0.07699	0.05392	1310	1307	1.0	12.0	3.4	0.05113	0.01505	0.07705	0.0515
5_4_20	0.58	1050	1050	1.0	11.2	3.7	0.04783	0.01576	0.07779	0.06358	2360	2357	1.0	11.6	3.5	0.04966	0.01545	0.07738	0.05719
5_4_20	0.5	1708	1702	1.0	10.8	3.7	0.04638	0.01645	0.07625	0.06594	4068	4059	1.0	11.3	3.6	0.04828	0.01596	0.0769	0.061
5_4_20	0.42	2983	2973	1.0	10.1	4.0	0.04346	0.01731	0.07382	0.07484	7051	7032	1.0	10.8	3.8	0.04624	0.01671	0.0756	0.06721
5_4_20	0.33	4932	4885	0.99	9.0	4.2	0.03914	0.01825	0.07151	0.08831	11983	11917	0.99	10.1	4.1	0.04333	0.01771	0.07393	0.07659
5_4_20	0.25	9393	9151	0.97	7.8	4.2	0.03402	0.01881	0.06968	0.10932	21376	21068	0.99	9.1	4.3	0.03929	0.01877	0.07208	0.09227
5_4_20	0.17	24920	21937	0.88	5.3	3.8	0.02398	0.01789	0.07287	0.15187	46296	43005	0.93	7.1	4.5	0.03148	0.01986	0.07249	0.12624
5_4_20	0.08	102188	6147	0.06	1.9	1.7	0.00858	0.00771	1.0	0.0	148484	49152	0.33	6.5	4.6	0.02861	0.02025	0.18848	0.32875
5_4_15	1.0	39	39	1.0	11.5	2.5	0.04924	0.01097	0.05584	0.02964	39	39	1.0	11.5	2.5	0.04924	0.01097	0.05584	0.02964
5_4_15	0.92	50	50	1.0	12.1	2.9	0.05109	0.01314	0.06305	0.03896	89	89	1.0	11.8	2.8	0.05028	0.0122	0.05989	0.03518
5_4_15	0.83	178	177	0.99	11.4	3.2	0.04882	0.01395	0.07617	0.0598	267	266	1.0	11.6	3.0	0.04931	0.01338	0.07072	0.05334
5_4_15	0.75	322	322	1.0	11.3	3.2	0.04816	0.01377	0.08198	0.05363	589	588	1.0	11.4	3.1	0.04868	0.0136	0.07689	0.05374
5_4_15	0.67	536	536	1.0	11.0	3.3	0.04676	0.01414	0.07935	0.05446	1125	1124	1.0	11.2	3.2	0.04777	0.01388	0.07806	0.05408
5_4_15	0.58	959	959	1.0	10.7	3.4	0.04562	0.01477	0.07882	0.06426	2084	2083	1.0	11.0	3.3	0.04678	0.01433	0.07841	0.05897
5_4_15	0.5	1555	1550	1.0	10.2	3.5	0.04383	0.0154	0.07786	0.07231	3639	3633	1.0	10.6	3.4	0.04552	0.01487	0.07818	0.06499
5_4_15	0.42	2794	2784	1.0	9.6	3.7	0.04139	0.01621	0.07534	0.07565	6433	6417	1.0	10.2	3.6	0.04373	0.0156	0.07695	0.06982
5_4_15	0.33	4772	4718	0.99	8.7	3.9	0.03768	0.01728	0.07152	0.08874	11205	11135	0.99	9.5	3.8	0.04116	0.0166	0.07465	0.07844
5_4_15	0.25	9271	9019	0.97	7.5	4.0	0.03282	0.01796	0.07081	0.11144	20476	20154	0.98	8.6	4.0	0.03743	0.01771	0.07293	0.09466
5_4_15	0.17	25005	22001	0.88	5.2	3.7	0.02352	0.01713	0.07292	0.15239	45481	42155	0.93	6.8	4.2	0.03017	0.01875	0.07293	0.12808
5_4_15	0.08	103106	6197	0.06	1.9	1.7	0.00861	0.00773	1.0	0.0	148587	48352	0.33	6.2	4.3	0.0274	0.01913	0.19174	0.33217
5_7_20	1.0	37	37	1.0	11.3	2.6	0.04838	0.01123	0.05938	0.03646	37	37	1.0	11.3	2.6	0.04838	0.01123	0.05938	0.03646
5_7_20	0.92	51	51	1.0	12.0	3.0	0.0511	0.0134	0.05856	0.03108	88	88	1.0	11.7	2.8	0.04996	0.01254	0.05891	0.03325
5_7_20	0.83	180	180	1.0	11.6	2.9	0.04953	0.0129	0.07765	0.05383	268	268	1.0	11.6	2.9	0.04967	0.01276	0.07149	0.04879
5_7_20	0.75	300	300	1.0	11.2	3.2	0.04779	0.01389	0.08022	0.0501	568	568	1.0	11.4	3.1	0.04868	0.01339	0.0761	0.04964
5_7_20	0.67	535	535	1.0	11.0	3.2	0.04702	0.01402	0.08354	0.05932	1103	1103	1.0	11.2	3.1	0.04787	0.01372	0.07971	0.05465
5_7_20	0.58	893	892	1.0	10.6	3.4	0.04544	0.01482	0.08086	0.06513	1996	1995	1.0	10.9	3.3	0.04678	0.01427	0.08022	0.05955
5_7_20	0.5	1479	1473	1.0	10.2	3.5	0.04387	0.01537	0.08136	0.07172	3475	3468	1.0	10.6	3.4	0.04555	0.01481	0.08071	0.06499
5_7_20	0.42	2601	2591	1.0	9.6	3.7	0.0412	0.01615	0.07802	0.07712	6076	6059	1.0	10.2	3.6	0.04369	0.01555	0.07956	0.07044
5_7_20	0.33	4460	4411	0.99	8.6	3.9	0.03734	0.0173	0.07507	0.09167	10536	10470	0.99	9.5	3.8	0.04101	0.01661	0.07766	0.0801
5_7_20	0.25	8718	8465	0.97	7.5	4.0	0.03277	0.01804	0.07525	0.11451	19254	18935	0.98	8.6	4.1	0.03733	0.01774	0.07658	0.09701
5_7_20	0.17	24251	21299	0.88	5.2	3.7	0.02345	0.01714	0.07726	0.15758	43505	40234	0.92	6.8	4.2	0.02998	0.01875	0.07694	0.13256
5_7_20	0.08	101943	6487	0.06	2.1	2.0	0.00954	0.00953	1.0	0.0	145448	46721	0.32	6.1	4.3	0.02714	0.01912	0.20511	0.34207
5_4_10	1.0	35	35	1.0	11.1	2.4	0.04758	0.01063	0.05694	0.03016	35	35	1.0	11.1	2.4	0.04758	0.01063	0.05694	0.03016
5_4_10	0.92	38	38	1.0	11.3	2.8	0.04799	0.0126	0.06771	0.03639	73	73	1.0	11.2	2.6	0.04779	0.01162	0.06255	0.03375
5_4_10	0.83	147	146	0.99	10.8	2.8	0.04624	0.01228	0.0811	0.06247	220	219	1.0	11.0	2.7	0.04676	0.01206	0.07492	0.05521
5_4_10	0.75	291	291	1.0	10.6	3.1	0.04512	0.01325	0.08308	0.05534	511	510	1.0	10.7	2.9	0.04582	0.01276	0.07957	0.05538
5_4_10	0.67	513	513	1.0	10.5	3.1	0.04478	0.01359	0.0796	0.05775	1024	1023	1.0	10.6	3.0	0.0453	0.01319	0.07959	0.05655
5_4_10	0.58	881	881	1.0	10.0	3.2	0.04297	0.01375	0.08067	0.0647	1905	1904	1.0	10.3	3.1	0.04422	0.0135	0.08009	0.06044
5_4_10	0.5	1516	1510	1.0	9.7	3.2	0.04156	0.01399	0.07739	0.07002	3421	3414	1.0	10.1	3.2	0.04305	0.01378	0.0789	0.06486
5_4_10	0.42	2700	2689	1.0	9.0	3.5	0.03891	0.01507	0.07496	0.0745	6121	6103	1.0	9.6	3.3	0.04122	0.01451	0.07716	0.0693
5_4_10	0.33	4810	4762	0.99	8.2	3.7	0.03563	0.01615	0.07232	0.0886	10931	10865	0.99	9.0	3.6	0.03877	0.0155	0.07504	0.07838
5_4_10	0.25	9508	9242	0.97	7.1	3.7	0.03118	0.01664	0.07099	0.1106	20439	20107	0.98	8.1	3.7	0.03528	0.01647	0.07318	0.09458
5_4_10	0.17	26059	22850	0.88	4.9	3.4	0.0222	0.01561	0.07376	0.15323	46498	42957	0.92	6.4	3.9	0.02832	0.0173	0.07349	0.12913
5_4_10	0.08	110069	6661	0.06	1.9	1.6	0.00855	0.00759	1.0	0.0	156567	49618	0.32	5.8	4.0	0.02567	0.01767	0.19787	0.33795
5_15_7	1.0	21	21	1.0	9.7	2.0	0.04156	0.00832	0.07604	0.07907	21	21	1.0	9.7	2.0	0.04156	0.00832	0.07604	0.07907
5_15_7	0.92	21	21	1.0	9.0	2.7	0.0391	0.01194	0.06047	0.03423	42	42	1.0	9.4	2.4	0.04033	0.01024	0.06825	0.06069
5_15_7	0.83	99	97	0.98	8.8	2.7	0.03757	0.01185	0.0772	0.06784	141	139	0.99	9.0	2.6	0.0384	0.01142	0.07449	0.06567
5_15_7	0.75	192	192	1.0	9.0	2.8	0.03877	0.01212	0.09388	0.0653	333	331	0.99	9.0	2.7	0.03861	0.01181	0.08574	0.06605
5_15_7	0.67	325	325	1.0	9.0	2.6	0.03823	0.01137	0.08514	0.06468	658	656	1.0	9.0	2.6	0.03842	0.01159	0.08544	0.06533
5_15_7	0.58	613	612	1.0	8.8	2.7	0.03781	0.01187	0.0854	0.08076	1271	1268	1.0	8.9	2.7	0.03813	0.01173	0.08542	0.07315
5_15_7	0.5	1091	1083	0.99	8.4	2.8	0.03601	0.01214	0.08726	0.07203	2362	2351	1.0	8.7	2.8	0.03715	0.01196	0.08627	0.07263
5_15_7	0.42	2116	2099	0.99	8.0	3.0	0.03448	0.01291	0.0801	0.07748	4478	4450	0.99	8.4	2.9	0.03589	0.01249	0.08336	0.07501
5_15_7	0.33	3886	3832	0.99	7.1	3.1	0.03078	0.01379	0.08012	0.09391	8364	8282	0.99	7.8	3.1	0.03353	0.01335	0.08186	0.08429
5_15_7	0.25	8360	8067	0.96	6.3	3.2	0.02748	0.01425	0.08295	0.12017	16724	16349	0.98	7.0	3.2	0.03054	0.01413	0.0824	0.10356
5_15_7	0.17	25638	22299	0.87	4.4	3.0	0.01986	0.01341	0.08608	0.16526	42362	38648	0.91	5.5	3.3	0.02438	0.0147	0.08452	0.14247
5_15_7	0.08	118429	8029	0.07	2.3	2.2	0.01054	0.01163	1.0	0.0	160791	46677	0.29	5.0	3.4	0.022	0.01514	0.242	0.36902
5_7_8	1.0	28	28	1.0	10.6	2.2	0.04543	0.00967	0.0609	0.03801	28	28	1.0	10.6	2.2	0.04543	0.00967	0.0609	0.03801
5_7_8	0.92	29	29	1.0	10.4	2.7	0.04366	0.01155	0.06548	0.03471	57	57	1.0	10.5	2.5	0.04453	0.01061	0.06323	0.03612
5_7_8	0.83	121	121	1.0	9.8	2.5	0.04178	0.0112	0.07521	0.06108	178	178	1.0	10.1	2.5	0.04266	0.01106	0.07137	0.05453
5_7_8	0.75	239	238	1.0	9.8	2.7	0.04216	0.01186	0.0849	0.05251	417	416	1.0	9.9	2.6	0.04237	0.01151	0.07911	0.05374
5_7_8	0.67	442	442	1.0	9.7	2.8	0.04138	0.01216	0.08538	0.06167	859	858	1.0	9.8	2.7	0.04186	0.01186	0.08234	0.05801
5_7_8	0.58	793	792	1.0	9.5	3.0	0.04069	0.01279	0.08353	0.07	1652	1650	1.0	9.7	2.8	0.0413	0.01233	0.08291	0.06403
5_7_8	0.5	1316	1308	0.99	9.0	3.0	0.03883	0.01306	0.08206	0.07226	2968	2958	1.0	9.4	2.9	0.04021	0.01271	0.08254	0.06778
5_7_8	0.42	2447	2436	1.0	8.5	3.2	0.03652	0.01399	0.07724	0.07698	5415	5394	1.0	9.0	3.1	0.03854	0.01343	0.08014	0.07212
5_7_8	0.33	4392	4340	0.99	7.7	3.4	0.03331	0.01483	0.07734	0.09122	9807	9734	0.99	8.4	3.3	0.03621	0.01431	0.07889	0.0812
5_7_8	0.25	9027	8743	0.97	6.6	3.5	0.02918	0.01544	0.07713	0.11653	18834	18477	0.98	7.6	3.5	0.03288	0.01526	0.07806	0.0995
5_7_8	0.17	26363	22997	0.87	4.7	3.2	0.02087	0.01426	0.07907	0.15877	45197	41474	0.92	6.0	3.6	0.02622	0.01588	0.07862	0.1356
5_7_8	0.08	115876	7433	0.06	2.1	1.9	0.00959	0.0094	1.0	0.0	161073	48907	0.3	5.4	3.7	0.02369	0.01621	0.21865	0.35357
5_6_10	1.0	36	36	1.0	10.9	2.5	0.04665	0.011	0.05875	0.03562	36	36	1.0	10.9	2.5	0.04665	0.011	0.05875	0.03562
5_6_10	0.92	38	38	1.0	11.0	3.1	0.04719	0.01335	0.06355	0.04071	74	74	1.0	11.0	2.8	0.04693	0.01218	0.06122	0.03813
5_6_10	0.83	143	143	1.0	10.8	2.7	0.04622	0.01197	0.08178	0.06252	217	217	1.0	10.9	2.7	0.04646	0.01202	0.07477	0.05618
5_6_10	0.75	280	280	1.0	10.6	3.0	0.0454	0.01279	0.08434	0.05186	497	497	1.0	10.7	2.9	0.04586	0.01246	0.08016	0.05395
5_6_10	0.67	509	509	1.0	10.4	3.1	0.0442	0.01374	0.08523	0.06772	1006	1006	1.0	10.5	3.0	0.04502	0.01314	0.08273	0.06132
5_6_10	0.58	845	844	1.0	10.0	3.2	0.04296	0.01357	0.08095	0.06633	1851	1850	1.0	10.3	3.1	0.04408	0.01338	0.08192	0.06364
5_6_10	0.5	1433	1425	0.99	9.7	3.3	0.04156	0.01423	0.07963	0.0688	3284	3275	1.0	10.0	3.2	0.04298	0.01381	0.08092	0.06594
5_6_10	0.42	2592	2579	0.99	9.0	3.5	0.03896	0.01513	0.07698	0.07709	5876	5854	1.0	9.6	3.4	0.04121	0.01454	0.07918	0.07109
5_6_10	0.33	4630	4580	0.99	8.2	3.7	0.03542	0.0161	0.07483	0.08972	10506	10434	0.99	9.0	3.6	0.03867	0.01551	0.07727	0.07983
5_6_10	0.25	9265	9000	0.97	7.1	3.7	0.03115	0.01672	0.07561	0.11556	19771	19434	0.98	8.1	3.8	0.03519	0.01651	0.0765	0.09801
5_6_10	0.17	25682	22528	0.88	4.9	3.4	0.02214	0.01559	0.07773	0.15773	45453	41962	0.92	6.4	3.9	0.02818	0.01729	0.07716	0.13344
5_6_10	0.08	109663	6910	0.06	2.0	1.9	0.00921	0.00879	1.0	0.0	155116	48872	0.32	5.8	4.0	0.0255	0.01765	0.20764	0.3445
5_8_8	1.0	29	29	1.0	10.6	2.2	0.04485	0.00994	0.06475	0.04268	29	29	1.0	10.6	2.2	0.04485	0.00994	0.06475	0.04268
