Name	PropCovLoci	NoLoci	Polymorphic	PropPolymorphic	AvSNPCount	SDSNPCount	AvSNPdensity	SDSNPdensity	AvHet	SDHet	CummNoLoci	CummPolymorphic	CummPropPolymorphic	CummAvSNPCount	CummSDSNPCount	CummAvSNPdensity	CummSDSNPdensity	CummAvHet	CummSDHet
3_7_8	1.0	71	71	1.0	14.4	3.7	0.06204	0.01674	0.06008	0.03738	71	71	1.0	14.4	3.7	0.06204	0.01674	0.06008	0.03738
3_7_8	0.92	136	136	1.0	15.4	3.1	0.06622	0.01355	0.05901	0.03232	207	207	1.0	15.0	3.4	0.06478	0.01481	0.05937	0.03405
3_7_8	0.83	357	357	1.0	14.1	3.8	0.06031	0.01658	0.07157	0.04685	564	564	1.0	14.5	3.7	0.06195	0.01608	0.0671	0.04298
3_7_8	0.75	674	672	1.0	13.8	3.9	0.05886	0.01678	0.0793	0.05138	1238	1236	1.0	14.1	3.8	0.06027	0.01653	0.07373	0.0481
3_7_8	0.67	1167	1167	1.0	13.4	4.3	0.0573	0.01852	0.07792	0.05651	2405	2403	1.0	13.8	4.0	0.05883	0.01758	0.07576	0.05238
3_7_8	0.58	1732	1731	1.0	13.2	4.2	0.05651	0.01813	0.07534	0.05921	4137	4134	1.0	13.5	4.1	0.05786	0.01785	0.07559	0.05534
3_7_8	0.5	2735	2729	1.0	12.2	4.5	0.05254	0.0196	0.0747	0.0668	6872	6863	1.0	13.0	4.3	0.05574	0.01874	0.07523	0.06015
3_7_8	0.42	4201	4183	1.0	11.3	4.7	0.0488	0.02025	0.07148	0.07277	11073	11046	1.0	12.4	4.5	0.05312	0.01962	0.07381	0.06524
3_7_8	0.33	6422	6361	0.99	9.8	4.8	0.04265	0.02072	0.07082	0.08715	17495	17407	0.99	11.4	4.8	0.04929	0.02065	0.07272	0.07402
3_7_8	0.25	11607	11278	0.97	7.9	4.6	0.0347	0.02026	0.07129	0.11032	29102	28685	0.99	10.0	5.0	0.04355	0.0217	0.07216	0.09006
3_7_8	0.17	29809	26059	0.87	5.0	3.7	0.02234	0.01645	0.07617	0.1591	58911	54744	0.93	7.6	5.1	0.03345	0.02209	0.07407	0.12768
3_7_8	0.08	129489	7085	0.05	2.0	2.0	0.00942	0.00961	1.0	0.0	188400	61829	0.33	7.0	5.2	0.0307	0.02239	0.18017	0.31847
3_4_10	1.0	86	86	1.0	15.3	3.7	0.06558	0.01682	0.05822	0.03817	86	86	1.0	15.3	3.7	0.06558	0.01682	0.05822	0.03817
3_4_10	0.92	147	147	1.0	16.0	3.5	0.06889	0.01521	0.06121	0.05053	233	233	1.0	15.7	3.6	0.06767	0.01587	0.06011	0.04629
3_4_10	0.83	406	406	1.0	14.8	4.1	0.06338	0.01774	0.07287	0.05103	639	639	1.0	15.2	3.9	0.06494	0.0172	0.06822	0.0497
3_4_10	0.75	735	733	1.0	14.5	4.2	0.06213	0.01817	0.07628	0.04749	1374	1372	1.0	14.8	4.1	0.06344	0.01777	0.07253	0.04868
3_4_10	0.67	1277	1277	1.0	14.1	4.4	0.06048	0.01911	0.07313	0.05334	2651	2649	1.0	14.5	4.2	0.06201	0.01849	0.07282	0.05097
3_4_10	0.58	1872	1872	1.0	13.8	4.4	0.05938	0.01936	0.07246	0.05749	4523	4521	1.0	14.2	4.3	0.06092	0.0189	0.07267	0.05376
3_4_10	0.5	2949	2946	1.0	12.8	4.7	0.05517	0.02049	0.07092	0.06364	7472	7467	1.0	13.7	4.5	0.05865	0.01974	0.07198	0.05786
3_4_10	0.42	4418	4401	1.0	11.8	4.9	0.05108	0.02124	0.06666	0.07038	11890	11868	1.0	13.0	4.8	0.05584	0.02063	0.07001	0.06285
3_4_10	0.33	6783	6727	0.99	10.3	5.0	0.04476	0.02175	0.06464	0.08239	18673	18595	1.0	12.0	5.0	0.05184	0.02171	0.06807	0.07059
3_4_10	0.25	11875	11555	0.97	8.3	4.8	0.03634	0.02138	0.06636	0.10673	30548	30150	0.99	10.6	5.3	0.0459	0.02286	0.06741	0.08625
3_4_10	0.17	29166	25619	0.88	5.2	3.9	0.02358	0.01754	0.07006	0.15321	59714	55769	0.93	8.1	5.4	0.03564	0.0234	0.06863	0.12168
3_4_10	0.08	122354	6299	0.05	1.8	1.7	0.00843	0.00775	1.0	0.0	182068	62068	0.34	7.5	5.5	0.03288	0.02378	0.16315	0.30398
3_7_6	1.0	49	49	1.0	12.8	3.3	0.05498	0.01456	0.05775	0.04124	49	49	1.0	12.8	3.3	0.05498	0.01456	0.05775	0.04124
3_7_6	0.92	90	90	1.0	13.8	3.2	0.0597	0.01398	0.05877	0.03325	139	139	1.0	13.4	3.2	0.05804	0.01431	0.05841	0.03612
3_7_6	0.83	294	294	1.0	12.8	3.6	0.05478	0.01577	0.07364	0.04891	433	433	1.0	13.0	3.5	0.05583	0.01538	0.06875	0.04572
3_7_6	0.75	587	586	1.0	12.6	3.4	0.05404	0.01468	0.08084	0.04896	1020	1019	1.0	12.8	3.4	0.0548	0.015	0.07571	0.04796
3_7_6	0.67	972	972	1.0	12.2	3.7	0.05204	0.01624	0.07852	0.05692	1992	1991	1.0	12.5	3.6	0.05345	0.01567	0.07708	0.05253
3_7_6	0.58	1504	1503	1.0	11.8	3.7	0.05064	0.01601	0.07805	0.06063	3496	3494	1.0	12.2	3.6	0.05224	0.01588	0.0775	0.05615
3_7_6	0.5	2497	2491	1.0	11.1	4.0	0.04775	0.01731	0.07617	0.0671	5993	5985	1.0	11.7	3.8	0.05037	0.01664	0.07695	0.06095
3_7_6	0.42	3954	3937	1.0	10.3	4.1	0.0444	0.01778	0.07384	0.07437	9947	9922	1.0	11.2	4.0	0.048	0.01735	0.07572	0.06661
3_7_6	0.33	6284	6217	0.99	9.0	4.3	0.03896	0.0186	0.0738	0.08911	16231	16139	0.99	10.3	4.2	0.04452	0.01838	0.07498	0.07607
3_7_6	0.25	11632	11272	0.97	7.3	4.2	0.03187	0.01822	0.0759	0.1139	27863	27411	0.98	9.1	4.5	0.03932	0.01934	0.07535	0.0935
3_7_6	0.17	31415	27365	0.87	4.6	3.4	0.02068	0.01489	0.08019	0.16219	59278	54776	0.92	6.9	4.5	0.03001	0.01962	0.07777	0.13237
3_7_6	0.08	141073	7925	0.06	2.1	2.0	0.00961	0.00975	1.0	0.0	200351	62701	0.31	6.3	4.6	0.02743	0.01985	0.19433	0.33049
3_10_8	1.0	77	77	1.0	14.6	3.7	0.06249	0.01662	0.06	0.04068	77	77	1.0	14.6	3.7	0.06249	0.01662	0.06	0.04068
3_10_8	0.92	134	134	1.0	14.9	3.6	0.0641	0.01528	0.06024	0.03593	211	211	1.0	14.8	3.6	0.06351	0.01577	0.06015	0.03764
3_10_8	0.83	353	353	1.0	14.2	3.7	0.06078	0.01609	0.07538	0.05285	564	564	1.0	14.4	3.7	0.0618	0.01601	0.06968	0.04826
3_10_8	0.75	649	648	1.0	13.9	3.9	0.05926	0.01676	0.0792	0.0516	1213	1212	1.0	14.2	3.8	0.06044	0.01646	0.07477	0.05028
3_10_8	0.67	1102	1102	1.0	13.4	4.2	0.05728	0.01862	0.07865	0.05755	2315	2314	1.0	13.8	4.0	0.05894	0.01759	0.07662	0.05389
3_10_8	0.58	1677	1676	1.0	13.1	4.2	0.05603	0.01826	0.07634	0.06122	3992	3990	1.0	13.5	4.1	0.05771	0.01793	0.0765	0.05707
3_10_8	0.5	2608	2602	1.0	12.3	4.5	0.05264	0.01968	0.07683	0.06759	6600	6592	1.0	13.0	4.3	0.05571	0.0188	0.07663	0.06144
3_10_8	0.42	3999	3982	1.0	11.3	4.7	0.04855	0.02037	0.07335	0.07349	10599	10574	1.0	12.3	4.6	0.05301	0.01972	0.07539	0.06625
3_10_8	0.33	6201	6140	0.99	9.8	4.8	0.0423	0.02072	0.07271	0.0888	16800	16714	0.99	11.4	4.8	0.04908	0.02074	0.07441	0.07533
3_10_8	0.25	11203	10879	0.97	7.9	4.6	0.03463	0.0203	0.07573	0.11389	28003	27593	0.99	10.0	5.0	0.04338	0.02175	0.07493	0.09247
3_10_8	0.17	29177	25485	0.87	5.0	3.7	0.02233	0.01657	0.08007	0.1632	57180	53078	0.93	7.6	5.1	0.03327	0.0221	0.0774	0.1313
3_10_8	0.08	128774	7261	0.06	2.1	2.2	0.00999	0.01109	1.0	0.0	185954	60339	0.32	6.9	5.2	0.03047	0.0224	0.18842	0.32446
3_5_7	1.0	62	62	1.0	13.8	3.3	0.05968	0.01497	0.05634	0.02827	62	62	1.0	13.8	3.3	0.05968	0.01497	0.05634	0.02827
3_5_7	0.92	110	110	1.0	15.0	3.0	0.06476	0.01321	0.06284	0.0348	172	172	1.0	14.6	3.2	0.06293	0.01404	0.0605	0.03266
3_5_7	0.83	330	330	1.0	13.5	3.8	0.05745	0.01639	0.07322	0.05069	502	502	1.0	13.8	3.6	0.05932	0.01583	0.06886	0.0457
3_5_7	0.75	648	648	1.0	13.2	3.9	0.05623	0.01664	0.07743	0.0479	1150	1150	1.0	13.5	3.8	0.05758	0.01635	0.07369	0.04712
3_5_7	0.67	1098	1098	1.0	12.8	4.1	0.05462	0.01753	0.07695	0.05642	2248	2248	1.0	13.1	3.9	0.05614	0.017	0.07528	0.05188
3_5_7	0.58	1682	1682	1.0	12.5	3.9	0.05374	0.01714	0.07329	0.05894	3930	3930	1.0	12.9	3.9	0.05511	0.0171	0.07443	0.05501
3_5_7	0.5	2746	2742	1.0	11.7	4.2	0.05043	0.01841	0.07242	0.06416	6676	6672	1.0	12.4	4.1	0.05319	0.0178	0.0736	0.05895
3_5_7	0.42	4271	4256	1.0	10.8	4.4	0.04675	0.01905	0.06999	0.07256	10947	10928	1.0	11.8	4.3	0.05068	0.01856	0.0722	0.06461
3_5_7	0.33	6735	6675	0.99	9.5	4.5	0.04105	0.01959	0.06945	0.08578	17682	17603	1.0	10.9	4.5	0.04703	0.01952	0.07116	0.07337
3_5_7	0.25	12016	11671	0.97	7.6	4.4	0.03333	0.01915	0.07045	0.10991	29698	29274	0.99	9.6	4.7	0.04157	0.0205	0.07088	0.08974
3_5_7	0.17	31068	27138	0.87	4.8	3.5	0.02154	0.01558	0.07433	0.15686	60766	56412	0.93	7.3	4.8	0.03193	0.02086	0.07254	0.12656
3_5_7	0.08	135387	7198	0.05	1.9	1.8	0.00888	0.00838	1.0	0.0	196153	63610	0.32	6.7	4.9	0.02932	0.02114	0.17749	0.31706
3_6_8	1.0	71	71	1.0	14.4	3.6	0.06207	0.01627	0.05723	0.03458	71	71	1.0	14.4	3.6	0.06207	0.01627	0.05723	0.03458
3_6_8	0.92	127	127	1.0	15.5	3.2	0.06663	0.01386	0.05905	0.03127	198	198	1.0	15.1	3.4	0.065	0.01489	0.0584	0.03242
3_6_8	0.83	365	365	1.0	14.3	3.7	0.06076	0.01606	0.0734	0.05311	563	563	1.0	14.6	3.6	0.06225	0.01577	0.06812	0.0474
3_6_8	0.75	681	681	1.0	13.8	3.9	0.05904	0.01697	0.07804	0.049	1244	1244	1.0	14.2	3.8	0.06049	0.01651	0.07355	0.04852
3_6_8	0.67	1171	1170	1.0	13.4	4.3	0.05729	0.01846	0.07733	0.05834	2415	2414	1.0	13.8	4.1	0.05894	0.01755	0.07538	0.05353
3_6_8	0.58	1769	1768	1.0	13.2	4.2	0.05654	0.01823	0.07447	0.05953	4184	4182	1.0	13.5	4.1	0.05792	0.01788	0.075	0.05614
3_6_8	0.5	2795	2791	1.0	12.2	4.5	0.05255	0.0196	0.07422	0.06564	6979	6973	1.0	13.0	4.3	0.05577	0.01877	0.07469	0.06012
3_6_8	0.42	4284	4267	1.0	11.4	4.7	0.04913	0.02036	0.07069	0.07425	11263	11240	1.0	12.4	4.5	0.05325	0.01966	0.07317	0.06587
3_6_8	0.33	6554	6494	0.99	9.8	4.8	0.04257	0.02074	0.06984	0.08685	17817	17734	1.0	11.5	4.8	0.04934	0.02071	0.07195	0.07425
3_6_8	0.25	11745	11418	0.97	7.9	4.6	0.03471	0.02022	0.07026	0.10989	29562	29152	0.99	10.1	5.0	0.04361	0.02172	0.07129	0.08991
3_6_8	0.17	30014	26246	0.87	5.0	3.7	0.02238	0.01643	0.07476	0.15772	59576	55398	0.93	7.7	5.1	0.03355	0.0221	0.07293	0.12666
3_6_8	0.08	129576	6980	0.05	2.0	1.9	0.00906	0.00878	1.0	0.0	189152	62378	0.33	7.0	5.2	0.03081	0.02241	0.17667	0.31569
3_4_7	1.0	63	63	1.0	13.8	3.5	0.0596	0.01586	0.05814	0.03003	63	63	1.0	13.8	3.5	0.0596	0.01586	0.05814	0.03003
3_4_7	0.92	113	113	1.0	14.5	3.4	0.06351	0.01722	0.06416	0.05613	176	176	1.0	14.3	3.5	0.06211	0.01681	0.062	0.04842
3_4_7	0.83	348	348	1.0	13.7	3.7	0.05821	0.01595	0.07183	0.04843	524	524	1.0	13.9	3.6	0.05952	0.01633	0.06853	0.0486
3_4_7	0.75	649	649	1.0	13.4	3.7	0.05725	0.01581	0.07712	0.04743	1173	1173	1.0	13.6	3.6	0.05827	0.01608	0.07328	0.04813
3_4_7	0.67	1114	1114	1.0	12.9	4.0	0.05517	0.01767	0.07589	0.05403	2287	2287	1.0	13.3	3.8	0.05676	0.01694	0.07455	0.0511
3_4_7	0.58	1746	1746	1.0	12.6	3.9	0.0541	0.01711	0.07289	0.05869	4033	4033	1.0	13.0	3.9	0.05561	0.01706	0.07383	0.05451
3_4_7	0.5	2787	2784	1.0	11.7	4.2	0.05041	0.01837	0.0716	0.06347	6820	6817	1.0	12.5	4.1	0.05348	0.01779	0.07292	0.05834
3_4_7	0.42	4412	4395	1.0	10.9	4.4	0.04689	0.01904	0.06912	0.0734	11232	11212	1.0	11.8	4.3	0.0509	0.01857	0.07143	0.06469
3_4_7	0.33	6860	6802	0.99	9.5	4.5	0.0411	0.01949	0.06773	0.08415	18092	18014	1.0	10.9	4.5	0.0472	0.01951	0.07004	0.07267
3_4_7	0.25	12177	11829	0.97	7.6	4.4	0.03331	0.01913	0.06842	0.10809	30269	29843	0.99	9.6	4.7	0.0417	0.02052	0.06939	0.08843
3_4_7	0.17	31455	27488	0.87	4.8	3.5	0.02151	0.01551	0.07194	0.15511	61724	57331	0.93	7.3	4.8	0.03202	0.02088	0.07062	0.12493
3_4_7	0.08	135646	7059	0.05	1.9	1.7	0.00852	0.00768	1.0	0.0	197370	64390	0.33	6.7	4.9	0.02944	0.02118	0.1725	0.31338
3_8_6	1.0	48	48	1.0	12.8	3.2	0.05472	0.01398	0.05602	0.02941	48	48	1.0	12.8	3.2	0.05472	0.01398	0.05602	0.02941
3_8_6	0.92	87	87	1.0	13.7	3.0	0.05944	0.01366	0.05945	0.03368	135	135	1.0	13.4	3.1	0.05776	0.01391	0.05823	0.03216
3_8_6	0.83	289	288	1.0	12.8	3.5	0.0545	0.01524	0.07576	0.05277	424	423	1.0	13.0	3.4	0.05554	0.01489	0.07016	0.04785
3_8_6	0.75	569	569	1.0	12.7	3.4	0.05406	0.01478	0.08057	0.04921	993	992	1.0	12.8	3.4	0.05469	0.01484	0.07613	0.04888
3_8_6	0.67	950	947	1.0	12.2	3.8	0.05212	0.01629	0.07847	0.05723	1943	1939	1.0	12.5	3.6	0.05344	0.01561	0.07727	0.05312
3_8_6	0.58	1455	1455	1.0	11.8	3.7	0.05054	0.01601	0.07792	0.05977	3398	3394	1.0	12.2	3.7	0.05219	0.01585	0.07755	0.05606
3_8_6	0.5	2443	2435	1.0	11.2	4.0	0.04789	0.01735	0.07766	0.06775	5841	5829	1.0	11.8	3.8	0.0504	0.01663	0.0776	0.06121
3_8_6	0.42	3847	3825	0.99	10.3	4.1	0.04421	0.01788	0.0746	0.07689	9688	9654	1.0	11.2	4.0	0.04795	0.0174	0.07641	0.06787
3_8_6	0.33	6198	6135	0.99	9.0	4.3	0.03894	0.01867	0.07493	0.09002	15886	15789	0.99	10.3	4.3	0.04445	0.01843	0.07584	0.07724
3_8_6	0.25	11421	11073	0.97	7.3	4.2	0.03181	0.01824	0.07774	0.11509	27307	26862	0.98	9.1	4.5	0.03924	0.01938	0.07662	0.0947
3_8_6	0.17	30987	26950	0.87	4.6	3.4	0.02072	0.01496	0.08097	0.1628	58294	53812	0.92	6.8	4.5	0.02997	0.01963	0.0788	0.13325
3_8_6	0.08	140641	7981	0.06	2.1	2.1	0.00985	0.01025	1.0	0.0	198935	61793	0.31	6.2	4.6	0.02737	0.01986	0.19778	0.33303
3_2_10	1.0	84	84	1.0	15.4	3.6	0.06561	0.01628	0.05821	0.04569	84	84	1.0	15.4	3.6	0.06561	0.01628	0.05821	0.04569
3_2_10	0.92	174	174	1.0	15.8	3.4	0.06768	0.01589	0.05855	0.04465	258	258	1.0	15.7	3.5	0.067	0.01602	0.05844	0.0449
3_2_10	0.83	427	427	1.0	14.6	4.2	0.06242	0.01843	0.07439	0.05229	685	685	1.0	15.0	4.0	0.06415	0.01769	0.06838	0.0502
3_2_10	0.75	743	742	1.0	14.4	4.2	0.0617	0.01844	0.07607	0.0488	1428	1427	1.0	14.7	4.1	0.06288	0.01812	0.07238	0.04961
3_2_10	0.67	1346	1346	1.0	14.0	4.4	0.06009	0.01901	0.06962	0.05168	2774	2773	1.0	14.4	4.3	0.06153	0.01861	0.07104	0.05063
3_2_10	0.58	2041	2041	1.0	13.8	4.4	0.05924	0.01901	0.06851	0.0553	4815	4814	1.0	14.1	4.3	0.06056	0.01881	0.06997	0.05267
3_2_10	0.5	3183	3180	1.0	12.7	4.7	0.05453	0.0203	0.06699	0.06212	7998	7994	1.0	13.6	4.5	0.05816	0.01964	0.06878	0.05663
3_2_10	0.42	4796	4778	1.0	11.8	4.9	0.05104	0.02128	0.06335	0.0679	12794	12772	1.0	12.9	4.7	0.0555	0.02056	0.06675	0.06115
3_2_10	0.33	7183	7124	0.99	10.3	5.0	0.04459	0.02175	0.06016	0.07935	19977	19896	1.0	12.0	5.0	0.05159	0.02163	0.06439	0.0683
3_2_10	0.25	12396	12068	0.97	8.2	4.8	0.03632	0.02124	0.06137	0.10235	32373	31964	0.99	10.6	5.2	0.04582	0.02272	0.06325	0.08283
3_2_10	0.17	29846	26218	0.88	5.2	3.9	0.02346	0.01746	0.06395	0.14624	62219	58182	0.94	8.1	5.4	0.03575	0.02334	0.06357	0.11578
3_2_10	0.08	123954	5649	0.05	1.6	1.3	0.0072	0.00598	1.0	0.0	186173	63831	0.34	7.6	5.5	0.03322	0.02378	0.14644	0.28802
3_15_6	1.0	57	57	1.0	12.8	2.8	0.05429	0.01237	0.06058	0.03994	57	57	1.0	12.8	2.8	0.05429	0.01237	0.06058	0.03994
3_15_6	0.92	92	92	1.0	13.6	3.1	0.05915	0.01374	0.06294	0.03978	149	149	1.0	13.3	3.0	0.05729	0.0134	0.06204	0.03972
3_15_6	0.83	282	281	1.0	12.8	3.8	0.05444	0.01654	0.07646	0.058	431	430	1.0	13.0	3.6	0.05543	0.01557	0.07147	0.0528
3_15_6	0.75	532	531	1.0	12.6	3.5	0.0539	0.01514	0.08097	0.04941	963	961	1.0	12.8	3.5	0.05458	0.01534	0.07672	0.05114
3_15_6	0.67	876	875	1.0	12.2	3.7	0.05219	0.01616	0.08102	0.06219	1839	1836	1.0	12.5	3.6	0.05345	0.01578	0.07877	0.0567
3_15_6	0.58	1362	1361	1.0	11.8	3.7	0.05065	0.01623	0.07902	0.06217	3201	3197	1.0	12.2	3.7	0.05226	0.01603	0.07887	0.05908
3_15_6	0.5	2297	2291	1.0	11.2	4.0	0.04804	0.01747	0.08085	0.07092	5498	5488	1.0	11.8	3.9	0.05049	0.01677	0.0797	0.06429
3_15_6	0.42	3605	3582	0.99	10.2	4.1	0.04405	0.01791	0.07685	0.07534	9103	9070	1.0	11.2	4.0	0.04795	0.01751	0.07857	0.06888
3_15_6	0.33	5840	5780	0.99	9.0	4.3	0.03907	0.01885	0.07899	0.09262	14943	14850	0.99	10.3	4.3	0.04449	0.01856	0.07873	0.07897
3_15_6	0.25	10975	10629	0.97	7.3	4.2	0.03189	0.01834	0.0818	0.11789	25918	25479	0.98	9.0	4.5	0.03923	0.01948	0.08001	0.09713
3_15_6	0.17	30095	26133	0.87	4.7	3.4	0.02092	0.01533	0.08715	0.16946	56013	51612	0.92	6.8	4.6	0.02996	0.01975	0.08363	0.1386
3_15_6	0.08	139494	8264	0.06	2.3	2.6	0.01095	0.01327	1.0	0.0	195507	59876	0.31	6.2	4.6	0.02734	0.02009	0.2101	0.34127
3_6_6	1.0	51	51	1.0	12.9	3.0	0.05511	0.01324	0.05658	0.03571	51	51	1.0	12.9	3.0	0.05511	0.01324	0.05658	0.03571
3_6_6	0.92	83	83	1.0	13.8	3.0	0.0599	0.0134	0.06218	0.03672	134	134	1.0	13.5	3.0	0.05807	0.01349	0.06005	0.03631
3_6_6	0.83	296	295	1.0	12.7	3.6	0.05415	0.0157	0.07283	0.0537	430	429	1.0	12.9	3.5	0.05537	0.01514	0.06884	0.04925
3_6_6	0.75	574	574	1.0	12.6	3.5	0.05393	0.01502	0.08042	0.0502	1004	1003	1.0	12.8	3.5	0.05455	0.01508	0.07546	0.0501
3_6_6	0.67	997	996	1.0	12.1	3.8	0.05159	0.01616	0.07881	0.05969	2001	1999	1.0	12.4	3.6	0.05308	0.01569	0.07713	0.0551
3_6_6	0.58	1536	1535	1.0	11.8	3.7	0.05075	0.01594	0.07776	0.06012	3537	3534	1.0	12.2	3.7	0.05206	0.01584	0.0774	0.05733
3_6_6	0.5	2567	2562	1.0	11.2	4.0	0.04793	0.01743	0.07518	0.06568	6104	6096	1.0	11.7	3.8	0.05033	0.01665	0.07647	0.06098
3_6_6	0.42	4053	4035	1.0	10.3	4.1	0.0443	0.0178	0.07301	0.07386	10157	10131	1.0	11.2	4.0	0.04793	0.01737	0.07509	0.06643
3_6_6	0.33	6448	6382	0.99	8.9	4.3	0.03881	0.01853	0.07256	0.08929	16605	16513	0.99	10.3	4.2	0.0444	0.01837	0.07411	0.07609
3_6_6	0.25	11923	11558	0.97	7.2	4.1	0.03179	0.01816	0.07452	0.11286	28528	28071	0.98	9.0	4.5	0.03921	0.01931	0.07428	0.09301
3_6_6	0.17	31836	27726	0.87	4.6	3.4	0.02068	0.01485	0.07766	0.15994	60364	55797	0.92	6.9	4.5	0.03	0.01957	0.07596	0.13064
3_6_6	0.08	142035	7837	0.06	2.0	1.9	0.00925	0.00898	1.0	0.0	202399	63634	0.31	6.3	4.6	0.02744	0.0198	0.18976	0.32737
3_2_8	1.0	75	75	1.0	14.5	3.7	0.06222	0.01649	0.05764	0.03545	75	75	1.0	14.5	3.7	0.06222	0.01649	0.05764	0.03545
3_2_8	0.92	144	144	1.0	15.2	3.3	0.0653	0.01406	0.06128	0.04382	219	219	1.0	15.0	3.4	0.06424	0.01497	0.06003	0.0411
3_2_8	0.83	402	402	1.0	14.3	3.9	0.06115	0.01728	0.07317	0.05438	621	621	1.0	14.5	3.8	0.06224	0.01656	0.06854	0.05046
3_2_8	0.75	722	720	1.0	13.9	4.0	0.05928	0.01749	0.0765	0.04866	1343	1341	1.0	14.2	3.9	0.06065	0.01712	0.07281	0.04964
3_2_8	0.67	1280	1279	1.0	13.4	4.2	0.05753	0.01836	0.07213	0.05357	2623	2620	1.0	13.8	4.1	0.05913	0.0178	0.07248	0.05159
3_2_8	0.58	2019	2018	1.0	13.1	4.2	0.05636	0.01795	0.06942	0.05744	4642	4638	1.0	13.5	4.1	0.05792	0.01792	0.07115	0.05423
3_2_8	0.5	3191	3187	1.0	12.2	4.5	0.05256	0.01949	0.06807	0.06428	7833	7825	1.0	13.0	4.3	0.05574	0.01876	0.06989	0.05855
3_2_8	0.42	4792	4775	1.0	11.3	4.6	0.04892	0.02017	0.06381	0.0691	12625	12600	1.0	12.4	4.5	0.05315	0.01959	0.06759	0.06282
3_2_8	0.33	7219	7157	0.99	9.8	4.7	0.04252	0.02042	0.061	0.07891	19844	19757	1.0	11.4	4.7	0.0493	0.02054	0.0652	0.06915
3_2_8	0.25	12639	12296	0.97	7.9	4.6	0.03466	0.02012	0.06213	0.10371	32483	32053	0.99	10.1	5.0	0.04369	0.02158	0.06402	0.08411
3_2_8	0.17	31111	27259	0.88	5.0	3.6	0.02229	0.01629	0.06475	0.14752	63594	59312	0.93	7.7	5.1	0.03385	0.02208	0.06436	0.11758
3_2_8	0.08	131248	6043	0.05	1.6	1.3	0.00727	0.00598	1.0	0.0	194842	65355	0.34	7.2	5.2	0.0314	0.02247	0.15087	0.29327
3_8_7	1.0	63	63	1.0	13.7	3.4	0.05872	0.01566	0.06196	0.03856	63	63	1.0	13.7	3.4	0.05872	0.01566	0.06196	0.03856
3_8_7	0.92	115	115	1.0	14.8	3.2	0.06362	0.01411	0.05934	0.03325	178	178	1.0	14.4	3.3	0.06189	0.01482	0.06027	0.03514
3_8_7	0.83	329	328	1.0	13.5	3.7	0.05746	0.01608	0.0735	0.05031	507	506	1.0	13.8	3.6	0.05902	0.01577	0.06885	0.04596
3_8_7	0.75	621	621	1.0	13.3	3.7	0.05683	0.01585	0.07996	0.04936	1128	1127	1.0	13.5	3.6	0.05781	0.01585	0.07497	0.04816
3_8_7	0.67	1063	1063	1.0	12.8	4.0	0.05474	0.01753	0.07798	0.05682	2191	2190	1.0	13.2	3.9	0.05632	0.01675	0.07643	0.05255
3_8_7	0.58	1592	1591	1.0	12.5	4.0	0.05372	0.01713	0.07592	0.05867	3783	3781	1.0	12.9	3.9	0.05522	0.01696	0.07622	0.0552
3_8_7	0.5	2584	2577	1.0	11.7	4.2	0.05035	0.01837	0.07676	0.06778	6367	6358	1.0	12.4	4.1	0.05325	0.0177	0.07644	0.06061
3_8_7	0.42	4009	3991	1.0	10.8	4.4	0.04648	0.01897	0.07293	0.0758	10376	10349	1.0	11.8	4.3	0.05064	0.0185	0.07508	0.0669
3_8_7	0.33	6267	6205	0.99	9.4	4.5	0.04093	0.01985	0.07362	0.08952	16643	16554	0.99	10.9	4.5	0.047	0.01958	0.07453	0.07617
3_8_7	0.25	11426	11091	0.97	7.5	4.4	0.03316	0.01924	0.07525	0.1135	28069	27645	0.98	9.6	4.8	0.04145	0.0206	0.07482	0.09296
3_8_7	0.17	30175	26327	0.87	4.8	3.5	0.02154	0.01574	0.07855	0.16096	58244	53972	0.93	7.2	4.8	0.03174	0.02091	0.07664	0.13064
3_8_7	0.08	134200	7512	0.06	2.1	2.1	0.00978	0.01018	1.0	0.0	192444	61484	0.32	6.6	4.9	0.02906	0.02117	0.18945	0.32623
3_10_16	1.0	110	110	1.0	16.4	4.5	0.07018	0.02001	0.05899	0.03688	110	110	1.0	16.4	4.5	0.07018	0.02001	0.05899	0.03688
3_10_16	0.92	194	194	1.0	17.3	3.9	0.07405	0.01688	0.05846	0.03842	304	304	1.0	16.9	4.2	0.07265	0.01814	0.05865	0.03781
3_10_16	0.83	467	467	1.0	16.0	4.5	0.06845	0.01926	0.07361	0.05071	771	771	1.0	16.4	4.4	0.07011	0.01893	0.06771	0.04661
3_10_16	0.75	822	821	1.0	15.7	4.6	0.06696	0.02022	0.07658	0.04653	1593	1592	1.0	16.0	4.5	0.06849	0.01966	0.07228	0.04676
3_10_16	0.67	1297	1296	1.0	15.3	4.9	0.06524	0.02124	0.07606	0.05558	2890	2888	1.0	15.7	4.7	0.06703	0.02044	0.07398	0.05093
3_10_16	0.58	1923	1923	1.0	14.8	4.9	0.06359	0.02131	0.07391	0.05884	4813	4811	1.0	15.3	4.8	0.06565	0.02086	0.07395	0.05423
3_10_16	0.5	2795	2792	1.0	13.6	5.2	0.05848	0.02265	0.07489	0.06547	7608	7603	1.0	14.7	5.0	0.06302	0.02181	0.07429	0.0586
