Name	PropCovLoci	NoLoci	Polymorphic	PropPolymorphic	AvSNPCount	SDSNPCount	AvSNPdensity	SDSNPdensity	AvHet	SDHet	CummNoLoci	CummPolymorphic	CummPropPolymorphic	CummAvSNPCount	CummSDSNPCount	CummAvSNPdensity	CummSDSNPdensity	CummAvHet	CummSDHet
3_6_20	0.58	1987	1987	1.0	14.8	5.0	0.06355	0.02151	0.07228	0.05769	4922	4921	1.0	15.3	4.8	0.06554	0.02098	0.07288	0.05424
3_6_20	0.5	2869	2866	1.0	13.7	5.3	0.05878	0.02283	0.07282	0.06388	7791	7787	1.0	14.7	5.1	0.06305	0.02192	0.07286	0.05797
3_6_20	0.42	4233	4216	1.0	12.5	5.4	0.05404	0.02355	0.06931	0.07235	12024	12003	1.0	13.9	5.3	0.05989	0.02291	0.07161	0.06341
3_6_20	0.33	6443	6386	0.99	11.0	5.6	0.04781	0.02448	0.06629	0.08635	18467	18389	1.0	12.9	5.6	0.05569	0.02416	0.06976	0.07225
3_6_20	0.25	11046	10768	0.97	8.8	5.3	0.03879	0.02379	0.06804	0.10869	29513	29157	0.99	11.4	5.8	0.04945	0.02537	0.06913	0.0875
3_6_20	0.17	27382	24098	0.88	5.6	4.3	0.02537	0.02007	0.07191	0.15471	56895	53255	0.94	8.8	5.9	0.03855	0.02605	0.07039	0.12257
3_6_20	0.08	113637	6040	0.05	2.0	1.9	0.009	0.00879	1.0	0.0	170532	59295	0.35	8.1	6.0	0.03554	0.0264	0.16508	0.30423
3_4_20	1.0	107	107	1.0	16.7	4.3	0.07167	0.01876	0.06009	0.03709	107	107	1.0	16.7	4.3	0.07167	0.01876	0.06009	0.03709
3_4_20	0.92	186	186	1.0	17.0	4.2	0.07293	0.01792	0.06089	0.04873	293	293	1.0	16.9	4.2	0.07247	0.01821	0.0606	0.04477
3_4_20	0.83	471	471	1.0	16.0	4.4	0.06824	0.01931	0.07081	0.04811	764	764	1.0	16.3	4.4	0.06986	0.01899	0.06689	0.04709
3_4_20	0.75	864	862	1.0	15.8	4.6	0.06732	0.02027	0.07638	0.05105	1628	1626	1.0	16.0	4.5	0.06851	0.01972	0.07192	0.04944
3_4_20	0.67	1396	1396	1.0	15.3	4.9	0.0653	0.02116	0.07191	0.05181	3024	3022	1.0	15.7	4.7	0.06703	0.02045	0.07192	0.05054
3_4_20	0.58	2053	2053	1.0	14.9	5.0	0.06401	0.02139	0.06943	0.05607	5077	5075	1.0	15.4	4.8	0.06581	0.02089	0.07091	0.05285
3_4_20	0.5	2995	2992	1.0	13.7	5.2	0.05877	0.02252	0.07077	0.06248	8072	8067	1.0	14.8	5.0	0.0632	0.02177	0.07086	0.05661
3_4_20	0.42	4431	4415	1.0	12.6	5.4	0.05425	0.02347	0.06624	0.07102	12503	12482	1.0	14.0	5.3	0.06003	0.02279	0.06922	0.06213
3_4_20	0.33	6683	6627	0.99	11.0	5.5	0.04783	0.02441	0.06455	0.08416	19186	19109	1.0	12.9	5.5	0.0558	0.02408	0.0676	0.07058
3_4_20	0.25	11432	11147	0.98	8.8	5.3	0.03887	0.02373	0.06525	0.10538	30618	30256	0.99	11.4	5.8	0.04956	0.0253	0.06674	0.08508
3_4_20	0.17	27654	24360	0.88	5.6	4.3	0.02524	0.01991	0.06863	0.15121	58272	54616	0.94	8.8	5.9	0.03872	0.02603	0.06758	0.1192
3_4_20	0.08	114032	5824	0.05	1.9	1.7	0.00849	0.00813	1.0	0.0	172304	60440	0.35	8.1	6.0	0.0358	0.02642	0.15743	0.29756
3_3_15	1.0	108	108	1.0	16.7	4.0	0.07139	0.01776	0.05599	0.034	108	108	1.0	16.7	4.0	0.07139	0.01776	0.05599	0.034
3_3_15	0.92	185	185	1.0	17.0	4.0	0.07313	0.01773	0.05905	0.04308	293	293	1.0	16.9	4.0	0.07249	0.01773	0.05792	0.03994
3_3_15	0.83	494	494	1.0	16.0	4.5	0.06841	0.01943	0.06905	0.04933	787	787	1.0	16.3	4.3	0.06993	0.01891	0.06491	0.04635
3_3_15	0.75	885	885	1.0	15.8	4.6	0.06739	0.02002	0.0752	0.04796	1672	1672	1.0	16.1	4.5	0.06859	0.01954	0.07036	0.04747
3_3_15	0.67	1402	1401	1.0	15.3	4.9	0.06548	0.02117	0.0702	0.05245	3074	3073	1.0	15.7	4.7	0.06717	0.02035	0.07029	0.04979
3_3_15	0.58	2159	2159	1.0	14.9	4.9	0.06386	0.02106	0.07063	0.0567	5233	5232	1.0	15.4	4.8	0.0658	0.02071	0.07043	0.05275
3_3_15	0.5	3152	3148	1.0	13.6	5.2	0.05853	0.02251	0.06819	0.06279	8385	8380	1.0	14.7	5.0	0.06307	0.02169	0.06959	0.05674
3_3_15	0.42	4683	4666	1.0	12.6	5.4	0.05435	0.02364	0.06434	0.06955	13068	13046	1.0	14.0	5.3	0.05995	0.02279	0.06771	0.06167
3_3_15	0.33	7019	6959	0.99	11.0	5.5	0.04775	0.02422	0.06122	0.08041	20087	20005	1.0	12.9	5.5	0.05571	0.02401	0.06545	0.06884
3_3_15	0.25	11699	11389	0.97	8.7	5.2	0.03836	0.02317	0.06303	0.10563	31786	31394	0.99	11.4	5.8	0.04941	0.02513	0.06458	0.08408
3_3_15	0.17	28111	24775	0.88	5.5	4.2	0.0249	0.01919	0.06665	0.14912	59897	56169	0.94	8.8	5.9	0.0386	0.02576	0.06549	0.1173
3_3_15	0.08	115433	5702	0.05	1.7	1.5	0.00792	0.00699	1.0	0.0	175330	61871	0.35	8.1	6.0	0.03577	0.02619	0.15162	0.2925
3_6_15	1.0	102	102	1.0	16.4	4.3	0.0707	0.01898	0.0576	0.03551	102	102	1.0	16.4	4.3	0.0707	0.01898	0.0576	0.03551
3_6_15	0.92	179	179	1.0	17.3	3.8	0.07454	0.01623	0.05644	0.03194	281	281	1.0	17.0	4.0	0.07315	0.01734	0.05687	0.03322
3_6_15	0.83	467	467	1.0	16.1	4.4	0.06843	0.01911	0.07159	0.05106	748	748	1.0	16.4	4.3	0.0702	0.0186	0.06606	0.04573
3_6_15	0.75	846	846	1.0	15.7	4.7	0.06687	0.02061	0.0783	0.04907	1594	1594	1.0	16.0	4.5	0.06843	0.01976	0.07256	0.04791
3_6_15	0.67	1356	1355	1.0	15.3	4.9	0.06526	0.0213	0.07549	0.05588	2950	2949	1.0	15.7	4.7	0.06698	0.02054	0.07391	0.05174
3_6_15	0.58	2020	2019	1.0	14.9	4.9	0.06372	0.02132	0.07332	0.05866	4970	4968	1.0	15.3	4.8	0.06565	0.02092	0.07367	0.05465
3_6_15	0.5	2928	2925	1.0	13.7	5.3	0.05888	0.02287	0.07278	0.06447	7898	7893	1.0	14.7	5.1	0.06314	0.02191	0.07334	0.05848
3_6_15	0.42	4317	4300	1.0	12.5	5.4	0.054	0.02345	0.0691	0.07209	12215	12193	1.0	14.0	5.3	0.05992	0.02288	0.07184	0.06364
3_6_15	0.33	6524	6468	0.99	11.0	5.5	0.04767	0.02439	0.06648	0.08561	18739	18661	1.0	12.9	5.6	0.05567	0.02413	0.06999	0.07206
3_6_15	0.25	11210	10915	0.97	8.7	5.3	0.03859	0.02349	0.06801	0.10815	29949	29576	0.99	11.4	5.8	0.04937	0.02528	0.06926	0.08714
3_6_15	0.17	27653	24347	0.88	5.5	4.2	0.02502	0.01942	0.0719	0.15488	57602	53923	0.94	8.7	5.9	0.03837	0.02584	0.07045	0.12246
3_6_15	0.08	114764	6120	0.05	2.0	1.9	0.00903	0.00886	1.0	0.0	172366	60043	0.35	8.1	6.0	0.03538	0.0262	0.1652	0.30424
3_15_15	1.0	104	104	1.0	15.7	4.1	0.06721	0.01798	0.05723	0.03678	104	104	1.0	15.7	4.1	0.06721	0.01798	0.05723	0.03678
3_15_15	0.92	159	159	1.0	16.3	3.9	0.06996	0.01668	0.0555	0.0317	263	263	1.0	16.0	4.0	0.06887	0.01722	0.05619	0.03374
3_15_15	0.83	427	426	1.0	15.4	4.5	0.06559	0.01947	0.07485	0.04906	690	689	1.0	15.6	4.3	0.06684	0.0187	0.06773	0.04475
3_15_15	0.75	745	745	1.0	15.1	4.4	0.0647	0.01944	0.07687	0.04778	1435	1434	1.0	15.4	4.4	0.06573	0.01911	0.07247	0.04656
3_15_15	0.67	1177	1176	1.0	14.5	4.7	0.0621	0.02023	0.07713	0.05961	2612	2610	1.0	15.0	4.5	0.06409	0.0197	0.07457	0.05288
3_15_15	0.58	1784	1784	1.0	14.2	4.7	0.06097	0.02048	0.07555	0.05915	4396	4394	1.0	14.7	4.6	0.06283	0.02008	0.07497	0.05551
3_15_15	0.5	2658	2651	1.0	13.2	5.0	0.05683	0.02185	0.07655	0.06808	7054	7045	1.0	14.1	4.8	0.06057	0.02096	0.07557	0.06055
3_15_15	0.42	4006	3985	0.99	12.1	5.1	0.05227	0.02239	0.07238	0.07326	11060	11030	1.0	13.4	5.0	0.05757	0.02185	0.07441	0.06544
3_15_15	0.33	6137	6084	0.99	10.7	5.3	0.04631	0.02339	0.07015	0.08728	17197	17114	1.0	12.4	5.3	0.05357	0.02305	0.0729	0.07397
3_15_15	0.25	11019	10718	0.97	8.6	5.1	0.03767	0.02274	0.07358	0.1126	28216	27832	0.99	10.9	5.6	0.04745	0.0242	0.07316	0.09081
3_15_15	0.17	27511	24162	0.88	5.5	4.2	0.02467	0.01912	0.07922	0.16122	55727	51994	0.93	8.4	5.7	0.03686	0.02475	0.07598	0.12846
3_15_15	0.08	116878	6587	0.06	2.2	2.4	0.01028	0.01221	1.0	0.0	172605	58581	0.34	7.7	5.7	0.03388	0.02512	0.17988	0.316
3_15_20	1.0	105	105	1.0	15.6	4.1	0.06672	0.01793	0.05852	0.03775	105	105	1.0	15.6	4.1	0.06672	0.01793	0.05852	0.03775
3_15_20	0.92	156	156	1.0	16.2	3.9	0.06973	0.0167	0.05621	0.03231	261	261	1.0	15.9	4.0	0.06852	0.01723	0.05714	0.03455
3_15_20	0.83	424	423	1.0	15.4	4.5	0.06564	0.01945	0.07428	0.04795	685	684	1.0	15.6	4.3	0.06674	0.01868	0.06774	0.04409
3_15_20	0.75	736	736	1.0	15.1	4.4	0.0646	0.01949	0.07744	0.04763	1421	1420	1.0	15.4	4.4	0.06563	0.01913	0.07277	0.0462
3_15_20	0.67	1157	1156	1.0	14.6	4.7	0.06253	0.02015	0.07571	0.05698	2578	2576	1.0	15.0	4.5	0.06424	0.01965	0.07409	0.05133
3_15_20	0.58	1748	1748	1.0	14.2	4.7	0.06081	0.02055	0.07546	0.06086	4326	4324	1.0	14.7	4.6	0.06285	0.02009	0.07464	0.05538
3_15_20	0.5	2610	2603	1.0	13.2	5.0	0.05662	0.02184	0.07738	0.06861	6936	6927	1.0	14.1	4.8	0.06051	0.02098	0.07567	0.0607
3_15_20	0.42	3927	3907	0.99	12.1	5.1	0.05222	0.02249	0.07218	0.07297	10863	10834	1.0	13.4	5.0	0.05752	0.0219	0.07441	0.06541
3_15_20	0.33	6073	6018	0.99	10.7	5.3	0.04635	0.02343	0.07075	0.08922	16936	16852	1.0	12.4	5.3	0.05353	0.02309	0.0731	0.07481
3_15_20	0.25	10890	10593	0.97	8.6	5.2	0.03783	0.02313	0.07314	0.11418	27826	27445	0.99	10.9	5.6	0.04747	0.02433	0.07312	0.09202
3_15_20	0.17	27233	23933	0.88	5.5	4.3	0.02504	0.01974	0.07826	0.16053	55059	51378	0.93	8.4	5.7	0.03702	0.02496	0.07551	0.12859
3_15_20	0.08	115725	6539	0.06	2.2	2.4	0.01031	0.01231	1.0	0.0	170784	57917	0.34	7.7	5.8	0.03401	0.02532	0.17989	0.31665
3_10_12	1.0	94	94	1.0	15.8	4.1	0.06783	0.01806	0.06041	0.0361	94	94	1.0	15.8	4.1	0.06783	0.01806	0.06041	0.0361
3_10_12	0.92	169	169	1.0	16.3	3.8	0.06984	0.01647	0.05861	0.03889	263	263	1.0	16.1	3.9	0.06912	0.01705	0.05925	0.03786
3_10_12	0.83	437	437	1.0	15.4	4.3	0.06593	0.01869	0.07308	0.04989	700	700	1.0	15.7	4.2	0.06713	0.01815	0.06788	0.0462
3_10_12	0.75	776	775	1.0	15.2	4.4	0.06463	0.01949	0.07776	0.04738	1476	1475	1.0	15.4	4.3	0.06582	0.0189	0.07307	0.04707
3_10_12	0.67	1245	1245	1.0	14.6	4.7	0.0626	0.02031	0.07675	0.05776	2721	2720	1.0	15.0	4.5	0.06434	0.01962	0.07476	0.05225
3_10_12	0.58	1847	1846	1.0	14.2	4.7	0.06093	0.02026	0.07508	0.05901	4568	4566	1.0	14.7	4.6	0.06296	0.01995	0.07489	0.05508
3_10_12	0.5	2793	2788	1.0	13.2	5.0	0.05684	0.02164	0.07429	0.06537	7361	7354	1.0	14.2	4.8	0.06064	0.02082	0.07466	0.05919
3_10_12	0.42	4135	4117	1.0	12.1	5.2	0.05234	0.02252	0.07104	0.07319	11496	11471	1.0	13.4	5.0	0.05766	0.02181	0.07336	0.06458
3_10_12	0.33	6311	6256	0.99	10.6	5.3	0.04605	0.0232	0.06987	0.08708	17807	17727	1.0	12.4	5.3	0.05356	0.02299	0.07213	0.07333
3_10_12	0.25	11136	10842	0.97	8.5	5.1	0.03752	0.0225	0.07197	0.11153	28943	28569	0.99	10.9	5.6	0.04747	0.0241	0.07207	0.08976
3_10_12	0.17	27868	24453	0.88	5.4	4.1	0.02419	0.01843	0.07647	0.15951	56811	53022	0.93	8.4	5.6	0.03674	0.02458	0.0741	0.12681
3_10_12	0.08	118764	6577	0.06	2.1	2.2	0.00974	0.01069	1.0	0.0	175575	59599	0.34	7.7	5.7	0.03376	0.02493	0.17628	0.3138
3_12_12	1.0	86	86	1.0	15.1	3.9	0.06508	0.01739	0.06257	0.05234	86	86	1.0	15.1	3.9	0.06508	0.01739	0.06257	0.05234
3_12_12	0.92	152	152	1.0	15.7	3.5	0.06745	0.01528	0.05629	0.03415	238	238	1.0	15.5	3.7	0.06659	0.01608	0.05856	0.04165
3_12_12	0.83	388	388	1.0	14.8	4.1	0.06319	0.0179	0.07306	0.05129	626	626	1.0	15.1	4.0	0.06448	0.0173	0.06754	0.04834
3_12_12	0.75	684	684	1.0	14.6	4.1	0.06233	0.01856	0.07791	0.04848	1310	1310	1.0	14.8	4.1	0.06336	0.01799	0.07296	0.04867
3_12_12	0.67	1125	1124	1.0	14.0	4.5	0.05986	0.01924	0.07639	0.05835	2435	2434	1.0	14.4	4.3	0.06175	0.01866	0.07454	0.05337
3_12_12	0.58	1713	1711	1.0	13.7	4.4	0.05856	0.01913	0.0761	0.06306	4148	4145	1.0	14.1	4.3	0.06043	0.01892	0.07519	0.05757
3_12_12	0.5	2642	2637	1.0	12.8	4.8	0.05497	0.02091	0.07677	0.06928	6790	6782	1.0	13.6	4.6	0.05831	0.01989	0.0758	0.06238
3_12_12	0.42	3938	3922	1.0	11.8	5.0	0.05097	0.02158	0.07193	0.07276	10728	10704	1.0	13.0	4.8	0.05562	0.02083	0.07438	0.0664
3_12_12	0.33	6082	6023	0.99	10.3	5.1	0.04495	0.02222	0.07142	0.08748	16810	16727	1.0	12.0	5.1	0.05178	0.02195	0.07332	0.07469
3_12_12	0.25	11050	10750	0.97	8.4	4.9	0.03694	0.02172	0.0722	0.11067	27860	27477	0.99	10.6	5.3	0.04597	0.02303	0.07288	0.09048
3_12_12	0.17	27763	24328	0.88	5.3	4.0	0.02403	0.01813	0.07823	0.16067	55623	51805	0.93	8.1	5.4	0.03567	0.02357	0.07539	0.12834
3_12_12	0.08	118949	6656	0.06	2.2	2.2	0.01009	0.01167	1.0	0.0	174572	58461	0.33	7.4	5.5	0.03276	0.02395	0.18066	0.31757
3_10_20	1.0	111	111	1.0	16.5	4.4	0.07079	0.01958	0.05828	0.03768	111	111	1.0	16.5	4.4	0.07079	0.01958	0.05828	0.03768
3_10_20	0.92	192	192	1.0	17.0	4.1	0.0729	0.01778	0.05801	0.0375	303	303	1.0	16.8	4.2	0.07213	0.01846	0.05811	0.0375
3_10_20	0.83	471	471	1.0	16.0	4.5	0.06835	0.01961	0.07177	0.04776	774	774	1.0	16.3	4.4	0.06983	0.01924	0.06642	0.04451
3_10_20	0.75	816	814	1.0	15.8	4.6	0.06717	0.02019	0.07655	0.04649	1590	1588	1.0	16.0	4.5	0.06847	0.01977	0.07161	0.0458
3_10_20	0.67	1290	1289	1.0	15.3	4.9	0.06534	0.02127	0.07604	0.05633	2880	2877	1.0	15.7	4.7	0.06707	0.02051	0.0736	0.05083
3_10_20	0.58	1895	1895	1.0	14.8	4.9	0.06339	0.02127	0.07376	0.05848	4775	4772	1.0	15.3	4.8	0.06561	0.02089	0.07366	0.05399
3_10_20	0.5	2752	2749	1.0	13.6	5.2	0.05831	0.02267	0.07498	0.06572	7527	7521	1.0	14.7	5.0	0.06294	0.02184	0.07414	0.05855
3_10_20	0.42	4109	4093	1.0	12.4	5.4	0.05353	0.02354	0.0715	0.07474	11636	11614	1.0	13.9	5.3	0.05962	0.0229	0.07321	0.06473
3_10_20	0.33	6257	6198	0.99	11.0	5.6	0.04763	0.0244	0.06926	0.08727	17893	17812	1.0	12.9	5.6	0.05545	0.02412	0.07184	0.07338
3_10_20	0.25	10906	10620	0.97	8.8	5.3	0.03878	0.02396	0.07138	0.11161	28799	28432	0.99	11.3	5.8	0.04922	0.02537	0.07167	0.08959
3_10_20	0.17	27073	23774	0.88	5.6	4.3	0.02527	0.02006	0.07603	0.15826	55872	52206	0.93	8.7	5.9	0.03831	0.026	0.07365	0.12562
3_10_20	0.08	114340	6326	0.06	2.1	2.2	0.00983	0.01102	1.0	0.0	170212	58532	0.34	8.0	6.0	0.03524	0.02635	0.17377	0.31112
3_4_15	1.0	101	101	1.0	16.6	4.3	0.0714	0.01879	0.05648	0.0365	101	101	1.0	16.6	4.3	0.0714	0.01879	0.05648	0.0365
3_4_15	0.92	180	180	1.0	17.1	4.0	0.07351	0.01709	0.05925	0.04877	281	281	1.0	16.9	4.1	0.07275	0.01771	0.05826	0.0447
3_4_15	0.83	489	489	1.0	16.0	4.5	0.0685	0.01967	0.07095	0.05092	770	770	1.0	16.4	4.4	0.07005	0.01907	0.06632	0.0491
3_4_15	0.75	871	869	1.0	15.9	4.6	0.0676	0.02017	0.07584	0.04836	1641	1639	1.0	16.1	4.5	0.06875	0.0197	0.07137	0.04893
3_4_15	0.67	1394	1394	1.0	15.3	4.9	0.06551	0.0211	0.07257	0.0525	3035	3033	1.0	15.7	4.7	0.06726	0.02041	0.07192	0.05059
3_4_15	0.58	2068	2068	1.0	14.9	5.0	0.06368	0.02139	0.07051	0.0571	5103	5101	1.0	15.4	4.8	0.06581	0.02089	0.07135	0.05333
3_4_15	0.5	3033	3030	1.0	13.7	5.2	0.05868	0.0225	0.07053	0.06282	8136	8131	1.0	14.7	5.0	0.06315	0.02178	0.07105	0.05705
3_4_15	0.42	4497	4482	1.0	12.6	5.4	0.05447	0.02354	0.06621	0.07094	12633	12613	1.0	14.0	5.3	0.06007	0.0228	0.06933	0.06238
3_4_15	0.33	6773	6716	0.99	11.0	5.5	0.04763	0.02415	0.06342	0.08276	19406	19329	1.0	12.9	5.5	0.05575	0.02402	0.06728	0.07019
3_4_15	0.25	11517	11223	0.97	8.7	5.2	0.03859	0.02333	0.06471	0.10437	30923	30552	0.99	11.4	5.8	0.04944	0.02517	0.06633	0.08438
3_4_15	0.17	27873	24550	0.88	5.5	4.2	0.02498	0.01927	0.06909	0.15166	58796	55102	0.94	8.8	5.9	0.03854	0.02578	0.06756	0.11915
3_4_15	0.08	114934	5913	0.05	1.9	1.7	0.00849	0.00812	1.0	0.0	173730	61015	0.35	8.1	6.0	0.03563	0.02618	0.15792	0.29819
3_3_20	1.0	109	109	1.0	16.4	4.3	0.0705	0.01894	0.05565	0.03911	109	109	1.0	16.4	4.3	0.0705	0.01894	0.05565	0.03911
3_3_20	0.92	191	191	1.0	17.0	4.1	0.0726	0.01806	0.05823	0.0369	300	300	1.0	16.8	4.2	0.07184	0.01838	0.05729	0.03768
3_3_20	0.83	485	485	1.0	16.0	4.5	0.06824	0.01968	0.06883	0.04916	785	785	1.0	16.3	4.4	0.06961	0.01926	0.06442	0.04544
3_3_20	0.75	885	885	1.0	15.8	4.6	0.06763	0.02	0.07481	0.04652	1670	1670	1.0	16.0	4.5	0.06856	0.01967	0.06992	0.0463
3_3_20	0.67	1411	1410	1.0	15.3	4.9	0.06542	0.02137	0.07072	0.05347	3081	3080	1.0	15.7	4.7	0.06712	0.02052	0.07029	0.0497
3_3_20	0.58	2140	2140	1.0	14.9	4.9	0.06392	0.02137	0.06999	0.05907	5221	5220	1.0	15.4	4.8	0.06581	0.02093	0.07016	0.05373
3_3_20	0.5	3097	3094	1.0	13.7	5.2	0.05865	0.02264	0.06798	0.06279	8318	8314	1.0	14.7	5.0	0.06315	0.02186	0.06935	0.05728
3_3_20	0.42	4552	4536	1.0	12.5	5.4	0.05405	0.02354	0.06547	0.0703	12870	12850	1.0	14.0	5.3	0.05993	0.02288	0.06798	0.06221
3_3_20	0.33	6935	6876	0.99	10.9	5.5	0.04762	0.02429	0.06143	0.0809	19805	19726	1.0	12.9	5.5	0.05564	0.0241	0.0657	0.06937
3_3_20	0.25	11610	11313	0.97	8.7	5.2	0.03854	0.02345	0.06314	0.10542	31415	31039	0.99	11.4	5.8	0.04941	0.02525	0.06476	0.08432
3_3_20	0.17	27845	24540	0.88	5.5	4.2	0.02515	0.01983	0.06713	0.15008	59260	55579	0.94	8.8	5.9	0.0387	0.02598	0.06581	0.11797
3_3_20	0.08	114429	5650	0.05	1.7	1.5	0.00793	0.00712	1.0	0.0	173689	61229	0.35	8.2	6.0	0.03586	0.02639	0.15201	0.2928
3_8_20	1.0	111	111	1.0	16.3	4.6	0.07016	0.02003	0.06138	0.0394	111	111	1.0	16.3	4.6	0.07016	0.02003	0.06138	0.0394
3_8_20	0.92	184	184	1.0	16.9	4.0	0.0726	0.01748	0.05598	0.03423	295	295	1.0	16.7	4.2	0.07168	0.01849	0.05801	0.03629
3_8_20	0.83	472	472	1.0	16.0	4.4	0.06844	0.01909	0.07186	0.04795	767	767	1.0	16.3	4.3	0.06969	0.01892	0.06654	0.04433
3_8_20	0.75	830	830	1.0	15.8	4.7	0.06717	0.0204	0.07773	0.04839	1597	1597	1.0	16.0	4.5	0.06838	0.01974	0.07236	0.0468
3_8_20	0.67	1312	1311	1.0	15.2	5.0	0.06516	0.0214	0.07472	0.05429	2909	2908	1.0	15.7	4.7	0.06693	0.02056	0.07342	0.05032
3_8_20	0.58	1935	1935	1.0	14.8	4.9	0.06333	0.0212	0.07245	0.0563	4844	4843	1.0	15.3	4.8	0.06549	0.02089	0.07303	0.05279
3_8_20	0.5	2847	2843	1.0	13.6	5.3	0.05848	0.02278	0.07445	0.06457	7691	7686	1.0	14.7	5.1	0.0629	0.02187	0.07356	0.05743
3_8_20	0.42	4108	4088	1.0	12.5	5.4	0.05378	0.02347	0.06996	0.07465	11799	11774	1.0	13.9	5.3	0.05973	0.02285	0.07231	0.06396
3_8_20	0.33	6313	6261	0.99	11.0	5.6	0.04786	0.02454	0.06818	0.0875	18112	18035	1.0	12.9	5.6	0.05561	0.02412	0.07087	0.07302
3_8_20	0.25	10929	10648	0.97	8.8	5.3	0.0388	0.02391	0.07027	0.11058	29041	28683	0.99	11.4	5.8	0.04937	0.02538	0.07065	0.08884
3_8_20	0.17	27237	23950	0.88	5.6	4.3	0.02522	0.02006	0.07405	0.15687	56278	52633	0.94	8.7	5.9	0.03838	0.02605	0.0722	0.1245
3_8_20	0.08	113767	6196	0.05	2.0	2.0	0.00943	0.00991	1.0	0.0	170045	58829	0.35	8.0	6.0	0.03533	0.02639	0.16991	0.3082
3_2_15	1.0	107	107	1.0	16.5	4.4	0.07045	0.01923	0.05283	0.0328	107	107	1.0	16.5	4.4	0.07045	0.01923	0.05283	0.0328
3_2_15	0.92	205	205	1.0	16.8	3.9	0.07236	0.01862	0.05988	0.04136	312	312	1.0	16.7	4.1	0.0717	0.01882	0.05747	0.03873
3_2_15	0.83	507	507	1.0	15.8	4.6	0.06769	0.02006	0.07135	0.05874	819	819	1.0	16.2	4.4	0.06922	0.01968	0.06606	0.05244
3_2_15	0.75	897	896	1.0	15.7	4.7	0.06676	0.02011	0.07481	0.04945	1716	1715	1.0	15.9	4.6	0.06793	0.01994	0.07063	0.05107
3_2_15	0.67	1475	1475	1.0	15.2	4.8	0.06486	0.02095	0.06901	0.05133	3191	3190	1.0	15.6	4.7	0.06651	0.02046	0.06988	0.05119
